0.00946	0.00002
0.01548	0.00015
0.01634	0.00087
0.01806	0.00015
0.02323	0.00009
0.03785	0.00022
0.04129	0.00029
0.04301	0.00044
0.04387	0.00069
0.04473	0.00091
0.04559	0.00044
0.04731	0.00036
0.05591	0.00053
0.06538	0.00078
0.0843	0.00142
0.10495	0.00256
0.12473	0.0041
0.14452	0.00517
0.16473	0.00621
0.18495	0.00701
0.20129	0.00737
0.21935	0.00722
0.22667	0.00693
0.24344	0.00612
0.25763	0.00523
0.26667	0.00466
0.28215	0.00372
0.30108	0.00272
0.30495	0.00254
0.32602	0.00181
0.34237	0.00142
0.36215	0.00107
0.36989	0.00098
0.38366	0.00087
0.3957	0.0008
0.39914	0.00078
