0.00054	0.00084	0.00021	
0.00486	0.00147	0.00063	
0.00811	0.0021	0.00084	
0.01459	0.00441	0.00189	
0.01838	0.00651	0.00273	
0.02541	0.01134	0.00462	
0.02865	0.01428	0.00567	
0.03297	0.01827	0.00672	
0.03405	0.01974	0.00756	
0.03892	0.02478	0.00882	
0.04324	0.02961	0.01029	
0.04649	0.03318	0.01113	
0.04919	0.03507	0.01113	
0.05135	0.03738	0.01197	
0.05622	0.04157	0.01259	
0.05892	0.04346	0.0128	
0.06324	0.0464	0.01343	
0.06757	0.04829	0.01343	
0.07405	0.05039	0.01343	
0.08	0.05102	0.01322	
0.08486	0.05081	0.0128	
0.09027	0.05018	0.01238	
0.09459	0.04913	0.01217	
0.09892	0.04787	0.01154	
0.10541	0.04556	0.01112	
0.11189	0.04304	0.01049	
0.11838	0.0401	0.00986	
0.12432	0.03759	0.00924	
0.13243	0.03423	0.00861	
0.1373	0.03234	0.0084	
0.14432	0.0294	0.00756	
0.15189	0.02667	0.00714	
0.1573	0.02499	0.00693	
0.16162	0.02352	0.00651	
0.16811	0.02163	0.00609	
0.17838	0.0189	0.00567	
0.18973	0.01638	0.00504	
0.20108	0.01428	0.00462	
0.21892	0.01155	0.00399	
0.23189	0.01008	0.00357	
0.23946	0.00924	0.00336	
0.24865	0.00861	0.00336	
0.25892	0.00777	0.00315	
0.27081	0.00693	0.00294	
0.27946	0.0063	0.00273	
0.29027	0.00588	0.00252	
0.29784	0.00567	0.00273	
0.31081	0.00504	0.00231	
0.32378	0.00462	0.0021	
0.33351	0.00441	0.00231	
0.34919	0.00399	0.00189	
0.36378	0.00357	0.00189	
0.37568	0.00336	0.00189	
0.38541	0.00315	0.0021	
0.39838	0.00294	0.00189	
			
