0.01309	0.00011
0.01416	0.00237
0.01575	0.00366
0.01577	0.00806
0.0179	0.02473
0.01816	0.01806
0.01841	0.01086
0.01843	0.00892
0.01845	0.01398
0.0187	0.00618
0.01976	0.00543
0.02163	0.00667
0.02324	0.00731
0.02591	0.00731
0.03205	0.00882
0.03926	0.01054
0.04033	0.01301
0.0406	0.01527
0.04167	0.01613
0.04247	0.02468
0.0434	0.01758
0.0435	0.01613
0.0438	0.01817
0.0441	0.02468
0.0442	0.02118
0.04567	0.01581
0.04834	0.01688
0.05101	0.01753
0.05475	0.01871
0.0601	0.02
0.0649	0.02075
0.07025	0.02161
0.07719	0.02231
0.08574	0.02269
0.09322	0.02263
0.10069	0.02204
0.10817	0.02151
0.11512	0.02038
0.12046	0.01935
0.12527	0.01817
0.13168	0.01656
0.13702	0.01538
0.1445	0.01366
0.14984	0.01226
0.15678	0.01065
0.16693	0.00849
0.17441	0.0071
0.18136	0.00602
0.19631	0.00425
0.21234	0.00317
0.22356	0.00258
0.23478	0.0022
0.23958	0.0021
0.2492	0.00188
