0.00164	0
0.00766	0.00016
0.02079	0.00016
0.03283	0.00016
0.03995	0.00032
0.04432	0.00048
0.05308	0.00096
0.06129	0.00191
0.06949	0.00335
0.07606	0.00495
0.08263	0.00686
0.08919	0.0091
0.09576	0.01165
0.10233	0.0142
0.1078	0.01644
0.11272	0.01835
0.11546	0.01931
0.12093	0.02122
0.1264	0.02298
0.12969	0.02394
0.13625	0.02553
0.13953	0.02617
0.14665	0.02729
0.15376	0.02793
0.15705	0.02809
0.16197	0.02824
0.16854	0.02809
0.17565	0.02761
0.18057	0.02713
0.18988	0.02601
0.19371	0.02537
0.19973	0.02441
0.20739	0.02298
0.21395	0.02186
0.22271	0.02027
0.22873	0.01915
0.23639	0.01787
0.24624	0.01612
0.25226	0.01516
0.26101	0.01388
0.26922	0.01261
0.27907	0.01133
0.29001	0.01005
0.29603	0.00941
0.3026	0.00878
0.31026	0.00814
0.31573	0.00766
0.3212	0.00718
0.32996	0.00654
0.33871	0.0059
0.34911	0.00527
0.35513	0.00495
0.3606	0.00479
0.37045	0.00431
0.37592	0.00399
0.38304	0.00367
0.39343	0.00335
0.39891	0.00319
