0.00053	0.00044	0	
0.00423	0.00044	0	
0.00951	0.00177	0.00022	
0.01638	0.00486	0.00088	
0.02008	0.00796	0.00199	
0.02431	0.01193	0.00331	
0.02748	0.01591	0.00486	
0.03012	0.01901	0.00575	
0.03435	0.02431	0.00796	
0.0391	0.02961	0.00972	
0.04333	0.03359	0.01105	
0.05073	0.03845	0.01281	
0.05337	0.03956	0.01304	
0.05812	0.04022	0.0126	
0.06129	0.04	0.01282	
0.06869	0.03823	0.01149	
0.07345	0.03624	0.01038	
0.0782	0.03403	0.00972	
0.08454	0.03072	0.00818	
0.0893	0.02829	0.0073	
0.09406	0.02586	0.00663	
0.09828	0.02387	0.00597	
0.10357	0.02166	0.00553	
0.10885	0.01945	0.00464	
0.11413	0.01768	0.00442	
0.12048	0.01569	0.00398	
0.12629	0.01414	0.00375	
0.13104	0.01304	0.00332	
0.14373	0.01061	0.00332	
0.14954	0.00972	0.00287	
0.15588	0.00884	0.00265	
0.16645	0.00773	0.00265	
0.18071	0.00641	0.00221	
0.18864	0.00597	0.00266	
0.19445	0.00552	0.00243	
0.20185	0.0053	0.00243	
0.20978	0.00486	0.00221	
0.22087	0.00442	0.00243	
0.22827	0.0042	0.00221	
0.23937	0.00398	0.00243	
0.25416	0.00354	0.00221	
0.26684	0.00331	0.00221	
0.28005	0.00309	0.00199	
0.29168	0.00287	0.00177	
0.29855	0.00287	0.00199	
0.32021	0.00265	0.00177	
0.34029	0.00221	0.00133	
0.35086	0.00221	0.00155	
0.35773	0.00221	0.00155	
0.37199	0.00199	0.00133	
0.38573	0.00199	0.00133	
0.39736	0.00177	0.00111
