0.00267	0.00021	0.00021	
0.01015	0.00042	0.00021	
0.01976	0.00063	0.00021	
0.02937	0.00148	0.00106	
0.03418	0.0019	0.00127	
0.04112	0.00317	0.0019	
0.04646	0.00464	0.00274	
0.0518	0.00654	0.00358	
0.05607	0.00844	0.00443	
0.06035	0.01055	0.0057	
0.06569	0.01372	0.00697	
0.07156	0.01773	0.00865	
0.07744	0.02216	0.01013	
0.08171	0.02575	0.0114	
0.08705	0.0304	0.01267	
0.09186	0.03462	0.01393	
0.09559	0.03821	0.01478	
0.10147	0.04327	0.01583	
0.10681	0.04834	0.01689	
0.11375	0.05425	0.01794	
0.11856	0.05805	0.01816	
0.12443	0.06227	0.01815	
0.13191	0.06691	0.01836	
0.13618	0.06923	0.01836	
0.14312	0.07198	0.01773	
0.15327	0.07493	0.01709	
0.16182	0.07599	0.01625	
0.17143	0.0762	0.01541	
0.18104	0.07493	0.01414	
0.19172	0.07282	0.01329	
0.20027	0.07029	0.01245	
0.20561	0.0686	0.01224	
0.21095	0.06691	0.01203	
0.21629	0.0648	0.01161	
0.22216	0.06269	0.01119	
0.2275	0.06058	0.01076	
0.23391	0.05805	0.01035	
0.24192	0.05509	0.01013	
0.25154	0.05129	0.00971	
0.25741	0.04918	0.00971	
0.26862	0.04517	0.0095	
0.2761	0.04264	0.00908	
0.28251	0.04032	0.00866	
0.28999	0.03799	0.00865	
0.29907	0.03525	0.00802	
0.31135	0.03187	0.00802	
0.32043	0.02955	0.00781	
0.32951	0.02744	0.0076	
0.34126	0.02491	0.00739	
0.35087	0.02301	0.00697	
0.36208	0.0209	0.00676	
0.37597	0.01879	0.00634	
0.38932	0.01689	0.00591	
0.39893	0.01562	0.0057
