0.01361	0.00008
0.0161	0.03984
0.0166	0.01806
0.0177	0.02659
0.0183	0.0114
0.01872	0.00953
0.0189	0.00791
0.0200	0.00783
0.0216	0.00969
0.02255	0.01062
0.02468	0.01054
0.02553	0.01062
0.02702	0.0114
0.0283	0.01233
0.02936	0.01341
0.0317	0.01442
0.03404	0.01504
0.03787	0.01612
0.03979	0.01698
0.04	0.01837
0.04043	0.02194
0.0405	0.0207
0.04085	0.02643
0.0409	0.02426
0.04128	0.02194
0.04149	0.0255
0.0418	0.02302
0.0422	0.03791
0.0424	0.03984
0.04383	0.03984
0.04426	0.02984
0.04447	0.02891
0.04489	0.02705
0.04532	0.02628
0.04617	0.02581
0.04809	0.02674
0.04936	0.02705
0.05106	0.02736
0.05277	0.02767
0.05489	0.02829
0.05745	0.02891
0.05915	0.02953
0.06043	0.02961
0.06213	0.0293
0.06511	0.02876
0.06638	0.02853
0.06851	0.02822
0.07021	0.02783
0.07277	0.02713
0.07447	0.02659
0.07702	0.02581
0.08	0.02496
0.08213	0.02411
0.08553	0.02287
0.08851	0.02186
0.09191	0.02054
0.09404	0.01961
0.0966	0.01868
0.09915	0.01767
0.1017	0.01682
0.10553	0.01558
0.10766	0.01496
0.11149	0.01372
0.11404	0.01295
0.11617	0.01233
0.11809	0.01171
0.12213	0.01062
0.12596	0.00969
0.13149	0.00837
0.14085	0.00659
0.14489	0.00597
0.14894	0.00527
0.15638	0.00442
0.16596	0.00333
0.17064	0.00295
0.18043	0.00217
0.18894	0.00186
0.19277	0.00163
0.19872	0.00155
0.19979	0.00147
