0.01451	0.00014
0.01626	0.00226
0.01978	0.00034
0.03648	0.00077
0.06374	0.00269
0.08396	0.0049
0.09451	0.00649
0.10462	0.00808
0.11473	0.00986
0.12396	0.01125
0.13495	0.01288
0.14374	0.01404
0.16396	0.01582
0.17451	0.01649
0.18505	0.01678
0.19692	0.01688
0.20396	0.01683
0.21495	0.0162
0.22462	0.01534
0.23429	0.01418
0.24396	0.01288
0.25538	0.0113
0.26549	0.00986
0.27648	0.00841
0.2844	0.0075
0.29582	0.00625
0.30549	0.00538
0.31956	0.00433
0.3244	0.00399
0.33538	0.00337
0.34505	0.00293
0.35736	0.0025
0.37099	0.00212
0.38066	0.00212
0.39077	0.00168
0.39604	0.00163
0.39956	0.00154
