0.00107	0.0066
0.00427	0.00848
0.00801	0.01178
0.01121	0.01524
0.01442	0.01869
0.01549	0.02026
0.01709	0.0223
0.02029	0.0267
0.0219	0.02859
0.02403	0.03141
0.0267	0.03455
0.03151	0.03911
0.03525	0.04335
0.04166	0.04712
0.04433	0.04838
0.04646	0.04885
0.0502	0.04916
0.05501	0.04869
0.05714	0.04806
0.06035	0.04681
0.06355	0.04539
0.06569	0.04429
0.06782	0.04304
0.07049	0.04115
0.0753	0.03817
0.07904	0.03565
0.08171	0.03408
0.08598	0.0311
0.08919	0.02953
0.09453	0.02592
0.09987	0.02293
0.10521	0.02042


0.11162	0.01759


0.1223	0.01366


0.12924	0.01162


0.13939	0.00927


0.15007	0.00723


0.15968	0.00581


0.17143	0.00455


0.17997	0.00393


0.19386	0.00298


0.2008	0.00267


0.22056	0.00204


0.23872	0.00157


0.24993	0.00126


0.27717	0.00094


0.29907	0.00079


0.31188	0.00063


0.35033	0.00047


0.4	0.00031
