0.00107	0.00783
0.00428	0.00768
0.00749	0.00815
0.01497	0.01034
0.02032	0.01269
0.0262	0.01551
0.03209	0.01864
0.03583	0.02084
0.03957	0.02303
0.04492	0.02648
0.04813	0.02867
0.05455	0.03227
0.05829	0.03431
0.06417	0.03713
0.06684	0.03791
0.07433	0.03995
0.08235	0.04073
0.08717	0.04057
0.09572	0.03901
0.0984	0.03838
0.10588	0.03587
0.10909	0.03462
0.11604	0.0318
0.12032	0.02992
0.12567	0.02757
0.12995	0.02554
0.1369	0.02256
0.14439	0.01958
0.15134	0.01708
0.15722	0.01504
0.16524	0.01269
0.17112	0.01112
0.17861	0.0094
0.18503	0.00815
0.19679	0.00642
0.20642	0.00517
0.21497	0.00439
0.21925	0.00407
0.22781	0.00345
0.24439	0.00251
0.25241	0.00219
0.26257	0.00188
0.2738	0.00157
0.28663	0.00125
0.3016	0.0011
0.31872	0.00094
0.32727	0.00094
0.34439	0.00063
0.35936	0.00063
0.38289	0.00047
0.39947	0.00047
