Z,A,E0,ThetaDeg,nu,cross,error
6,12,0.25,60.0,0.03033,47900.0,1437.0
6,12,0.1485,135.0,0.033,4464.0,357.0
6,12,0.1405,135.0,0.03015,6243.0,187.3
6,12,0.25,60.0,0.03054,47000.0,1410.0
6,12,0.25,60.0,0.03072,45200.0,1356.0
6,12,0.1405,135.0,0.03034,6240.0,187.2
6,12,0.28,60.0,0.0378,34420.0,710.0
6,12,0.25,60.0,0.03089,44800.0,1344.0
6,12,0.25,60.0,0.03092,46100.0,1383.0
6,12,0.1405,135.0,0.03055,6436.0,193.1
6,12,0.25,60.0,0.03108,45600.0,1368.0
6,12,0.25,60.0,0.03113,46900.0,1407.0
6,12,0.1405,135.0,0.03075,6409.0,192.3
6,12,0.25,60.0,0.03129,46700.0,1401.0
6,12,0.25,60.0,0.03134,48000.0,1440.0
6,12,0.1405,135.0,0.03095,6552.0,196.6
6,12,0.25,60.0,0.03151,47200.0,1416.0
6,12,0.1485,135.0,0.0341,4946.0,339.5
6,12,0.1405,135.0,0.03114,6668.0,200.0
6,12,0.25,60.0,0.03174,47100.0,1413.0
6,12,0.25,60.0,0.03176,45800.0,1374.0
6,12,0.1405,135.0,0.03135,6671.0,200.1
6,12,0.25,60.0,0.03191,45800.0,1374.0
6,12,0.4,36.0,0.0325,137900.0,5990.0
6,12,0.25,60.0,0.03195,44400.0,1332.0
6,12,0.1405,135.0,0.03154,6953.0,208.6
6,12,0.25,60.0,0.03213,44700.0,1341.0
6,12,0.25,60.0,0.03216,43500.0,1305.0
6,12,0.1506,180.0,0.039751558,3078.0,113.5
6,12,0.1405,135.0,0.03172,6984.0,209.5
6,12,0.25,60.0,0.03231,44900.0,1347.0
6,12,0.25,60.0,0.03234,43400.0,1302.0
6,12,0.1485,135.0,0.0349,5518.0,303.5
6,12,0.25,60.0,0.03249,44200.0,1326.0
6,12,0.1405,135.0,0.03192,7220.0,216.6
6,12,0.25,60.0,0.03256,43200.0,1296.0
6,12,0.25,60.0,0.03268,43900.0,1317.0
6,12,0.1405,135.0,0.03211,6953.0,208.6
6,12,0.25,60.0,0.03274,42200.0,1266.0
6,12,0.25,60.0,0.03286,42600.0,1278.0
6,12,0.25,60.0,0.03294,40900.0,1227.0
6,12,0.1405,135.0,0.03233,6914.0,207.4
6,12,0.25,60.0,0.03306,42100.0,1263.0
6,12,0.25,60.0,0.0331,40600.0,1218.0
6,12,0.1405,135.0,0.03253,6794.0,203.8
6,12,0.25,60.0,0.03325,42000.0,1260.0
6,12,0.25,60.0,0.03332,43300.0,1299.0
6,12,0.1405,135.0,0.03273,6863.0,205.9
6,12,0.25,60.0,0.03348,43100.0,1293.0
6,12,0.25,60.0,0.03353,44100.0,1323.0
6,12,0.1405,135.0,0.03293,6937.0,208.1
6,12,0.25,60.0,0.03371,44200.0,1326.0
6,12,0.1597,145.0,0.0422,4900.0,220.0
6,12,0.1405,135.0,0.03313,7007.0,210.2
6,12,0.25,60.0,0.0339,43200.0,1296.0
6,12,0.1485,135.0,0.0362,4964.0,357.0
6,12,0.25,60.0,0.03399,43800.0,1314.0
6,12,0.1405,135.0,0.03333,7119.0,213.6
6,12,0.25,60.0,0.03411,44900.0,1347.0
6,12,0.1999,90.0,0.0399,14300.0,630.0
6,12,0.25,60.0,0.03426,45300.0,1359.0
6,12,0.1405,135.0,0.03352,7078.0,212.3
6,12,0.25,60.0,0.03433,46700.0,1401.0
6,12,0.1405,135.0,0.03371,7286.0,218.6
6,12,0.25,60.0,0.03454,46400.0,1392.0
6,12,0.25,60.0,0.03455,44800.0,1344.0
6,12,0.1506,180.0,0.041851558,3469.0,101.0
6,12,0.25,60.0,0.03468,45400.0,1362.0
6,12,0.1405,135.0,0.03393,7179.0,215.4
6,12,0.25,60.0,0.03474,46200.0,1386.0
6,12,0.25,60.0,0.03492,44500.0,1335.0
6,12,0.1405,135.0,0.03411,7322.0,219.7
6,12,0.1485,135.0,0.0372,5732.0,303.5
6,12,0.24,60.0,0.0329,48900.0,1400.0
6,12,0.25,60.0,0.03508,44400.0,1332.0
6,12,0.25,60.0,0.03513,45800.0,1374.0
6,12,0.1405,135.0,0.03433,7061.0,211.8
6,12,0.25,60.0,0.03533,44700.0,1341.0
6,12,0.25,60.0,0.03537,43300.0,1299.0
6,12,0.1405,135.0,0.03453,7081.0,212.4
6,12,0.25,60.0,0.03552,43700.0,1311.0
6,12,0.25,60.0,0.03555,42100.0,1263.0
6,12,0.1405,135.0,0.03473,7080.0,212.4
6,12,0.25,60.0,0.03571,42700.0,1281.0
6,12,0.25,60.0,0.03573,41500.0,1245.0
6,12,0.1405,135.0,0.03491,7275.0,218.2
6,12,0.28,60.0,0.0428,36160.0,740.0
6,12,0.25,60.0,0.03588,43100.0,1293.0
6,12,0.25,60.0,0.0359,44500.0,1335.0
6,12,0.1485,135.0,0.038,5982.0,268.0
6,12,0.25,60.0,0.03599,44400.0,1332.0
6,12,0.1405,135.0,0.03512,7262.0,217.9
6,12,0.25,60.0,0.03612,45500.0,1365.0
6,12,0.1405,135.0,0.03533,7205.0,216.1
6,12,0.25,60.0,0.03633,45100.0,1353.0
6,12,0.25,60.0,0.03633,46200.0,1386.0
6,12,0.1405,135.0,0.0355,7181.0,215.4
6,12,0.25,60.0,0.03653,45400.0,1362.0
6,12,0.4,36.0,0.0375,139800.0,6060.0
6,12,0.1405,135.0,0.03573,7293.0,218.8
6,12,0.25,60.0,0.03675,43900.0,1317.0
6,12,0.25,60.0,0.03675,42500.0,1275.0
6,12,0.25,60.0,0.03691,43600.0,1308.0
6,12,0.1405,135.0,0.03592,7498.0,224.9
6,12,0.1506,180.0,0.043851558,3735.0,164.0
6,12,0.25,60.0,0.03704,44500.0,1335.0
6,12,0.1405,135.0,0.0361,7882.0,236.5
6,12,0.25,60.0,0.03721,44800.0,1344.0
6,12,0.25,60.0,0.03729,43300.0,1299.0
6,12,0.1405,135.0,0.03628,7945.0,238.3
6,12,0.25,60.0,0.0374,44400.0,1332.0
6,12,0.25,60.0,0.0375,43000.0,1290.0
6,12,0.1405,135.0,0.03649,7916.0,237.5
6,12,0.25,60.0,0.03759,44000.0,1320.0
6,12,0.25,60.0,0.03776,43900.0,1317.0
6,12,0.1405,135.0,0.03671,7712.0,231.4
6,12,0.25,60.0,0.03791,44300.0,1329.0
6,12,0.1405,135.0,0.03691,7871.0,236.1
6,12,0.25,60.0,0.0381,44600.0,1338.0
6,12,0.1405,135.0,0.0371,7994.0,239.8
6,12,0.25,60.0,0.03829,44900.0,1347.0
6,12,0.1485,135.0,0.0401,5446.0,375.0
6,12,0.25,60.0,0.03834,43800.0,1314.0
6,12,0.1405,135.0,0.03729,7995.0,239.8
6,12,0.25,60.0,0.03849,44200.0,1326.0
6,12,0.25,60.0,0.03853,42300.0,1269.0
6,12,0.25,60.0,0.03868,43200.0,1296.0
6,12,0.25,60.0,0.03868,44500.0,1335.0
6,12,0.1405,135.0,0.0375,7940.0,238.2
6,12,0.25,60.0,0.03886,44700.0,1341.0
6,12,0.1405,135.0,0.03769,7934.0,238.0
6,12,0.25,60.0,0.03891,43400.0,1302.0
6,12,0.25,60.0,0.03905,44700.0,1341.0
6,12,0.25,60.0,0.03911,43300.0,1299.0
6,12,0.1405,135.0,0.03789,8009.0,240.3
6,12,0.1506,180.0,0.045751558,3862.0,164.5
6,12,0.25,60.0,0.03926,43900.0,1317.0
6,12,0.1405,135.0,0.03808,8109.0,243.3
6,12,0.25,60.0,0.03942,43900.0,1317.0
6,12,0.25,60.0,0.03947,43600.0,1308.0
6,12,0.1999,90.0,0.0449,15130.0,670.0
6,12,0.1597,145.0,0.0472,5420.0,250.0
6,12,0.1405,135.0,0.03829,7863.0,235.9
6,12,0.25,60.0,0.03965,44700.0,1341.0
6,12,0.25,60.0,0.03967,43600.0,1308.0
6,12,0.1405,135.0,0.03848,8028.0,240.8
6,12,0.25,60.0,0.03984,45100.0,1353.0
6,12,0.25,60.0,0.03987,44100.0,1323.0
6,12,0.25,60.0,0.04001,44800.0,1344.0
6,12,0.1405,135.0,0.0387,8000.0,240.0
6,12,0.24,60.0,0.0379,47980.0,1400.0
6,12,0.25,60.0,0.04013,43000.0,1290.0
6,12,0.25,60.0,0.04021,44700.0,1341.0
6,12,0.1405,135.0,0.03888,8128.0,243.8
6,12,0.25,60.0,0.04031,46200.0,1386.0
6,12,0.1485,135.0,0.042,6000.0,357.0
6,12,0.1405,135.0,0.0391,7932.0,238.0
6,12,0.25,60.0,0.04051,44700.0,1341.0
6,12,0.25,60.0,0.04053,43500.0,1305.0
6,12,0.25,60.0,0.04055,46100.0,1383.0
6,12,0.1405,135.0,0.03929,7937.0,238.1
6,12,0.25,60.0,0.04069,47600.0,1428.0
6,12,0.25,60.0,0.04071,49400.0,1482.0
6,12,0.25,60.0,0.04084,48200.0,1446.0
6,12,0.1405,135.0,0.03948,8294.0,248.8
6,12,0.28,60.0,0.0478,38100.0,790.0
6,12,0.25,60.0,0.04093,46600.0,1398.0
6,12,0.25,60.0,0.041,47600.0,1428.0
6,12,0.25,60.0,0.04109,48800.0,1464.0
6,12,0.1405,135.0,0.03968,8297.0,248.9
6,12,0.25,60.0,0.04129,47700.0,1431.0
6,12,0.25,60.0,0.04133,45900.0,1377.0
6,12,0.1405,135.0,0.03989,8258.0,247.7
6,12,0.4,36.0,0.0425,132400.0,5870.0
6,12,0.25,60.0,0.04146,47300.0,1419.0
6,12,0.1506,180.0,0.047651558,4039.0,164.0
6,12,0.25,60.0,0.0415,46100.0,1383.0
6,12,0.1405,135.0,0.04009,8206.0,246.2
6,12,0.25,60.0,0.04165,47000.0,1410.0
6,12,0.25,60.0,0.04172,45900.0,1377.0
6,12,0.1405,135.0,0.04029,8333.0,250.0
6,12,0.25,60.0,0.04189,46900.0,1407.0
6,12,0.25,60.0,0.04192,48300.0,1449.0
6,12,0.1405,135.0,0.04047,8386.0,251.6
6,12,0.25,60.0,0.04208,46900.0,1407.0
6,12,0.25,60.0,0.04213,48500.0,1455.0
6,12,0.1405,135.0,0.04069,8086.0,242.6
6,12,0.25,60.0,0.04229,46800.0,1404.0
6,12,0.25,60.0,0.0423,49600.0,1488.0
6,12,0.25,60.0,0.04232,48200.0,1446.0
6,12,0.1405,135.0,0.04088,8053.0,241.6
6,12,0.25,60.0,0.04252,48200.0,1446.0
6,12,0.25,60.0,0.04265,49800.0,1494.0
6,12,0.1405,135.0,0.04109,7919.0,237.6
6,12,0.25,60.0,0.04271,48200.0,1446.0
6,12,0.25,60.0,0.04279,49400.0,1482.0
6,12,0.1485,135.0,0.0441,6339.0,375.0
6,12,0.25,60.0,0.0429,48400.0,1452.0
6,12,0.1405,135.0,0.04129,8180.0,245.4
6,12,0.1405,135.0,0.04149,8106.0,243.2
6,12,0.1405,135.0,0.04167,8364.0,250.9
6,12,0.1405,135.0,0.04189,8179.0,245.4
6,12,0.1405,135.0,0.04207,8150.0,244.5
6,12,0.1405,135.0,0.04229,7846.0,235.4
6,12,0.1506,180.0,0.049951558,4191.0,164.0
6,12,0.1405,135.0,0.04248,8048.0,241.4
6,12,0.1405,135.0,0.04266,8126.0,243.8
6,12,0.1405,135.0,0.04288,8288.0,248.6
6,12,0.1485,135.0,0.0459,5928.0,392.5
6,12,0.1999,90.0,0.0499,15350.0,670.0
6,12,0.24,60.0,0.0429,48650.0,1440.0
6,12,0.1597,145.0,0.0522,5620.0,270.0
6,12,0.28,60.0,0.0528,38150.0,810.0
6,12,0.4,36.0,0.0475,134200.0,5510.0
6,12,0.1506,180.0,0.051951558,4154.0,151.5
6,12,0.1485,135.0,0.0482,5893.0,393.0
6,12,0.1506,180.0,0.053551558,4166.0,164.5
6,12,0.1485,135.0,0.0501,6000.0,393.0
6,12,1.3,11.95,0.06,938113.7,23699.72
6,12,0.24,60.0,0.0479,46260.0,1420.0
6,12,0.1999,90.0,0.0549,15280.0,700.0
6,12,0.1506,180.0,0.055651558,4066.0,189.0
6,12,0.4,36.0,0.0525,129900.0,5400.0
6,12,0.28,60.0,0.0578,36760.0,810.0
6,12,0.1597,145.0,0.0572,5500.0,280.0
6,12,0.1485,135.0,0.0522,6161.0,375.0
6,12,0.1506,180.0,0.057951558,3826.0,151.5
6,12,0.1485,135.0,0.054,6000.0,429.0
6,12,0.1999,90.0,0.0599,13750.0,680.0
6,12,0.1506,180.0,0.059751558,3776.0,151.5
6,12,0.4,36.0,0.0575,122900.0,5190.0
6,12,0.1485,135.0,0.0559,5268.0,411.0
6,12,0.28,60.0,0.0628,34670.0,800.0
6,12,0.1597,145.0,0.0622,5130.0,280.0
6,12,0.1506,180.0,0.061851558,3726.0,151.5
6,12,0.1485,135.0,0.0582,4893.0,357.0
6,12,1.3,11.95,0.07,874538.0,21925.47
6,12,0.4,36.0,0.0625,115400.0,4980.0
6,12,0.1506,180.0,0.064051558,3576.0,126.0
6,12,0.1999,90.0,0.0649,12280.0,650.0
6,12,0.28,60.0,0.0678,31680.0,780.0
6,12,0.1506,180.0,0.065751558,3236.0,113.5
6,12,0.1506,180.0,0.067751558,3185.0,139.0
6,12,0.4,36.0,0.0675,96580.0,4440.0
6,12,0.28,60.0,0.0728,28410.0,740.0
6,12,0.1999,90.0,0.0699,10840.0,630.0
6,12,0.1506,180.0,0.069951558,2946.0,126.0
6,12,1.3,11.95,0.08,739704.5,19792.08
6,12,0.1506,180.0,0.071551558,2795.0,126.0
6,12,0.4,36.0,0.0725,89120.0,4220.0
6,12,0.28,60.0,0.0778,24830.0,700.0
6,12,0.1999,90.0,0.0749,9560.0,620.0
6,12,0.1506,180.0,0.073851558,2492.0,176.5
6,12,0.1506,180.0,0.075751558,2392.0,151.5
6,12,0.4,36.0,0.0775,77230.0,3850.0
6,12,0.28,60.0,0.0828,21360.0,660.0
6,12,0.1999,90.0,0.0799,7970.0,570.0
6,12,1.3,11.95,0.09,604235.5,11974.38
6,12,0.4,36.0,0.0825,63340.0,3430.0
6,12,0.198,135.0,0.0959,2415.0,145.0
6,12,0.28,60.0,0.0878,18460.0,630.0
6,12,0.1999,90.0,0.0849,6050.0,560.0
6,12,0.198,135.0,0.0978,2545.0,115.0
6,12,0.2411,90.0,0.0986,5880.0,310.0
6,12,0.4,36.0,0.0875,56660.0,3210.0
6,12,0.198,135.0,0.1,2375.0,115.0
6,12,1.3,11.95,0.1,512120.8,13912.58
6,12,0.28,60.0,0.0928,15560.0,590.0
6,12,0.32,60.0,0.1028,12220.0,400.0
6,12,0.48,36.0,0.1025,42720.0,1910.0
6,12,0.198,135.0,0.1022,2340.0,130.0
6,12,0.4,36.0,0.0925,48490.0,2950.0
6,12,0.2411,90.0,0.1036,4910.0,290.0
6,12,0.198,135.0,0.1042,2070.0,130.0
6,12,0.28,60.0,0.0978,13460.0,570.0
6,12,0.48,36.0,0.1075,36610.0,1730.0
6,12,0.32,60.0,0.1078,10730.0,380.0
6,12,0.198,135.0,0.1064,2030.0,140.0
6,12,0.4,36.0,0.0975,41300.0,2720.0
6,12,0.2411,90.0,0.1086,4320.0,280.0
6,12,1.3,11.95,0.11,412303.7,12091.75
6,12,0.198,135.0,0.1082,1845.0,95.0
6,12,0.28,60.0,0.1028,11320.0,550.0
6,12,0.48,36.0,0.1125,32870.0,1610.0
6,12,0.32,60.0,0.1128,9320.0,370.0
6,12,0.198,135.0,0.1105,1825.0,145.0
6,12,0.4,36.0,0.1025,34030.0,2490.0
6,12,0.2411,90.0,0.1136,3560.0,270.0
6,12,0.198,135.0,0.1122,1590.0,160.0
6,12,0.28,60.0,0.1078,10140.0,550.0
6,12,0.48,36.0,0.1175,28140.0,1460.0
6,12,0.32,60.0,0.1178,8150.0,350.0
6,12,0.198,135.0,0.1149,1720.0,160.0
6,12,1.3,11.95,0.12,306040.1,10283.87
6,12,0.2411,90.0,0.1186,3130.0,260.0
6,12,0.198,135.0,0.1169,1515.0,175.0
6,12,0.48,36.0,0.1225,24910.0,1360.0
6,12,0.28,60.0,0.1128,8640.0,540.0
6,12,0.32,60.0,0.1228,7140.0,340.0
6,12,0.198,135.0,0.1188,1455.0,145.0
6,12,0.198,135.0,0.121,1380.0,160.0
6,12,0.2411,90.0,0.1236,2630.0,260.0
6,12,0.48,36.0,0.1275,22050.0,1240.0
6,12,0.28,60.0,0.1178,7660.0,540.0
6,12,0.32,60.0,0.1278,6180.0,330.0
6,12,0.198,135.0,0.1231,1305.0,145.0
6,12,1.3,11.95,0.13,241890.1,8909.312
6,12,0.48,36.0,0.1325,19570.0,1160.0
6,12,0.2411,90.0,0.1286,2450.0,280.0
6,12,0.198,135.0,0.1262,680.0,230.0
6,12,0.32,60.0,0.1328,5680.0,320.0
6,12,0.198,135.0,0.128,1110.0,230.0
6,12,0.48,36.0,0.1375,17090.0,1230.0
6,12,0.198,135.0,0.1305,1075.0,265.0
6,12,0.2411,90.0,0.1336,2070.0,280.0
6,12,1.3,11.95,0.14,196068.3,4568.095
6,12,0.32,60.0,0.1378,5260.0,320.0
6,12,0.48,36.0,0.1425,14850.0,1150.0
6,12,0.2411,90.0,0.1386,1990.0,310.0
6,12,0.32,60.0,0.1428,4600.0,320.0
6,12,0.48,36.0,0.1475,14320.0,1130.0
6,12,1.3,11.95,0.15,159003.6,4813.178
6,12,0.32,60.0,0.1478,4180.0,330.0
6,12,0.2801,90.0,0.1576,1710.0,180.0
6,12,0.48,36.0,0.1525,12820.0,1090.0
6,12,0.32,60.0,0.1528,3810.0,340.0
6,12,0.48,36.0,0.1575,11860.0,1060.0
6,12,1.3,11.95,0.16,133882.8,4313.96
6,12,0.2801,90.0,0.1626,1530.0,180.0
6,12,0.32,60.0,0.1578,3390.0,350.0
6,12,0.361,60.0,0.1684,3710.0,210.0
6,12,0.48,36.0,0.1625,11580.0,1050.0
6,12,0.2801,90.0,0.1676,1550.0,210.0
6,12,0.32,60.0,0.1628,3050.0,360.0
6,12,1.3,11.95,0.17,120980.8,4031.895
6,12,0.361,60.0,0.1734,3420.0,210.0
6,12,0.48,36.0,0.1675,11460.0,1050.0
6,12,0.2801,90.0,0.1726,1510.0,220.0
6,12,0.32,60.0,0.1678,2860.0,390.0
6,12,0.48,36.0,0.1725,11510.0,1060.0
6,12,0.361,60.0,0.1784,3330.0,220.0
6,12,0.2801,90.0,0.1776,1230.0,230.0
6,12,1.3,11.95,0.18,111412.3,2492.409
6,12,0.48,36.0,0.1775,11320.0,1060.0
6,12,0.361,60.0,0.1834,3200.0,230.0
6,12,0.48,36.0,0.1825,10280.0,1040.0
6,12,0.361,60.0,0.1884,3180.0,250.0
6,12,1.3,11.95,0.19,101740.1,2819.853
6,12,0.48,36.0,0.1875,9870.0,1040.0
6,12,0.361,60.0,0.1934,3220.0,260.0
6,12,0.48,36.0,0.1925,9100.0,1030.0
6,12,0.361,60.0,0.1984,3240.0,280.0
6,12,1.3,11.95,0.2,107018.9,2859.745
6,12,0.48,36.0,0.1975,9870.0,960.0
6,12,0.361,60.0,0.2034,3330.0,300.0
6,12,0.48,36.0,0.2025,10450.0,990.0
6,12,0.3201,90.0,0.2132,1550.0,230.0
6,12,1.3,11.95,0.21,107064.1,2378.104
6,12,0.361,60.0,0.2084,3400.0,330.0
6,12,0.48,36.0,0.2075,11760.0,1130.0
6,12,0.3201,90.0,0.2182,1660.0,260.0
6,12,0.537,37.1,0.2205,9844.0,295.3
6,12,0.361,60.0,0.2134,3590.0,360.0
6,12,0.48,36.0,0.2125,12070.0,1170.0
6,12,1.3,11.95,0.22,116051.1,2506.328
6,12,0.361,60.0,0.2184,3870.0,390.0
6,12,0.401,60.0,0.2285,3880.0,220.0
6,12,0.48,36.0,0.2175,12000.0,1190.0
6,12,0.537,37.1,0.2302,9523.0,285.7
6,12,0.361,60.0,0.2234,4060.0,430.0
6,12,0.401,60.0,0.2335,4040.0,240.0
6,12,0.48,36.0,0.2225,12410.0,1240.0
6,12,1.3,11.95,0.23,115629.7,2564.199
6,12,0.361,60.0,0.2284,4290.0,480.0
6,12,0.48,36.0,0.2275,13280.0,1300.0
6,12,0.401,60.0,0.2385,4230.0,260.0
6,12,0.56,36.0,0.2425,10890.0,740.0
6,12,0.537,37.1,0.2413,10750.0,322.4
6,12,0.48,36.0,0.2325,13460.0,1350.0
6,12,1.3,11.95,0.24,122596.7,2873.351
6,12,0.401,60.0,0.2435,4420.0,280.0
6,12,0.401,60.0,0.2485,4570.0,310.0
6,12,0.537,37.1,0.2503,11300.0,339.1
6,12,0.56,36.0,0.2525,12560.0,810.0
6,12,1.3,11.95,0.25,131363.4,2969.455
6,12,0.401,60.0,0.2535,4780.0,340.0
6,12,0.401,60.0,0.2585,5080.0,370.0
6,12,0.56,36.0,0.2625,11700.0,820.0
6,12,1.3,11.95,0.26,136102.3,3067.343
6,12,0.537,37.1,0.2615,11200.0,336.1
6,12,0.401,60.0,0.2635,5170.0,410.0
6,12,1.3,11.95,0.27,139041.5,3096.772
6,12,0.537,37.1,0.2705,11430.0,343.0
6,12,0.56,36.0,0.2725,13180.0,900.0
6,12,0.401,60.0,0.2685,5110.0,440.0
6,12,1.3,11.95,0.28,144164.2,3169.621
6,12,0.56,36.0,0.2825,14010.0,920.0
6,12,0.537,37.1,0.2809,12650.0,379.6
6,12,1.3,11.95,0.29,142839.3,4039.608
6,12,0.56,36.0,0.2925,14230.0,1050.0
6,12,0.537,37.1,0.2906,13320.0,399.7
6,12,1.3,11.95,0.3,152505.7,4262.05
6,12,0.56,36.0,0.3025,13360.0,1080.0
6,12,0.537,37.1,0.3017,13330.0,400.0
6,12,1.3,11.95,0.31,159452.7,3396.446
6,12,0.537,37.1,0.3101,12460.0,373.8
6,12,0.56,36.0,0.3125,14040.0,1160.0
6,12,1.3,11.95,0.32,156153.5,4513.599
6,12,0.56,36.0,0.3225,13960.0,1230.0
6,12,0.62,36.0,0.3325,13190.0,880.0
6,12,0.537,37.1,0.3212,13350.0,400.6
6,12,0.48,60.0,0.3373,4530.0,310.0
6,12,1.3,11.95,0.33,149438.7,4428.655
6,12,0.48,60.0,0.3423,4620.0,400.0
6,12,0.56,36.0,0.3325,14960.0,1350.0
6,12,0.62,36.0,0.3425,13440.0,860.0
6,12,1.3,11.95,0.34,157079.7,3459.693
6,12,0.56,36.0,0.3425,14280.0,1460.0
6,12,0.62,36.0,0.3525,12860.0,970.0
6,12,1.3,11.95,0.35,154741.5,4335.473
6,12,0.62,36.0,0.3625,12710.0,1010.0
6,12,1.3,11.95,0.36,155686.4,4322.895
6,12,0.62,36.0,0.3725,11580.0,1030.0
6,12,1.3,11.95,0.37,137911.2,2891.817
6,12,0.62,36.0,0.3825,12510.0,1120.0
6,12,1.3,11.95,0.38,137703.1,3279.341
6,12,1.3,11.95,0.39,122453.8,3171.535
6,12,0.62,36.0,0.3925,12170.0,1180.0
6,12,1.3,11.95,0.4,120426.1,3243.639
6,12,0.62,36.0,0.4025,11130.0,1210.0
6,12,0.68,36.0,0.4125,9500.0,740.0
6,12,1.3,11.95,0.41,113058.4,3200.658
6,12,0.62,36.0,0.4125,11570.0,1320.0
6,12,0.68,36.0,0.4225,9060.0,770.0
6,12,1.5,11.95,0.43,92295.49,1621.46
6,12,1.3,11.95,0.42,107398.3,3222.149
6,12,0.62,36.0,0.4225,9990.0,1370.0
6,12,0.68,36.0,0.4325,8550.0,790.0
6,12,1.3,11.95,0.43,102772.6,3179.168
6,12,0.56,60.0,0.4425,2490.0,590.0
6,12,0.68,36.0,0.4425,8350.0,840.0
6,12,1.3,11.95,0.44,93565.83,3063.176
6,12,0.68,36.0,0.4525,8390.0,840.0
6,12,1.3,11.95,0.45,88612.72,3044.521
6,12,0.68,36.0,0.4625,7650.0,930.0
6,12,1.3,11.95,0.46,83624.37,2483.614
6,12,0.68,36.0,0.4725,7200.0,1000.0
6,12,1.3,11.95,0.47,78446.48,2631.968
6,12,0.68,36.0,0.4825,7200.0,1090.0
6,12,1.3,11.95,0.48,72781.73,2641.293
6,12,0.73,37.1,0.495,6686.2344,255.89322
6,12,1.3,11.95,0.49,70459.59,2437.434
6,12,0.68,36.0,0.4925,7090.0,1210.0
6,12,0.73,37.1,0.505,6060.3739,329.01658
6,12,1.3,11.95,0.5,64243.85,2606.592
6,12,0.68,36.0,0.5025,7050.0,1400.0
6,12,0.73,37.1,0.515,6641.5532,345.99787
6,12,0.73,37.1,0.525,6178.0613,359.21049
6,12,0.73,37.1,0.545,5330.8513,398.95923
6,12,0.73,37.1,0.565,4240.7354,413.77871
6,12,0.1597,145.0,0.0022,718.0,71.0
6,12,0.32,60.0,0.0078,30210.0,780.0
6,12,0.1597,145.0,0.0072,1331.0,73.0
6,12,0.32,60.0,0.0128,23290.0,430.0
6,12,0.28,60.0,0.0028,48190.0,1180.0
6,12,0.1999,90.0,0.0049,1750.0,110.0
6,12,0.1597,145.0,0.0122,947.0,51.0
6,12,0.32,60.0,0.0178,16330.0,320.0
6,12,0.48,36.0,0.0125,101700.0,3380.0
6,12,0.28,60.0,0.0078,56900.0,1650.0
6,12,0.25,80.0,0.01893,5030.0,150.9
6,12,0.25,80.0,0.01912,4930.0,147.9
6,12,0.25,80.0,0.01931,4440.0,133.2
6,12,0.1776,135.0,0.02004,1488.0,44.64
6,12,0.25,80.0,0.01951,4870.0,146.1
6,12,0.1776,135.0,0.02022,1875.0,56.25
6,12,0.1776,135.0,0.02027,2414.0,72.42
6,12,0.1776,135.0,0.02037,4167.0,125.0
6,12,0.25,80.0,0.01971,4570.0,137.1
6,12,0.1776,135.0,0.02042,4999.0,150.0
6,12,0.1776,135.0,0.02051,6202.0,186.1
6,12,0.25,80.0,0.01991,4720.0,141.6
6,12,0.1776,135.0,0.02069,6737.0,202.1
6,12,0.1999,90.0,0.0099,20370.0,810.0
6,12,0.25,80.0,0.0201,5930.0,177.9
6,12,0.25,80.0,0.02018,7240.0,217.2
6,12,0.25,80.0,0.02022,8450.0,253.5
6,12,0.25,80.0,0.02028,9810.0,294.3
6,12,0.1776,135.0,0.02094,5473.0,164.2
6,12,0.25,80.0,0.02033,11160.0,334.8
6,12,0.25,80.0,0.02039,12640.0,379.2
6,12,0.25,80.0,0.02046,13760.0,412.8
6,12,0.1776,135.0,0.02108,4456.0,133.7
6,12,0.25,80.0,0.02052,15050.0,451.5
6,12,0.1776,135.0,0.02118,3922.0,117.7
6,12,0.25,80.0,0.02071,15760.0,472.8
6,12,0.25,80.0,0.02078,14490.0,434.7
6,12,0.1776,135.0,0.02138,3450.0,103.5
6,12,0.25,80.0,0.0209,13240.0,397.2
6,12,0.25,80.0,0.02092,12230.0,366.9
6,12,0.25,80.0,0.02102,11140.0,334.2
6,12,0.1776,135.0,0.02161,2681.0,80.43
6,12,0.25,80.0,0.02112,9830.0,294.9
6,12,0.1776,135.0,0.02182,2253.0,67.59
6,12,0.25,80.0,0.02127,8370.0,251.1
6,12,0.25,80.0,0.02134,7280.0,218.4
6,12,0.25,80.0,0.02147,6100.0,183.0
6,12,0.1776,135.0,0.02203,1688.0,50.64
6,12,0.25,80.0,0.02153,5320.0,159.6
6,12,0.25,80.0,0.0217,4030.0,120.9
6,12,0.1776,135.0,0.02224,1378.0,41.34
6,12,0.1506,180.0,0.015451558,66.0,38.0
6,12,0.25,80.0,0.02191,3130.0,93.9
6,12,0.1776,135.0,0.02242,1182.0,35.46
6,12,1.3,13.54,0.02,796651.2,19757.4
6,12,0.25,80.0,0.0221,3310.0,99.3
6,12,0.1776,135.0,0.02264,1211.0,36.33
6,12,0.25,80.0,0.0223,3180.0,95.4
6,12,0.1776,135.0,0.02282,1358.0,40.74
6,12,0.1776,135.0,0.0229,2713.0,81.39
6,12,0.25,80.0,0.02248,3720.0,111.6
6,12,0.32,60.0,0.0228,18660.0,360.0
6,12,0.1776,135.0,0.02303,1872.0,56.16
6,12,0.1597,145.0,0.0172,1055.0,58.0
