e,ep,th,w2,q2,eps,cs,cserr,sigm,rat,erat,set,eb,theta,nu
0.25,0.2288,60.0,0.8629,0.0572,0.5981,2.775,0.1618,26.92,0.1031,0.00601,16.0,0.25,60.0,0.021199999999999997
0.25,0.2287,60.0,0.8631,0.0572,0.5981,2.95,0.172,26.95,0.1095,0.006383,16.0,0.25,60.0,0.021300000000000013
0.25,0.2287,60.0,0.8631,0.0572,0.5981,3.117,0.1817,26.95,0.1157,0.006744,16.0,0.25,60.0,0.021300000000000013
0.25,0.2285,60.0,0.8636,0.0571,0.5981,3.0,0.1749,26.99,0.1112,0.006482,16.0,0.25,60.0,0.02149999999999999
0.25,0.2285,60.0,0.8636,0.0571,0.5981,3.067,0.1788,26.99,0.1136,0.006626,16.0,0.25,60.0,0.02149999999999999
0.25,0.2283,60.0,0.864,0.0571,0.598,3.108,0.1812,27.01,0.1151,0.006712,16.0,0.25,60.0,0.021699999999999997
0.25,0.2283,60.0,0.864,0.0571,0.598,3.0,0.1749,27.01,0.1111,0.006478,16.0,0.25,60.0,0.021699999999999997
0.25,0.2281,60.0,0.8644,0.057,0.598,3.083,0.1798,27.01,0.1142,0.006657,16.0,0.25,60.0,0.021900000000000003
0.25,0.228,60.0,0.8646,0.057,0.598,3.142,0.1832,27.0,0.1164,0.006785,16.0,0.25,60.0,0.021999999999999992
0.25,0.228,60.0,0.8646,0.057,0.598,3.308,0.1929,27.0,0.1225,0.007145,16.0,0.25,60.0,0.021999999999999992
0.25,0.2279,60.0,0.8649,0.057,0.5979,3.425,0.1997,26.99,0.1269,0.0074,16.0,0.25,60.0,0.02210000000000001
0.25,0.2279,60.0,0.8649,0.057,0.5979,3.575,0.2085,26.99,0.1325,0.007724,16.0,0.25,60.0,0.02210000000000001
0.25,0.2278,60.0,0.8651,0.057,0.5979,3.717,0.2167,26.97,0.1378,0.008034,16.0,0.25,60.0,0.022199999999999998
0.25,0.2278,60.0,0.8651,0.057,0.5979,3.842,0.224,26.97,0.1424,0.008304,16.0,0.25,60.0,0.022199999999999998
0.25,0.2277,60.0,0.8653,0.0569,0.5979,4.0,0.2332,26.96,0.1484,0.008653,16.0,0.25,60.0,0.022299999999999986
0.25,0.2277,60.0,0.8653,0.0569,0.5979,4.167,0.243,26.96,0.1546,0.009013,16.0,0.25,60.0,0.022299999999999986
0.25,0.2276,60.0,0.8655,0.0569,0.5979,4.125,0.2405,26.93,0.1532,0.008931,16.0,0.25,60.0,0.022400000000000003
0.25,0.2275,60.0,0.8657,0.0569,0.5979,4.042,0.2357,26.91,0.1502,0.008759,16.0,0.25,60.0,0.022499999999999992
0.25,0.2274,60.0,0.8659,0.0569,0.5979,3.892,0.2269,26.87,0.1448,0.008444,16.0,0.25,60.0,0.02260000000000001
0.25,0.2273,60.0,0.8661,0.0568,0.5978,3.767,0.2196,26.84,0.1403,0.008183,16.0,0.25,60.0,0.022699999999999998
0.25,0.2273,60.0,0.8661,0.0568,0.5978,3.65,0.2128,26.84,0.136,0.00793,16.0,0.25,60.0,0.022699999999999998
0.25,0.2272,60.0,0.8663,0.0568,0.5978,3.508,0.2046,26.8,0.1309,0.007633,16.0,0.25,60.0,0.022799999999999987
0.25,0.2272,60.0,0.8663,0.0568,0.5978,3.383,0.1973,26.8,0.1262,0.007361,16.0,0.25,60.0,0.022799999999999987
0.25,0.2272,60.0,0.8663,0.0568,0.5978,3.242,0.189,26.8,0.121,0.007053,16.0,0.25,60.0,0.022799999999999987
0.25,0.2271,60.0,0.8666,0.0568,0.5978,3.1,0.1808,26.76,0.1158,0.006755,16.0,0.25,60.0,0.022900000000000004
0.25,0.2271,60.0,0.8666,0.0568,0.5978,2.933,0.171,26.76,0.1096,0.006392,16.0,0.25,60.0,0.022900000000000004
0.25,0.2269,60.0,0.867,0.0567,0.5978,3.0,0.1749,26.67,0.1125,0.00656,16.0,0.25,60.0,0.02310000000000001
0.25,0.2268,60.0,0.8672,0.0567,0.5977,3.1,0.1808,26.61,0.1165,0.006792,16.0,0.25,60.0,0.0232
0.25,0.2267,60.0,0.8674,0.0567,0.5977,3.175,0.1851,26.56,0.1195,0.006971,16.0,0.25,60.0,0.023299999999999987
0.25,0.2266,60.0,0.8676,0.0567,0.5977,3.317,0.1934,26.5,0.1252,0.007298,16.0,0.25,60.0,0.023400000000000004
0.25,0.2264,60.0,0.868,0.0566,0.5976,3.475,0.2026,26.37,0.1318,0.007683,16.0,0.25,60.0,0.02360000000000001
0.25,0.2263,60.0,0.8683,0.0566,0.5976,3.342,0.1949,26.31,0.127,0.007407,16.0,0.25,60.0,0.0237
0.25,0.2262,60.0,0.8685,0.0566,0.5976,3.467,0.2021,26.24,0.1321,0.007704,16.0,0.25,60.0,0.023799999999999988
0.25,0.2261,60.0,0.8687,0.0565,0.5976,3.592,0.2094,26.17,0.1373,0.008004,16.0,0.25,60.0,0.023900000000000005
0.25,0.226,60.0,0.8689,0.0565,0.5976,3.717,0.2167,26.09,0.1424,0.008306,16.0,0.25,60.0,0.023999999999999994
0.25,0.2259,60.0,0.8691,0.0565,0.5975,3.742,0.2182,26.02,0.1438,0.008386,16.0,0.25,60.0,0.02410000000000001
0.25,0.2258,60.0,0.8693,0.0565,0.5975,3.842,0.224,25.94,0.1481,0.008636,16.0,0.25,60.0,0.0242
0.25,0.2258,60.0,0.8693,0.0565,0.5975,3.983,0.2323,25.94,0.1536,0.008954,16.0,0.25,60.0,0.0242
0.25,0.2257,60.0,0.8695,0.0564,0.5975,4.108,0.2396,25.86,0.1589,0.009264,16.0,0.25,60.0,0.02429999999999999
0.25,0.2256,60.0,0.8697,0.0564,0.5975,4.242,0.2473,25.78,0.1646,0.009595,16.0,0.25,60.0,0.024400000000000005
0.25,0.2255,60.0,0.87,0.0564,0.5975,4.392,0.2561,25.69,0.1709,0.009967,16.0,0.25,60.0,0.024499999999999994
0.25,0.2254,60.0,0.8702,0.0564,0.5974,4.283,0.2498,25.61,0.1673,0.009753,16.0,0.25,60.0,0.02460000000000001
0.25,0.2252,60.0,0.8706,0.0563,0.5974,4.217,0.2459,25.43,0.1658,0.009668,16.0,0.25,60.0,0.02479999999999999
0.25,0.2252,60.0,0.8706,0.0563,0.5974,4.067,0.2371,25.43,0.1599,0.009324,16.0,0.25,60.0,0.02479999999999999
0.25,0.225,60.0,0.871,0.0563,0.5973,3.908,0.2279,25.25,0.1548,0.009025,16.0,0.25,60.0,0.024999999999999994
0.25,0.225,60.0,0.871,0.0563,0.5973,3.75,0.2187,25.25,0.1485,0.008659,16.0,0.25,60.0,0.024999999999999994
0.25,0.2248,60.0,0.8714,0.0562,0.5973,3.592,0.2094,25.07,0.1433,0.008355,16.0,0.25,60.0,0.0252
0.25,0.2246,60.0,0.8719,0.0562,0.5973,3.375,0.1968,24.88,0.1357,0.007911,16.0,0.25,60.0,0.025400000000000006
0.25,0.2246,60.0,0.8719,0.0562,0.5973,3.242,0.189,24.88,0.1303,0.007598,16.0,0.25,60.0,0.025400000000000006
0.25,0.2245,60.0,0.8721,0.0561,0.5972,3.092,0.1803,24.78,0.1248,0.007274,16.0,0.25,60.0,0.025499999999999995
0.25,0.2244,60.0,0.8723,0.0561,0.5972,2.925,0.1706,24.68,0.1185,0.006909,16.0,0.25,60.0,0.02560000000000001
0.25,0.2243,60.0,0.8725,0.0561,0.5972,2.817,0.1642,24.59,0.1146,0.00668,16.0,0.25,60.0,0.0257
0.25,0.2243,60.0,0.8725,0.0561,0.5972,2.633,0.1535,24.59,0.1071,0.006245,16.0,0.25,60.0,0.0257
0.25,0.224,60.0,0.8731,0.056,0.5971,2.508,0.1463,24.29,0.1033,0.006022,16.0,0.25,60.0,0.025999999999999995
0.25,0.2239,60.0,0.8734,0.056,0.5971,2.558,0.1492,24.19,0.1058,0.006168,16.0,0.25,60.0,0.026100000000000012
0.25,0.2238,60.0,0.8736,0.056,0.5971,2.675,0.156,24.08,0.1111,0.006476,16.0,0.25,60.0,0.0262
0.25,0.2237,60.0,0.8738,0.0559,0.597,2.808,0.1638,23.98,0.1171,0.006829,16.0,0.25,60.0,0.02629999999999999
0.25,0.2236,60.0,0.874,0.0559,0.597,2.942,0.1715,23.88,0.1232,0.007184,16.0,0.25,60.0,0.026400000000000007
0.25,0.2235,60.0,0.8742,0.0559,0.597,3.05,0.1778,23.77,0.1283,0.007482,16.0,0.25,60.0,0.026499999999999996
0.25,0.2235,60.0,0.8742,0.0559,0.597,3.167,0.1846,23.77,0.1332,0.007768,16.0,0.25,60.0,0.026499999999999996
0.25,0.2235,60.0,0.8742,0.0559,0.597,3.317,0.1934,23.77,0.1395,0.008136,16.0,0.25,60.0,0.026499999999999996
0.25,0.2234,60.0,0.8744,0.0559,0.597,3.275,0.191,23.66,0.1384,0.00807,16.0,0.25,60.0,0.026600000000000013
0.25,0.2232,60.0,0.8748,0.0558,0.5969,3.408,0.1987,23.45,0.1454,0.008476,16.0,0.25,60.0,0.02679999999999999
0.25,0.2231,60.0,0.8751,0.0558,0.5969,3.358,0.1958,23.34,0.1439,0.008391,16.0,0.25,60.0,0.026900000000000007
0.25,0.223,60.0,0.8753,0.0558,0.5969,3.233,0.1885,23.23,0.1392,0.008117,16.0,0.25,60.0,0.026999999999999996
0.25,0.2228,60.0,0.8757,0.0557,0.5968,3.217,0.1876,23.0,0.1398,0.008154,16.0,0.25,60.0,0.027200000000000002
0.25,0.2227,60.0,0.8759,0.0557,0.5968,3.158,0.1842,22.89,0.138,0.008047,16.0,0.25,60.0,0.02729999999999999
0.25,0.2226,60.0,0.8761,0.0557,0.5968,3.025,0.1764,22.77,0.1329,0.007747,16.0,0.25,60.0,0.027400000000000008
0.25,0.2225,60.0,0.8763,0.0556,0.5968,3.158,0.1842,22.65,0.1394,0.00813,16.0,0.25,60.0,0.027499999999999997
0.25,0.2225,60.0,0.8763,0.0556,0.5968,3.25,0.1895,22.65,0.1435,0.008366,16.0,0.25,60.0,0.027499999999999997
0.25,0.2223,60.0,0.8768,0.0556,0.5967,3.408,0.1987,22.4,0.1522,0.008874,16.0,0.25,60.0,0.027700000000000002
0.25,0.2223,60.0,0.8768,0.0556,0.5967,3.575,0.2085,22.4,0.1596,0.009308,16.0,0.25,60.0,0.027700000000000002
0.25,0.2221,60.0,0.8772,0.0555,0.5967,3.592,0.2094,22.13,0.1623,0.009465,16.0,0.25,60.0,0.027900000000000008
0.25,0.2221,60.0,0.8772,0.0555,0.5967,3.733,0.2177,22.13,0.1687,0.009838,16.0,0.25,60.0,0.027900000000000008
0.25,0.2219,60.0,0.8776,0.0555,0.5966,3.767,0.2196,21.85,0.1724,0.01005,16.0,0.25,60.0,0.028100000000000014
0.25,0.2219,60.0,0.8776,0.0555,0.5966,3.892,0.2269,21.85,0.1781,0.01038,16.0,0.25,60.0,0.028100000000000014
0.25,0.2217,60.0,0.878,0.0554,0.5966,3.7,0.2157,21.57,0.1715,0.01,16.0,0.25,60.0,0.028299999999999992
0.25,0.2216,60.0,0.8782,0.0554,0.5965,3.792,0.2211,21.43,0.1769,0.01032,16.0,0.25,60.0,0.02840000000000001
0.25,0.2215,60.0,0.8785,0.0554,0.5965,3.767,0.2196,21.29,0.177,0.01032,16.0,0.25,60.0,0.028499999999999998
0.25,0.2213,60.0,0.8789,0.0553,0.5964,3.742,0.2182,20.99,0.1782,0.01039,16.0,0.25,60.0,0.028700000000000003
0.25,0.2211,60.0,0.8793,0.0553,0.5964,3.783,0.2206,20.7,0.1828,0.01066,16.0,0.25,60.0,0.02890000000000001
0.25,0.221,60.0,0.8795,0.0553,0.5964,3.667,0.2138,20.55,0.1785,0.01041,16.0,0.25,60.0,0.028999999999999998
0.25,0.2209,60.0,0.8797,0.0552,0.5963,3.792,0.2211,20.4,0.1859,0.01084,16.0,0.25,60.0,0.029099999999999987
0.25,0.2209,60.0,0.8797,0.0552,0.5963,3.942,0.2298,20.4,0.1933,0.01127,16.0,0.25,60.0,0.029099999999999987
0.25,0.2207,60.0,0.8802,0.0552,0.5963,3.875,0.2259,20.09,0.1929,0.01125,16.0,0.25,60.0,0.029299999999999993
0.25,0.2207,60.0,0.8802,0.0552,0.5963,4.008,0.2337,20.09,0.1995,0.01163,16.0,0.25,60.0,0.029299999999999993
0.25,0.2205,60.0,0.8806,0.0551,0.5962,4.058,0.2366,19.78,0.2051,0.01196,16.0,0.25,60.0,0.0295
0.25,0.2205,60.0,0.8806,0.0551,0.5962,3.958,0.2308,19.78,0.2001,0.01167,16.0,0.25,60.0,0.0295
0.25,0.2203,60.0,0.881,0.0551,0.5962,4.025,0.2347,19.48,0.2067,0.01205,16.0,0.25,60.0,0.029700000000000004
0.25,0.2203,60.0,0.881,0.0551,0.5962,3.9,0.2274,19.48,0.2002,0.01168,16.0,0.25,60.0,0.029700000000000004
0.25,0.2201,60.0,0.8814,0.055,0.5961,3.95,0.2303,19.17,0.2061,0.01202,16.0,0.25,60.0,0.02990000000000001
0.25,0.2201,60.0,0.8814,0.055,0.5961,3.808,0.2221,19.17,0.1987,0.01158,16.0,0.25,60.0,0.02990000000000001
0.25,0.22,60.0,0.8817,0.055,0.5961,3.825,0.223,19.01,0.2012,0.01173,16.0,0.25,60.0,0.03
0.25,0.2199,60.0,0.8819,0.055,0.5961,3.958,0.2308,18.86,0.2099,0.01224,16.0,0.25,60.0,0.030099999999999988
0.25,0.2198,60.0,0.8821,0.055,0.596,3.9,0.2274,18.71,0.2085,0.01216,16.0,0.25,60.0,0.030200000000000005
0.25,0.2197,60.0,0.8823,0.0549,0.596,3.992,0.2328,18.56,0.2151,0.01254,16.0,0.25,60.0,0.030299999999999994
0.25,0.2195,60.0,0.8827,0.0549,0.596,3.917,0.2284,18.25,0.2146,0.01251,16.0,0.25,60.0,0.0305
0.25,0.2193,60.0,0.8831,0.0548,0.5959,3.767,0.2196,17.96,0.2098,0.01223,16.0,0.25,60.0,0.030700000000000005
0.25,0.2191,60.0,0.8836,0.0548,0.5958,3.733,0.2177,17.66,0.2114,0.01232,16.0,0.25,60.0,0.03090000000000001
0.25,0.2191,60.0,0.8836,0.0548,0.5958,3.842,0.224,17.66,0.2175,0.01268,16.0,0.25,60.0,0.03090000000000001
0.25,0.2189,60.0,0.884,0.0547,0.5958,3.8,0.2216,17.38,0.2187,0.01275,16.0,0.25,60.0,0.03109999999999999
0.25,0.2189,60.0,0.884,0.0547,0.5958,3.908,0.2279,17.38,0.2249,0.01312,16.0,0.25,60.0,0.03109999999999999
0.25,0.2187,60.0,0.8844,0.0547,0.5957,3.892,0.2269,17.1,0.2276,0.01327,16.0,0.25,60.0,0.031299999999999994
0.25,0.2187,60.0,0.8844,0.0547,0.5957,4.0,0.2332,17.1,0.234,0.01364,16.0,0.25,60.0,0.031299999999999994
0.25,0.2185,60.0,0.8848,0.0546,0.5957,3.933,0.2294,16.83,0.2338,0.01363,16.0,0.25,60.0,0.0315
0.25,0.2183,60.0,0.8853,0.0546,0.5956,3.925,0.2289,16.56,0.237,0.01382,16.0,0.25,60.0,0.031700000000000006
0.25,0.2182,60.0,0.8855,0.0546,0.5956,3.817,0.2225,16.43,0.2322,0.01354,16.0,0.25,60.0,0.031799999999999995
0.25,0.2181,60.0,0.8857,0.0545,0.5956,3.817,0.2225,16.31,0.234,0.01365,16.0,0.25,60.0,0.03190000000000001
0.25,0.218,60.0,0.8859,0.0545,0.5955,3.7,0.2157,16.19,0.2286,0.01333,16.0,0.25,60.0,0.032
0.25,0.2179,60.0,0.8861,0.0545,0.5955,3.725,0.2172,16.07,0.2319,0.01352,16.0,0.25,60.0,0.03209999999999999
0.25,0.2178,60.0,0.8863,0.0545,0.5955,3.625,0.2114,15.95,0.2273,0.01325,16.0,0.25,60.0,0.032200000000000006
0.25,0.2177,60.0,0.8865,0.0544,0.5954,3.742,0.2182,15.83,0.2363,0.01378,16.0,0.25,60.0,0.032299999999999995
0.25,0.2177,60.0,0.8865,0.0544,0.5954,3.617,0.2109,15.83,0.2284,0.01332,16.0,0.25,60.0,0.032299999999999995
0.25,0.2175,60.0,0.887,0.0544,0.5954,3.683,0.2148,15.61,0.236,0.01376,16.0,0.25,60.0,0.0325
0.25,0.2174,60.0,0.8872,0.0544,0.5953,3.6,0.2099,15.5,0.2322,0.01354,16.0,0.25,60.0,0.03259999999999999
0.25,0.2173,60.0,0.8874,0.0543,0.5953,3.658,0.2133,15.4,0.2376,0.01386,16.0,0.25,60.0,0.03270000000000001
0.25,0.2173,60.0,0.8874,0.0543,0.5953,3.517,0.2051,15.4,0.2284,0.01332,16.0,0.25,60.0,0.03270000000000001
0.25,0.2171,60.0,0.8878,0.0543,0.5953,3.55,0.207,15.19,0.2337,0.01362,16.0,0.25,60.0,0.03290000000000001
0.25,0.2171,60.0,0.8878,0.0543,0.5953,3.408,0.1987,15.19,0.2243,0.01308,16.0,0.25,60.0,0.03290000000000001
0.25,0.2169,60.0,0.8882,0.0542,0.5952,3.508,0.2046,15.0,0.2339,0.01364,16.0,0.25,60.0,0.03309999999999999
0.25,0.2169,60.0,0.8882,0.0542,0.5952,3.383,0.1973,15.0,0.2255,0.01315,16.0,0.25,60.0,0.03309999999999999
0.25,0.2167,60.0,0.8887,0.0542,0.5951,3.5,0.2041,14.82,0.2362,0.01377,16.0,0.25,60.0,0.033299999999999996
0.25,0.2167,60.0,0.8887,0.0542,0.5951,3.608,0.2104,14.82,0.2435,0.0142,16.0,0.25,60.0,0.033299999999999996
0.25,0.2165,60.0,0.8891,0.0541,0.5951,3.592,0.2094,14.65,0.2452,0.0143,16.0,0.25,60.0,0.0335
0.25,0.2165,60.0,0.8891,0.0541,0.5951,3.675,0.2143,14.65,0.2509,0.01463,16.0,0.25,60.0,0.0335
0.25,0.2163,60.0,0.8895,0.0541,0.595,3.683,0.2148,14.49,0.2542,0.01482,16.0,0.25,60.0,0.03370000000000001
0.25,0.2161,60.0,0.8899,0.054,0.5949,3.6,0.2099,14.34,0.2511,0.01464,16.0,0.25,60.0,0.03390000000000001
0.25,0.216,60.0,0.8902,0.054,0.5949,3.65,0.2128,14.26,0.2559,0.01492,16.0,0.25,60.0,0.034
0.25,0.2159,60.0,0.8904,0.054,0.5949,3.742,0.2182,14.19,0.2636,0.01537,16.0,0.25,60.0,0.03409999999999999
0.25,0.2157,60.0,0.8908,0.0539,0.5948,3.775,0.2201,14.06,0.2686,0.01566,16.0,0.25,60.0,0.0343
0.25,0.2157,60.0,0.8908,0.0539,0.5948,3.892,0.2269,14.06,0.2769,0.01614,16.0,0.25,60.0,0.0343
0.25,0.2155,60.0,0.8912,0.0539,0.5947,3.867,0.2255,13.93,0.2776,0.01619,16.0,0.25,60.0,0.0345
0.25,0.2154,60.0,0.8914,0.0539,0.5947,3.733,0.2177,13.87,0.2692,0.0157,16.0,0.25,60.0,0.03459999999999999
0.25,0.2153,60.0,0.8916,0.0538,0.5947,3.783,0.2206,13.81,0.274,0.01598,16.0,0.25,60.0,0.03470000000000001
0.25,0.2153,60.0,0.8916,0.0538,0.5947,3.85,0.2245,13.81,0.2788,0.01626,16.0,0.25,60.0,0.03470000000000001
0.25,0.2151,60.0,0.8921,0.0538,0.5946,3.708,0.2162,13.7,0.2708,0.01579,16.0,0.25,60.0,0.03489999999999999
0.25,0.2149,60.0,0.8925,0.0537,0.5945,3.7,0.2157,13.59,0.2723,0.01588,16.0,0.25,60.0,0.03509999999999999
0.25,0.2149,60.0,0.8925,0.0537,0.5945,3.817,0.2225,13.59,0.2809,0.01638,16.0,0.25,60.0,0.03509999999999999
0.25,0.2147,60.0,0.8929,0.0537,0.5945,3.725,0.2172,13.48,0.2762,0.01611,16.0,0.25,60.0,0.0353
0.25,0.2146,60.0,0.8931,0.0537,0.5944,3.608,0.2104,13.44,0.2686,0.01566,16.0,0.25,60.0,0.03539999999999999
0.25,0.2145,60.0,0.8933,0.0536,0.5944,3.642,0.2123,13.39,0.272,0.01586,16.0,0.25,60.0,0.035500000000000004
0.25,0.2144,60.0,0.8936,0.0536,0.5944,3.508,0.2046,13.34,0.263,0.01534,16.0,0.25,60.0,0.03559999999999999
0.25,0.2143,60.0,0.8938,0.0536,0.5943,3.558,0.2075,13.29,0.2677,0.01561,16.0,0.25,60.0,0.03570000000000001
0.25,0.2143,60.0,0.8938,0.0536,0.5943,3.458,0.2017,13.29,0.2602,0.01517,16.0,0.25,60.0,0.03570000000000001
0.25,0.2141,60.0,0.8942,0.0535,0.5943,3.592,0.2094,13.2,0.272,0.01586,16.0,0.25,60.0,0.03589999999999999
0.25,0.2141,60.0,0.8942,0.0535,0.5943,3.708,0.2162,13.2,0.2809,0.01638,16.0,0.25,60.0,0.03589999999999999
0.25,0.214,60.0,0.8944,0.0535,0.5942,3.7,0.2157,13.16,0.2812,0.0164,16.0,0.25,60.0,0.036000000000000004
0.25,0.2139,60.0,0.8946,0.0535,0.5942,3.792,0.2211,13.12,0.2891,0.01686,16.0,0.25,60.0,0.03609999999999999
0.25,0.2137,60.0,0.895,0.0534,0.5941,3.758,0.2191,13.03,0.2884,0.01682,16.0,0.25,60.0,0.0363
0.25,0.2137,60.0,0.895,0.0534,0.5941,3.85,0.2245,13.03,0.2955,0.01723,16.0,0.25,60.0,0.0363
0.25,0.2135,60.0,0.8955,0.0534,0.5941,3.783,0.2206,12.95,0.2922,0.01704,16.0,0.25,60.0,0.036500000000000005
0.25,0.2132,60.0,0.8961,0.0533,0.594,3.542,0.2065,12.82,0.2762,0.0161,16.0,0.25,60.0,0.0368
0.25,0.2132,60.0,0.8961,0.0533,0.594,3.658,0.2133,12.82,0.2853,0.01663,16.0,0.25,60.0,0.0368
0.25,0.2131,60.0,0.8963,0.0533,0.5939,3.633,0.2119,12.78,0.2842,0.01657,16.0,0.25,60.0,0.03689999999999999
0.25,0.213,60.0,0.8965,0.0533,0.5939,3.708,0.2162,12.74,0.291,0.01697,16.0,0.25,60.0,0.037000000000000005
0.25,0.2128,60.0,0.897,0.0532,0.5938,3.733,0.2177,12.66,0.2948,0.01719,16.0,0.25,60.0,0.03720000000000001
0.25,0.2127,60.0,0.8972,0.0532,0.5938,3.608,0.2104,12.62,0.2859,0.01667,16.0,0.25,60.0,0.0373
0.25,0.2126,60.0,0.8974,0.0532,0.5937,3.7,0.2157,12.58,0.2941,0.01715,16.0,0.25,60.0,0.03739999999999999
0.25,0.2125,60.0,0.8976,0.0531,0.5937,3.583,0.2089,12.54,0.2857,0.01666,16.0,0.25,60.0,0.037500000000000006
0.25,0.2124,60.0,0.8978,0.0531,0.5937,3.667,0.2138,12.5,0.2933,0.0171,16.0,0.25,60.0,0.037599999999999995
0.25,0.2122,60.0,0.8982,0.0531,0.5936,3.658,0.2133,12.42,0.2946,0.01718,16.0,0.25,60.0,0.0378
0.25,0.2121,60.0,0.8985,0.053,0.5936,3.692,0.2153,12.38,0.2983,0.01739,16.0,0.25,60.0,0.03789999999999999
0.25,0.2119,60.0,0.8989,0.053,0.5935,3.717,0.2167,12.29,0.3023,0.01763,16.0,0.25,60.0,0.038099999999999995
0.25,0.2117,60.0,0.8993,0.0529,0.5934,3.742,0.2182,12.21,0.3065,0.01787,16.0,0.25,60.0,0.0383
0.25,0.2117,60.0,0.8993,0.0529,0.5934,3.65,0.2128,12.21,0.299,0.01743,16.0,0.25,60.0,0.0383
0.25,0.2115,60.0,0.8997,0.0529,0.5933,3.683,0.2148,12.12,0.3038,0.01772,16.0,0.25,60.0,0.038500000000000006
0.25,0.2115,60.0,0.8997,0.0529,0.5933,3.525,0.2055,12.12,0.2908,0.01696,16.0,0.25,60.0,0.038500000000000006
0.25,0.2113,60.0,0.9002,0.0528,0.5933,3.708,0.2162,12.03,0.3081,0.01797,16.0,0.25,60.0,0.03870000000000001
0.25,0.2113,60.0,0.9002,0.0528,0.5933,3.6,0.2099,12.03,0.2991,0.01744,16.0,0.25,60.0,0.03870000000000001
0.25,0.2111,60.0,0.9006,0.0528,0.5932,3.725,0.2172,11.95,0.3118,0.01818,16.0,0.25,60.0,0.03889999999999999
0.25,0.2111,60.0,0.9006,0.0528,0.5932,3.617,0.2109,11.95,0.3028,0.01765,16.0,0.25,60.0,0.03889999999999999
0.25,0.2109,60.0,0.901,0.0527,0.5931,3.725,0.2172,11.85,0.3142,0.01832,16.0,0.25,60.0,0.039099999999999996
0.25,0.2109,60.0,0.901,0.0527,0.5931,3.608,0.2104,11.85,0.3044,0.01775,16.0,0.25,60.0,0.039099999999999996
0.25,0.2107,60.0,0.9014,0.0527,0.593,3.658,0.2133,11.76,0.311,0.01814,16.0,0.25,60.0,0.0393
0.25,0.2106,60.0,0.9016,0.0527,0.593,3.658,0.2133,11.71,0.3123,0.01821,16.0,0.25,60.0,0.03939999999999999
0.25,0.2105,60.0,0.9019,0.0526,0.593,3.633,0.2119,11.67,0.3114,0.01816,16.0,0.25,60.0,0.03950000000000001
0.25,0.2103,60.0,0.9023,0.0526,0.5929,3.725,0.2172,11.57,0.3219,0.01877,16.0,0.25,60.0,0.03970000000000001
0.25,0.2103,60.0,0.9023,0.0526,0.5929,3.633,0.2119,11.57,0.314,0.01831,16.0,0.25,60.0,0.03970000000000001
0.25,0.2102,60.0,0.9025,0.0526,0.5929,3.758,0.2191,11.52,0.3262,0.01902,16.0,0.25,60.0,0.0398
0.25,0.2101,60.0,0.9027,0.0525,0.5928,3.675,0.2143,11.47,0.3203,0.01868,16.0,0.25,60.0,0.03989999999999999
0.25,0.21,60.0,0.9029,0.0525,0.5928,3.733,0.2177,11.42,0.3268,0.01905,16.0,0.25,60.0,0.04000000000000001
0.25,0.2099,60.0,0.9031,0.0525,0.5927,3.583,0.2089,11.37,0.315,0.01837,16.0,0.25,60.0,0.0401
0.25,0.2098,60.0,0.9033,0.0525,0.5927,3.725,0.2172,11.32,0.3289,0.01918,16.0,0.25,60.0,0.040200000000000014
0.25,0.2097,60.0,0.9036,0.0524,0.5927,3.85,0.2245,11.27,0.3415,0.01991,16.0,0.25,60.0,0.0403
0.25,0.2095,60.0,0.904,0.0524,0.5926,3.725,0.2172,11.17,0.3334,0.01944,16.0,0.25,60.0,0.04050000000000001
0.25,0.2095,60.0,0.904,0.0524,0.5926,3.625,0.2114,11.17,0.3245,0.01892,16.0,0.25,60.0,0.04050000000000001
0.25,0.2094,60.0,0.9042,0.0524,0.5925,3.842,0.224,11.12,0.3455,0.02014,16.0,0.25,60.0,0.0406
0.25,0.2093,60.0,0.9044,0.0523,0.5925,3.967,0.2313,11.07,0.3584,0.0209,16.0,0.25,60.0,0.040699999999999986
0.25,0.2093,60.0,0.9044,0.0523,0.5925,4.117,0.24,11.07,0.3719,0.02169,16.0,0.25,60.0,0.040699999999999986
0.25,0.2092,60.0,0.9046,0.0523,0.5925,4.017,0.2342,11.02,0.3646,0.02126,16.0,0.25,60.0,0.0408
0.25,0.2091,60.0,0.9048,0.0523,0.5924,3.883,0.2264,10.96,0.3542,0.02065,16.0,0.25,60.0,0.04089999999999999
0.25,0.209,60.0,0.905,0.0523,0.5924,3.967,0.2313,10.91,0.3636,0.0212,16.0,0.25,60.0,0.04100000000000001
0.25,0.2089,60.0,0.9053,0.0522,0.5923,4.067,0.2371,10.86,0.3745,0.02184,16.0,0.25,60.0,0.0411
0.25,0.2087,60.0,0.9057,0.0522,0.5923,3.975,0.2318,10.75,0.3697,0.02156,16.0,0.25,60.0,0.0413
0.25,0.2087,60.0,0.9057,0.0522,0.5923,3.825,0.223,10.75,0.3558,0.02075,16.0,0.25,60.0,0.0413
0.25,0.2085,60.0,0.9061,0.0521,0.5922,3.942,0.2298,10.64,0.3703,0.02159,16.0,0.25,60.0,0.04150000000000001
0.25,0.2085,60.0,0.9061,0.0521,0.5922,3.842,0.224,10.64,0.3609,0.02105,16.0,0.25,60.0,0.04150000000000001
