Z,A,E0,ThetaDeg,nu,cross,error,dataSet,normalization,normError,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,RL_fortran_qvcenter_nu,RT_fortran_qvcenter_nu,RL_fortran_qvdata_nu,RT_fortran_qvdata_nu,RL_fortran_qvcenter_ex,RT_fortran_qvcenter_ex,RL_fortran_qvdata_ex,RT_fortran_qvdata_ex,RL_fortran_q2center_nu,RT_fortran_q2center_nu,RL_fortran_q2data_nu,RT_fortran_q2data_nu,RL_fortran_q2center_ex,RT_fortran_q2center_ex,RL_fortran_q2data_ex,RT_fortran_q2data_ex,RL_fortran_qvcenter_w2,RT_fortran_qvcenter_w2,RL_fortran_qvdata_w2,RT_fortran_qvdata_w2,RL_fortran_q2center_w2,RT_fortran_q2center_w2,RL_fortran_q2data_w2,RT_fortran_q2data_w2,bc_qv_ex,bc_qv_nu,bc_qv_w2,bc_q2_ex,bc_q2_nu,bc_q2_w2
20.0,40.0,0.35,90.0,0.137,9220.0,653.5803011107360,3.0,1.0,0.005,9220.0,655.2041056037420,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.13396124716814200,4.01341260817504,0.0074,0.3574,0.21300000000000000,0.22040000000000000,1.0427327346938800,0.14910000000000000,0.15754192,0.17631092,0.41989393898936000,0.9799011045290000,0.3088065683066160,0.00011343765038988500,81278129.16003530,5761581.792856090,0.00021746670856525300,0.00021296404028494200,1854.525932945690,1778.5247084336900,17098729.10175930,1215093.0052146300,43.912811688700500,3.1205915951237100,16397997.811758600,1165296.6908834500,42.11319950705520,2.9927051211640000,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.00803,0.0681,0.00762,0.0766,0.00808,0.0686,0.00762,0.0766,0.00758,0.0768,0.00762,0.0766,0.00757,0.0767,0.00762,0.0766,0.0092,0.0794,0.00762,0.0766,,0.0762,,0.0766,0.9270937248685810,0.9203972114843160,1.0418463235191700,0.9993436995555690,1.0006475152760800,
20.0,40.0,0.35,90.0,0.141,8980.0,636.5673648562260,3.0,1.0,0.005,8980.0,638.1489011194800,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.1379612471681420,4.01341260817504,0.0074,0.3574,0.209,0.21640000000000000,1.0427327346938800,0.1463,0.15468272000000000,0.17456372000000000,0.41780823352346700,0.990266488529,0.30702580511675300,0.00012492779802550300,71881519.90133380,5095482.14982767,0.00021746670856525300,0.0002129640402849420,1874.905923744300,1798.069496969160,16836655.195223800,1196469.1549398300,43.23975569502260,3.072761980117310,16146664.082783100,1147436.073627330,41.467726346691100,2.9468356347510300,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.0077,0.0647,0.00742,0.074,0.00775,0.0652,0.00742,0.074,0.00738,0.0748,0.00742,0.074,0.00737,0.0747,0.00742,0.074,0.00884,0.0761,0.00742,0.074,,0.0733,,0.074,0.912584827622905,0.9056522461794510,1.0342771509601600,1.0049984077297100,1.0063447205280600,
20.0,40.0,0.35,90.0,0.151,8180.0,579.8575773411950,3.0,1.0,0.005,8180.0,581.2982195052720,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.1479612471681420,4.01341260817504,0.0074,0.3574,0.19900000000000000,0.20640000000000000,1.0427327346938800,0.1393,0.14753472,0.17033572,0.4127174820624880,1.016179948529,0.30219757980931700,0.0001533137327377390,53354646.40987410,3782163.326054490,0.0002174667085652530,0.0002129640402849420,1931.4977022601300,1852.3420604294900,15799651.204487900,1122776.1753023400,40.57653080300810,2.8835042921136200,15152158.054313200,1076763.1416423900,38.913644362493700,2.765334007625790,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00691,0.0561,0.00685,0.0661,0.00697,0.0567,0.00686,0.0662,0.00692,0.0553,0.00685,0.0661,0.00698,0.0558,0.00686,0.0662,0.00784,0.0664,0.00685,0.0661,,0.0661,,0.0661,0.8878999371636200,0.8799341694674420,1.011740860462090,0.8764414173119790,0.8699187988558090,
20.0,40.0,0.35,90.0,0.162,6910.0,489.83078966108300,3.0,1.0,0.005,6910.0,491.0477624427180,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.15896124716814200,4.01341260817504,0.0074,0.3574,0.18800000000000000,0.19540000000000000,1.0427327346938800,0.1316,0.13967192,0.16591592,0.40732777955842900,1.044684754529,0.2962265242593190,0.00018391534643160700,37571633.548098800,2663349.193881630,0.00021746670856525300,0.0002129640402849420,2004.2970248795600,1922.157958786990,13849692.441917700,984205.5693377040,35.56866317542730,2.5276284320365100,13282111.495218100,943871.3647238130,34.111006581057800,2.4240424683498200,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00618,0.0472,0.0062,0.0562,0.00617,0.0476,0.00622,0.0564,0.00612,0.048,0.0062,0.0562,0.00618,0.0484,0.00622,0.0564,0.00687,0.0552,0.0062,0.0562,,0.0551,,0.0562,0.8747291405620010,0.8709704177341860,0.9912092653126040,0.8863079531834280,0.88202080835347,
20.0,40.0,0.35,90.0,0.172,5990.0,424.6145340187970,3.0,1.0,0.005,5990.0,425.66947858637900,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.1689612471681420,4.01341260817504,0.0074,0.3574,0.178,0.18540000000000000,1.0427327346938800,0.12460000000000000,0.13252392000000000,0.16210792000000000,0.40262627832768200,1.0705982145290000,0.2901519237125320,0.00021109544577696700,28375789.81371650,2011481.2636338100,0.00021746670856525300,0.00021296404028494200,2081.7357483175800,1996.4231284335100,12469597.132422300,886131.3705409710,32.02431405581370,2.2757551028755700,11958574.539316700,849816.3921180810,30.71191014753680,2.1824912819522100,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00556,0.0401,0.00558,0.0472,0.00563,0.0406,0.00561,0.0475,0.00555,0.0422,0.00558,0.0472,0.0056,0.0426,0.00561,0.0475,0.006,0.0456,0.00558,0.0472,,0.046,,0.0472,0.8854142286407670,0.8800166170773180,0.976122484655456,0.9183960073949710,0.9155322704567930,
20.0,40.0,0.35,90.0,0.183,5190.0,367.90474650376500,3.0,1.0,0.005,5190.0,368.8187969721720,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.1799612471681420,4.01341260817504,0.0074,0.3574,0.16700000000000000,0.17440000000000000,1.0427327346938800,0.1169,0.12466112,0.15815012,0.3976809273777160,1.099103020529,0.2827030468157120,0.0002402042057760160,21606615.85101280,1531633.2422873000,0.00021746670856525300,0.0002129640402849420,2181.663260515170,2092.2554629069500,11322832.322073700,804638.4191415890,29.079202353746600,2.0664655932599600,10858805.852487100,771663.1427877950,27.887493493031700,1.9817787669882900,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00507,0.034,0.00502,0.0387,0.00501,0.0343,0.00506,0.039,0.00502,0.0371,0.00502,0.0387,0.00507,0.0374,0.00506,0.039,0.00536,0.0372,0.00502,0.0387,,0.0381,,0.0387,0.9073609635436010,0.9075380401878690,0.9726764150849100,0.9687814832827190,0.9683699659115880,
20.0,40.0,0.35,90.0,0.192,4920.0,348.7651932174430,3.0,1.0,0.005,4920.0,349.6316919273770,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.18896124716814200,4.01341260817504,0.0074,0.3574,0.15800000000000000,0.16540000000000000,1.0427327346938800,0.1106,0.11822792,0.15509192,0.39381711491503300,1.122425134529,0.27596796129032500,0.0002633413894678280,18682972.737185600,1324384.2675936500,0.00021746670856525300,0.00021296404028494200,2277.073968123820,2183.7560981456200,11203203.92316920,796137.2241189150,28.77197370988350,2.0446328959911700,10744080.002876500,763510.3393513800,27.592855534865600,1.9608408060493400,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00471,0.0305,0.00472,0.0335,0.00463,0.0307,0.00479,0.0338,0.00464,0.0339,0.00472,0.0335,0.00468,0.0341,0.00477,0.0337,0.00482,0.0321,0.00472,0.0335,,0.0337,,0.0335,0.9318227798059310,0.9356531481178080,0.9678871826560250,1.0067897029690700,1.0069703449399300,
20.0,40.0,0.35,90.0,0.204,4730.0,335.2966186826230,3.0,1.0,0.005,4730.0,336.1296550440020,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.2009612471681420,4.01341260817504,0.0074,0.3574,0.146,0.15340000000000000,1.0427327346938800,0.10220000000000000,0.10965032000000000,0.15126632,0.3889297108733150,1.1535212865290000,0.26602341833830300,0.0002931438858758080,16135420.958443200,1143795.3675236200,0.00021746670856525300,0.0002129640402849420,2427.530930644010,2328.047111090910,11482221.301946200,815965.1343260160,29.48854378589270,2.0955547675480100,11011662.835460000,782525.6723771740,28.28005950590010,2.0096758237509600,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00431,0.0279,0.00423,0.0291,0.00423,0.028,0.00429,0.0293,0.00443,0.0312,0.00423,0.0291,0.0043,0.0313,0.00428,0.0292,0.0044,0.0283,0.00423,0.0291,,0.0305,,0.0291,0.9738799295537710,0.9786414352319570,0.9820358307595870,1.044246116785820,1.0467540253211200,
20.0,40.0,0.35,90.0,0.214,4680.0,331.75225696293300,3.0,1.0,0.005,4680.0,332.5764874431150,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.2109612471681420,4.01341260817504,0.0074,0.3574,0.13600000000000000,0.14340000000000000,1.0427327346938800,0.0952,0.10250232000000000,0.14829832,0.3850952090068120,1.179434746529,0.25683434504565000,0.0003169841060567100,14764147.194063800,1046589.5627700000,0.00021746670856525300,0.0002129640402849420,2577.7357657821700,2472.0963292084,12063803.383860600,857294.3065403210,30.982157977487900,2.201695998624060,11569410.820695300,822161.113789147,29.71246317167130,2.1114672296831900,"[0.340,0.460]",0.38,"[0.070,0.100]",0.093,0.00397,0.0275,0.00397,0.0279,0.00407,0.0275,0.00404,0.0279,0.00391,0.027,0.00397,0.0279,0.00398,0.0269,0.00403,0.0279,0.00396,0.0275,0.00397,0.0279,,0.0265,,0.0279,0.9981725969011900,0.9978076405003600,0.9907862277474380,0.9942387706984950,0.9976329623153250,
20.0,40.0,0.35,90.0,0.224,4930.0,349.4740655613800,3.0,1.0,0.005,4930.0,350.34232544755400,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.22096124716814200,4.01341260817504,0.0074,0.3574,0.12600000000000000,0.13340000000000000,1.0427327346938800,0.08820000000000000,0.09535432,0.14553032000000000,0.3814843640308210,1.205348206529,0.2467666365712140,0.0003398450821669660,14506609.801632800,1028333.4492675800,0.0002174667085652530,0.00021296404028494200,2756.086791675120,2643.1382654197,13587507.88295830,965573.855730749,34.89532300512860,2.479778622486870,13030671.648519100,926003.2063865530,33.46526089005260,2.378153614995970,"[0.340,0.460]",0.38,"[0.070,0.100]",0.093,0.0037,0.0287,0.00375,0.0287,0.00378,0.0285,0.00383,0.0286,0.00381,0.0287,0.00375,0.0287,0.00372,0.0284,0.00381,0.0285,0.00373,0.0286,0.00375,0.0287,,0.0284,,0.0287,1.000057237461230,1.0034278170937000,0.9981826514820390,1.003994933789450,1.0090230038939500,
20.0,40.0,0.35,90.0,0.235,5390.0,382.08219338252300,3.0,1.0,0.005,5390.0,383.03146737572400,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0030387528318577800,0.2319612471681420,4.01341260817504,0.0074,0.3574,0.11500000000000000,0.1224,1.0427327346938800,0.0805,0.08749152,0.14271652,0.37777840065308100,1.2338530125290000,0.23460916599325100,0.0003637810785832630,14816603.494033400,1050308.0448013800,0.00021746670856525300,0.00021296404028494200,2993.2416063388000,2870.5741238837700,16133572.258166200,1146505.72468602,41.434104033264000,2.944446320456310,15472394.527733500,1099520.2188819800,39.736072969290700,2.8237785412200800,"[0.340,0.460]",0.38,"[0.070,0.100]",0.093,0.00354,0.0315,0.00348,0.0315,0.00363,0.0311,0.00355,0.0311,0.00357,0.0313,0.00348,0.0315,0.00361,0.031,0.00353,0.0311,0.0035,0.0317,0.00348,0.0315,,0.0322,,0.0315,0.9936435499129660,0.993450925769364,1.0028850993058500,0.9754790353646490,0.9725700902293270,
20.0,40.0,0.375,90.0,0.00867,65.3,4.62893640591443,3.0,1.0,0.005,65.3,4.6404368867596900,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.005183797760760550,4.01341260817504,0.0074,0.3824,0.36633,0.37373,1.0398560711111100,0.27474750000000000,0.2858287040000000,0.2859038729000000,0.5346997969889270,0.610797172349,0.3332749022813280,-0.00027779117434128900,-235068.6631958070,-16663.36742659580,0.00018943766612795300,0.0001857717698692010,1830.3658464256600,1760.2107611583800,119522.88977159500,8493.697190018740,0.3069576761988320,0.021813441398271000,114941.76270364300,8168.146944550730,0.29519246434830200,0.0209773660069733,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,7.02E-09,2.1E-12,4.6E-08,2.33E-11,1.25E-05,1.31E-05,2.22E-05,1.03E-10,6.26E-06,7.89E-11,4.6E-08,2.33E-11,6.05E-05,2.6E-10,2.22E-05,1.02E-10,0.000358,0.00155,4.6E-08,2.33E-11,,7.79E-14,,2.11E-14,1.0,1.0,1.0,1.0,1.0,1.0
20.0,40.0,0.375,90.0,0.0421,1860.0,131.8502559724480,3.0,1.0,0.005,1860.0,132.17783475303300,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.03861379776076050,4.01341260817504,0.0074,0.3824,0.3329,0.3403,1.0398560711111100,0.24967500000000000,0.26026144000000000,0.26203385000000000,0.5118924203384930,0.699097369129,0.33182681444170200,-0.00018638953095197400,-9979101.242973030,-707390.888849982,0.0001894376661279530,0.00018577176986920100,1846.3478032499200,1775.5801543544900,3434206.91404486,244046.25483459300,8.819701196445580,0.6267575308144670,3302579.08709936,234692.34023303300,8.481655722817020,0.6027348863239900,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,0.00222,0.00337,0.0062,0.00796,0.00267,0.00388,0.00682,0.00862,0.00577,0.00746,0.0062,0.00796,0.00637,0.0081,0.00681,0.00861,0.00118,0.0114,0.0062,0.00796,,0.00837,,0.00796,0.4296338194974310,0.4008452302171210,1.0204333485020700,0.9388489525762720,0.934892109681881,
20.0,40.0,0.375,90.0,0.0731,4730.0,335.2966186826230,3.0,1.0,0.005,4730.0,336.1296550440020,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.06961379776076050,4.01341260817504,0.0074,0.3824,0.3019,0.3093,1.0398560711111100,0.22642500000000000,0.2365526400000000,0.2418962500000000,0.49182949281229600,0.780979095129,0.32838791693659500,-0.0001016668266112500,-46524516.9703821,-3297994.3395373000,0.00018943766612795300,0.0001857717698692010,1884.936564141040,1812.689867865030,8915749.948387140,633583.077084556,22.897353728282800,1.627162708268120,8574023.075001570,609298.819987229,22.019733657771000,1.564796084259480,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,0.00117,0.0112,0.00313,0.0312,0.00126,0.0122,0.00321,0.0322,0.00225,0.0222,0.00313,0.0312,0.00234,0.0233,0.0032,0.0321,0.00338,0.03,0.00313,0.0312,,0.0315,,0.0312,0.37765966825319900,0.35793681598465,0.9851079510203070,0.7245635260639100,0.710395844129155,
20.0,40.0,0.375,90.0,0.103,7580.0,537.3252367049220,3.0,1.0,0.005,7580.0,538.660208294617,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.09951379776076050,4.01341260817504,0.0074,0.3824,0.272,0.27940000000000000,1.0398560711111100,0.20400000000000000,0.2136851200000000,0.2242941200000000,0.47359700167969800,0.8599553405290000,0.3226539566682860,-2.06942492510164E-05,-366285334.0585770,-25964954.330417700,0.00018943766612795300,0.00018577176986920100,1951.33173287003,1876.5402127094200,14791094.535154800,1051104.7576796700,37.9863640815967,2.699438362605280,14224174.812337400,1010817.5418512800,36.530405636817900,2.5959730751207400,"[0.460,0.609]",0.57,"[0.145,0.206]",0.16,0.00269,0.0245,0.00621,0.0626,0.00287,0.026,0.00626,0.0631,0.00865,0.0835,0.00621,0.0626,0.00866,0.0834,0.00625,0.063,0.00567,0.0479,0.00621,0.0626,,0.0679,,0.0626,0.40883292155633900,0.3881913741891370,0.7908596141493500,1.3471633141188900,1.3572123221378500,
20.0,40.0,0.375,90.0,0.135,8520.0,603.9592370350830,3.0,1.0,0.005,8520.0,605.4597591913110,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.13151379776076100,4.01341260817504,0.0074,0.3824,0.24,0.24740000000000000,1.0398560711111100,0.18000000000000000,0.18921152000000000,0.20743652000000000,0.4554519952750240,0.9444784125290000,0.3132202551245480,6.41508180052654E-05,132812024.30342600,9414677.09711061,0.00018943766612795300,0.0001857717698692010,2066.4838857322700,1987.2787620734700,17606442.706439000,1251172.8358281900,45.21671748084480,3.213251511428850,16931615.052866000,1203217.32073101,43.483630799529400,3.0900925625172500,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.00817,0.0697,0.00738,0.0768,0.00826,0.0706,0.00738,0.0767,0.00769,0.0778,0.00738,0.0768,0.00771,0.0779,0.00738,0.0767,0.0102,0.0871,0.00738,0.0768,,0.0831,,0.0768,0.9691254142968270,0.9556980635663070,1.133997382487650,1.03260273294232,1.0299330154707500,
20.0,40.0,0.375,90.0,0.145,8000.0,567.0978751503130,3.0,1.0,0.005,8000.0,568.5068161420760,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.14151379776076100,4.01341260817504,0.0074,0.3824,0.23,0.2374,1.0398560711111100,0.17250000000000000,0.18156352000000000,0.20258852000000000,0.45009834480922100,0.9708918725290000,0.3094442968115240,9.00808006455267E-05,88809157.36395900,6295435.554373870,0.0001894376661279530,0.00018577176986920100,2114.76374207042,2033.7081263667000,16918109.93656340,1202257.6018971600,43.44894707388520,3.087627820712510,16269665.010933600,1156176.9318830000,41.78361629168440,2.9692838331109600,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.00737,0.0613,0.00715,0.0744,0.00746,0.0622,0.00715,0.0744,0.00718,0.0727,0.00715,0.0744,0.00719,0.0728,0.00715,0.0744,0.00951,0.082,0.00715,0.0744,,0.0784,,0.0744,0.8853643558009910,0.8726806086687050,1.104793607732680,0.9928595295707260,0.9914948365302180,
20.0,40.0,0.375,90.0,0.155,7440.0,527.401023889791,3.0,1.0,0.005,7440.0,528.7113390121300,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.15151379776076100,4.01341260817504,0.0074,0.3824,0.22,0.2274,1.0398560711111100,0.16500000000000000,0.17391552000000000,0.19794052,0.4449050685258600,0.997305332529,0.3052238855215270,0.00011565472267885100,64329409.3632415,4560133.919946110,0.0001894376661279530,0.00018577176986920100,2170.291893762410,2087.1079700899400,16146971.689592300,1147457.9331982900,41.468516339901,2.9468917743165900,15528083.29746910,1103477.6495291400,39.879092397461200,2.833941981189540,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.00661,0.0527,0.00677,0.0694,0.0067,0.0537,0.00678,0.0694,0.00668,0.0669,0.00677,0.0694,0.0067,0.0671,0.00678,0.0694,0.00857,0.0736,0.00677,0.0694,,0.0712,,0.0694,0.8241440377082460,0.8091115858053940,1.066254448364680,0.9776195900085080,0.97477703708539,
20.0,40.0,0.375,90.0,0.176,5910.0,418.94355526729400,3.0,1.0,0.005,5910.0,419.9844104249580,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.17251379776076100,4.01341260817504,0.0074,0.3824,0.199,0.2064,1.0398560711111100,0.14925000000000000,0.15785472000000000,0.18883072000000000,0.43454656827548400,1.052773598529,0.2947711605939210,0.00016798182585016000,35182377.439281700,2493981.436069120,0.00018943766612795300,0.0001857717698692010,2315.3787454546500,2226.633867685760,13683888.385637000,972422.9773202500,35.142846598221500,2.4973684787155300,13159406.158022800,935151.5121522470,33.79587577025970,2.401648216610440,"[0.340,0.460]",0.38,"[0.145,0.206]",0.16,0.00531,0.0376,0.00565,0.0535,0.00542,0.0384,0.00567,0.0538,0.00569,0.0542,0.00565,0.0535,0.00571,0.0544,0.00567,0.0538,0.00659,0.0521,0.00565,0.0535,,0.0535,,0.0535,0.7693113207066070,0.7574565084603630,0.9880696551964100,1.0088359069051200,1.010669053577940,
20.0,40.0,0.375,90.0,0.197,4700.0,333.17000165080900,3.0,1.0,0.005,4700.0,333.9977544834700,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.19351379776076100,4.01341260817504,0.0074,0.3824,0.178,0.18540000000000000,1.0398560711111100,0.13350000000000000,0.14179392000000000,0.18060292000000000,0.42497402273550800,1.108241864529,0.2818965957359500,0.00021804257770900700,21555423.025095900,1528004.3244372600,0.0001894376661279530,0.00018577176986920100,2510.331326784200,2414.1142188090000,11798557.235885700,838445.0261554310,30.30095506013350,2.153287435912580,11346336.828402300,806308.7281488220,29.1395664284156,2.0707552667473800,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00442,0.029,0.00481,0.0385,0.00454,0.0294,0.00471,0.0387,0.00457,0.0326,0.00481,0.0385,0.00466,0.0329,0.0047,0.0387,0.00511,0.035,0.00481,0.0385,,0.0362,,0.0385,0.8232386765334770,0.8145163683430400,0.9303192556140470,0.8888258720590440,0.8834834435404630,
20.0,40.0,0.375,90.0,0.217,4050.0,287.09329929484600,3.0,1.0,0.005,4050.0,287.8065756719260,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.21351379776076100,4.01341260817504,0.0074,0.3824,0.158,0.1654,1.0398560711111100,0.11850000000000000,0.12649792,0.17358692,0.4166376363220200,1.161068784529,0.2670581839204430,0.0002631501839800900,15390450.953689700,1090986.5041803200,0.00018943766612795300,0.0001857717698692010,2760.4508213207800,2654.647020881620,11179825.826349200,794475.8981950890,28.711934279047000,2.0403662927826900,10751320.434570600,764024.8686976190,27.611450350400500,1.9621622159714,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.0039,0.0277,0.00419,0.0308,0.00387,0.0276,0.00409,0.0309,0.00412,0.03,0.00419,0.0308,0.00402,0.03,0.00408,0.0308,0.00428,0.0279,0.00419,0.0308,,0.0301,,0.0308,0.9649143268397800,0.9704259770153120,0.9331640734500630,0.988184523139808,0.9880801045236100,
20.0,40.0,0.375,90.0,0.237,4310.0,305.523980237231,3.0,1.0,0.005,4310.0,306.2830471965430,1.5707963267949000,0.5000000000000000,0.5000000000000000,1.0,0.0034862022392394600,0.23351379776076100,4.01341260817504,0.0074,0.3824,0.138,0.1454,1.0398560711111100,0.10350000000000000,0.11120192000000000,0.16737092000000000,0.4091099118818810,1.213895704529,0.24936310354471600,0.000305301313126137,14117200.99028630,1000729.3355826500,0.00018943766612795300,0.00018577176986920100,3100.8055078601100,2981.956439939640,13364471.738877100,949724.1597112200,34.32252346333070,2.43907356701248,12852232.256139900,913322.7050320690,33.00699434937790,2.345587658498040,"[0.340,0.460]",0.38,"[0.100,0.145]",0.12,0.00355,0.0321,0.00376,0.0313,0.00353,0.0315,0.00385,0.0311,0.00377,0.0312,0.00376,0.0313,0.00382,0.0311,0.00382,0.0311,0.00364,0.0293,0.00376,0.0313,,0.032,,0.0313,1.0940888526927500,1.1086178934360400,0.9679248966728900,0.9763572670975100,0.9734417400218650,
20.0,40.0,0.25,140.0,0.0017,0.478,126.6000045119280,3.0,1.0,0.005,0.478,126.60000453448700,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,-0.0010318458271128100,4.01341260817504,0.0074,0.2574,0.2483,0.2557,1.0600761600000000,0.21925441761322100,0.23247213000152300,0.23247502000152300,0.4821566343020940,0.651074220727477,0.06212163257344250,-0.00021195015941036700,-2255.2471832518000,-597310.2585255010,3.19726740732261E-05,3.10534907471116E-05,2059.736977370030,1943.0084885316500,984.5542751828760,260762.71067489700,0.0025285239754434300,0.6696885915412090,928.7580575181270,245984.88345865400,0.0023852286004087,0.6317363004760040,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,1.07E-10,7.58E-15,1.33E-09,2.36E-12,1.09E-09,1.78E-13,4.22E-09,1.12E-11,5.77E-10,3.5E-13,1.33E-09,2.36E-12,2.74E-09,2.89E-12,4.22E-09,1.12E-11,0.00292,0.00477,1.33E-09,2.36E-12,,0.00132,,5.39E-13,1.0,1.0,1.0,1.0,1.0,1.0
20.0,40.0,0.25,140.0,0.0088,76.91,126.01740253036400,3.0,1.0,0.005,76.91,126.01798926820900,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.006068154172887200,4.01341260817504,0.0074,0.2574,0.2412,0.2486,1.0600761600000000,0.2129849598401490,0.22601709627836800,0.22609453627836800,0.475493991842555,0.6708527310506320,0.06210240063355990,-0.00019366277134833800,-397133.633194081,-650705.3557738210,3.19726740732261E-05,3.10534907471116E-05,2060.459339094830,1943.6899128972300,158469.92776978400,259654.9428816330,0.406981130297016,0.6668436316491070,149489.19120092600,244939.89458420900,0.3839168784788220,0.6290525688730770,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,7.54E-09,2.31E-12,0.0042,7.28E-10,1.09E-05,5.21E-05,2.73E-07,2.28E-09,1.87E-05,8.63E-11,0.0042,7.28E-10,1.51E-06,6.75E-06,2.73E-07,2.27E-09,0.00174,0.00709,0.0042,7.28E-10,,0.00365,,7.77E-13,1.0,1.0,1.0,1.0,1.0,1.0
20.0,40.0,0.25,140.0,0.0153,582.9,123.95350761475000,3.0,1.0,0.005,582.9,123.98776697823800,2.443460952792060,0.8830222215594890,0.11697777844051100,7.548632170413030,0.0027318458271128100,0.012568154172887200,4.01341260817504,0.0074,0.2574,0.2347,0.24210000000000000,1.0600761600000000,0.20724531540001200,0.220107558362803,0.22034164836280300,0.4694056330752790,0.6889598179661970,0.062060454248125100,-0.00017691686279942100,-3294767.8970594200,-700631.3906621890,3.19726740732261E-05,3.10534907471116E-05,2062.0364264281700,1945.177624245580,1201961.0329649800,255667.29194061600,3.0868661748852700,0.6566025801761570,1133844.0371727500,241178.2300062440,2.911928681506500,0.6193918936693720,"[0.460,0.609]",0.57,"[0.206,0.322]",0.265,5.27E-05,0.000175,0.000246,0.0012,0.000126,0.000572,0.00431,0.00174,0.000891,0.000393,0.000246,0.0012,0.00089,0.00108,0.0043,0.00174,0.00112,0.00972,0.000246,0.0012,,0.00647,,0.0012,1.0,1.0,1.0,1.0,1.0,1.0
