qv,q2,ex,nu,RT,RL,RTQE,RLQE,RTIE,RLIE,RTE,RLE,RTNS,RLNS
0.205,0.04202,0.0,0.00188,8.8e-11,1.11e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.8e-11,1.11e-08
0.205,0.04202,0.0001,0.00198,9.51e-11,1.19e-08,0.0,0.0,0.0,0.0,0.0,0.0,9.51e-11,1.19e-08
0.205,0.04202,0.0002,0.00208,1.03e-10,1.28e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.03e-10,1.28e-08
0.205,0.04202,0.0003,0.00218,1.11e-10,1.38e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.11e-10,1.38e-08
0.205,0.04202,0.0004,0.00228,1.2e-10,1.48e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-10,1.48e-08
0.205,0.04202,0.0005,0.00238,1.29e-10,1.59e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.29e-10,1.59e-08
0.205,0.04202,0.0006,0.00248,1.39e-10,1.71e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.39e-10,1.71e-08
0.205,0.04202,0.0007,0.00258,1.5e-10,1.84e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-10,1.84e-08
0.205,0.04202,0.0008,0.00268,1.62e-10,1.98e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.62e-10,1.98e-08
0.205,0.04202,0.0009,0.00278,1.75e-10,2.13e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.75e-10,2.13e-08
0.205,0.04202,0.001,0.00288,1.89e-10,2.28e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.89e-10,2.28e-08
0.205,0.04202,0.0011,0.00298,2.03e-10,2.45e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.03e-10,2.45e-08
0.205,0.04202,0.0012,0.00308,2.19e-10,2.64e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.19e-10,2.64e-08
0.205,0.04201,0.0013,0.00318,2.36e-10,2.83e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.36e-10,2.83e-08
0.205,0.04201,0.0014,0.00328,2.54e-10,3.04e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.54e-10,3.04e-08
0.205,0.04201,0.0015,0.00338,2.74e-10,3.26e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.74e-10,3.26e-08
0.205,0.04201,0.0016,0.00348,2.95e-10,3.5e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.95e-10,3.5e-08
0.205,0.04201,0.0017,0.00358,3.17e-10,3.76e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.17e-10,3.76e-08
