qv,q2,ex,nu,RT,RL,RTQE,RLQE,RTIE,RLIE,RTE,RLE,RTNS,RLNS
0.3,0.08998,0.0,0.00403,1.86e-10,6.29e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.86e-10,6.29e-09
0.3,0.08998,0.0001,0.00413,2.01e-10,6.72e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.01e-10,6.72e-09
0.3,0.08998,0.0002,0.00423,2.17e-10,7.19e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.17e-10,7.19e-09
0.3,0.08998,0.0003,0.00433,2.34e-10,7.68e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.34e-10,7.68e-09
0.3,0.08998,0.0004,0.00443,2.53e-10,8.21e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.53e-10,8.21e-09
0.3,0.08998,0.0005,0.00453,2.73e-10,8.77e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.73e-10,8.77e-09
0.3,0.08998,0.0006,0.00463,2.95e-10,9.37e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.95e-10,9.37e-09
0.3,0.08998,0.0007,0.00473,3.18e-10,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.18e-10,1e-08
0.3,0.08998,0.0008,0.00483,3.43e-10,1.07e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.43e-10,1.07e-08
0.3,0.08998,0.0009,0.00493,3.7e-10,1.14e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.7e-10,1.14e-08
0.3,0.08997,0.001,0.00503,3.99e-10,1.22e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.99e-10,1.22e-08
0.3,0.08997,0.0011,0.00513,4.3e-10,1.3e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-10,1.3e-08
0.3,0.08997,0.0012,0.00523,4.63e-10,1.39e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.63e-10,1.39e-08
0.3,0.08997,0.0013,0.00533,4.99e-10,1.48e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.99e-10,1.48e-08
0.3,0.08997,0.0014,0.00543,5.38e-10,1.58e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.38e-10,1.58e-08
0.3,0.08997,0.0015,0.00553,5.79e-10,1.69e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.79e-10,1.69e-08
0.3,0.08997,0.0016,0.00563,6.23e-10,1.8e-08,0.0,0.0,0.0,0.0,0.0,0.0,6.23e-10,1.8e-08
0.3,0.08997,0.0017,0.00573,6.71e-10,1.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,6.71e-10,1.92e-08
0.3,0.08997,0.0018,0.00583,7.22e-10,2.05e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.22e-10,2.05e-08
0.3,0.08996,0.0019,0.00593,7.76e-10,2.19e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.76e-10,2.19e-08
0.3,0.08996,0.002,0.00603,8.35e-10,2.34e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.35e-10,2.34e-08
0.3,0.08996,0.0021,0.00613,8.98e-10,2.49e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.98e-10,2.49e-08
0.3,0.08996,0.0022,0.00623,9.65e-10,2.66e-08,0.0,0.0,0.0,0.0,0.0,0.0,9.65e-10,2.66e-08
0.3,0.08996,0.0023,0.00633,1.04e-09,2.85e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.04e-09,2.85e-08
0.3,0.08996,0.0024,0.00643,1.11e-09,3.11e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.11e-09,3.11e-08
0.3,0.08996,0.0025,0.00653,1.2e-09,3.75e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-09,3.75e-08
0.3,0.08996,0.0026,0.00662,1.29e-09,6.18e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.29e-09,6.18e-08
0.3,0.08995,0.0027,0.00672,1.38e-09,1.66e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.38e-09,1.66e-07
0.3,0.08995,0.0028,0.00682,1.48e-09,5.99e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.48e-09,5.99e-07
0.3,0.08995,0.0029,0.00692,1.59e-09,2.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.59e-09,2.26e-06
0.3,0.08995,0.003,0.00702,1.71e-09,8.11e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.71e-09,8.11e-06
0.3,0.08995,0.0031,0.00712,1.83e-09,2.69e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.83e-09,2.69e-05
0.3,0.08995,0.0032,0.00722,1.96e-09,8.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96e-09,8.21e-05
0.3,0.08995,0.0033,0.00732,2.1e-09,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-09,0.00023
0.3,0.08994,0.0034,0.00742,2.25e-09,0.000591,0.0,0.0,0.0,0.0,0.0,0.0,2.25e-09,0.000591
0.3,0.08994,0.0035,0.00752,2.41e-09,0.00139,0.0,0.0,0.0,0.0,0.0,0.0,2.41e-09,0.00139
0.3,0.08994,0.0036,0.00762,2.59e-09,0.00301,0.0,0.0,0.0,0.0,0.0,0.0,2.59e-09,0.00301
0.3,0.08994,0.0037,0.00772,2.77e-09,0.00595,0.0,0.0,0.0,0.0,0.0,0.0,2.77e-09,0.00595
0.3,0.08994,0.0038,0.00782,2.97e-09,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,2.97e-09,0.0108
0.3,0.08994,0.0039,0.00792,3.17e-09,0.018,0.0,0.0,0.0,0.0,0.0,0.0,3.17e-09,0.018
0.3,0.08994,0.004,0.00802,3.4e-09,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-09,0.0275
0.3,0.08993,0.0041,0.00812,3.64e-09,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,3.64e-09,0.0386
0.3,0.08993,0.0042,0.00822,3.89e-09,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,3.89e-09,0.0495
0.3,0.08993,0.0043,0.00832,4.16e-09,0.0583,0.0,0.0,0.0,0.0,0.0,0.0,4.16e-09,0.0583
0.3,0.08993,0.0044,0.00842,4.45e-09,0.063,0.0,0.0,0.0,0.0,0.0,0.0,4.45e-09,0.063
0.3,0.08993,0.0045,0.00852,4.75e-09,0.0624,0.0,0.0,0.0,0.0,0.0,0.0,4.75e-09,0.0624
0.3,0.08993,0.0046,0.00862,5.08e-09,0.0567,0.0,0.0,0.0,0.0,0.0,0.0,5.08e-09,0.0567
0.3,0.08992,0.0047,0.00872,5.42e-09,0.0472,0.0,0.0,0.0,0.0,0.0,0.0,5.42e-09,0.0472
0.3,0.08992,0.0048,0.00882,5.79e-09,0.036,0.0,0.0,0.0,0.0,0.0,0.0,5.79e-09,0.036
0.3,0.08992,0.0049,0.00892,6.19e-09,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,6.19e-09,0.0252
0.3,0.08992,0.005,0.00902,6.6e-09,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-09,0.0162
0.3,0.08992,0.0051,0.00912,7.05e-09,0.00954,0.0,0.0,0.0,0.0,0.0,0.0,7.05e-09,0.00954
0.3,0.08991,0.0052,0.00922,7.52e-09,0.00515,0.0,0.0,0.0,0.0,0.0,0.0,7.52e-09,0.00515
0.3,0.08991,0.0053,0.00932,8.02e-09,0.00255,0.0,0.0,0.0,0.0,0.0,0.0,8.02e-09,0.00255
0.3,0.08991,0.0054,0.00942,8.56e-09,0.00116,0.0,0.0,0.0,0.0,0.0,0.0,8.56e-09,0.00116
0.3,0.08991,0.0055,0.00952,9.12e-09,0.000483,0.0,0.0,0.0,0.0,0.0,0.0,9.12e-09,0.000483
0.3,0.08991,0.0056,0.00962,9.73e-09,0.000184,0.0,0.0,0.0,0.0,0.0,0.0,9.73e-09,0.000184
0.3,0.08991,0.0057,0.00972,1.04e-08,6.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.04e-08,6.47e-05
0.3,0.0899,0.0058,0.00982,1.1e-08,2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-08,2.1e-05
0.3,0.0899,0.0059,0.00992,1.18e-08,6.37e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.18e-08,6.37e-06
0.3,0.0899,0.006,0.01002,1.25e-08,1.96e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.25e-08,1.96e-06
0.3,0.0899,0.0061,0.01012,1.33e-08,8.61e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.33e-08,8.61e-07
0.3,0.0899,0.0062,0.01022,1.42e-08,9.87e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.42e-08,9.87e-07
0.3,0.08989,0.0063,0.01032,1.51e-08,2.31e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-08,2.31e-06
0.3,0.08989,0.0064,0.01042,1.61e-08,6.38e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.61e-08,6.38e-06
0.3,0.08989,0.0065,0.01052,1.71e-08,1.74e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.71e-08,1.74e-05
0.3,0.08989,0.0066,0.01062,1.82e-08,4.45e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.82e-08,4.45e-05
0.3,0.08989,0.0067,0.01072,1.93e-08,0.000105,0.0,0.0,0.0,0.0,0.0,0.0,1.93e-08,0.000105
0.3,0.08988,0.0068,0.01082,2.05e-08,0.000229,0.0,0.0,0.0,0.0,0.0,0.0,2.05e-08,0.000229
0.3,0.08988,0.0069,0.01092,2.18e-08,0.000457,0.0,0.0,0.0,0.0,0.0,0.0,2.18e-08,0.000457
0.3,0.08988,0.007,0.01102,2.32e-08,0.000836,0.0,0.0,0.0,0.0,0.0,0.0,2.32e-08,0.000836
0.3,0.08988,0.0071,0.01112,2.46e-08,0.00141,0.0,0.0,0.0,0.0,0.0,0.0,2.46e-08,0.00141
0.3,0.08987,0.0072,0.01122,2.62e-08,0.00216,0.0,0.0,0.0,0.0,0.0,0.0,2.62e-08,0.00216
0.3,0.08987,0.0073,0.01132,2.78e-08,0.00306,0.0,0.0,0.0,0.0,0.0,0.0,2.78e-08,0.00306
0.3,0.08987,0.0074,0.01142,2.95e-08,0.00396,0.0,0.0,0.0,0.0,0.0,0.0,2.95e-08,0.00396
0.3,0.08987,0.0075,0.01152,3.13e-08,0.00471,0.0,0.0,0.0,0.0,0.0,0.0,3.13e-08,0.00471
0.3,0.08986,0.0076,0.01162,3.32e-08,0.00513,0.0,0.0,0.0,0.0,0.0,0.0,3.32e-08,0.00513
0.3,0.08986,0.0077,0.01172,3.52e-08,0.00512,0.0,0.0,0.0,0.0,0.0,0.0,3.52e-08,0.00512
0.3,0.08986,0.0078,0.01182,3.73e-08,0.00469,0.0,0.0,0.0,0.0,0.0,0.0,3.73e-08,0.00469
0.3,0.08986,0.0079,0.01192,3.95e-08,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,3.95e-08,0.00394
0.3,0.08986,0.008,0.01202,4.19e-08,0.00304,0.0,0.0,0.0,0.0,0.0,0.0,4.19e-08,0.00304
0.3,0.08985,0.0081,0.01212,4.44e-08,0.00215,0.0,0.0,0.0,0.0,0.0,0.0,4.44e-08,0.00215
0.3,0.08985,0.0082,0.01222,4.7e-08,0.00139,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-08,0.00139
0.3,0.08985,0.0083,0.01232,4.98e-08,0.000839,0.0,0.0,0.0,0.0,0.0,0.0,4.98e-08,0.000839
0.3,0.08985,0.0084,0.01242,5.27e-08,0.000489,0.0,0.0,0.0,0.0,0.0,0.0,5.27e-08,0.000489
0.3,0.08984,0.0085,0.01252,5.58e-08,0.000333,0.0,0.0,0.0,0.0,0.0,0.0,5.58e-08,0.000333
0.3,0.08984,0.0086,0.01262,5.91e-08,0.000379,0.0,0.0,0.0,0.0,0.0,0.0,5.91e-08,0.000379
0.3,0.08984,0.0087,0.01272,6.25e-08,0.000691,0.0,0.0,0.0,0.0,0.0,0.0,6.25e-08,0.000691
0.3,0.08984,0.0088,0.01282,6.62e-08,0.00142,0.0,0.0,0.0,0.0,0.0,0.0,6.62e-08,0.00142
0.3,0.08983,0.0089,0.01292,7e-08,0.00278,0.0,0.0,0.0,0.0,0.0,0.0,7e-08,0.00278
0.3,0.08983,0.009,0.01302,7.4e-08,0.00503,0.0,0.0,0.0,0.0,0.0,0.0,7.4e-08,0.00503
0.3,0.08983,0.0091,0.01312,7.83e-08,0.00838,0.0,0.0,0.0,0.0,0.0,0.0,7.83e-08,0.00838
0.3,0.08983,0.0092,0.01322,8.27e-08,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,8.27e-08,0.0128
0.3,0.08982,0.0093,0.01332,8.74e-08,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,8.74e-08,0.0179
0.3,0.08982,0.0094,0.01342,9.24e-08,0.023,0.0,0.0,0.0,0.0,0.0,0.0,9.24e-08,0.023
0.3,0.08982,0.0095,0.01352,9.76e-08,0.0271,0.0,0.0,0.0,0.0,0.0,0.0,9.76e-08,0.0271
0.3,0.08981,0.0096,0.01362,1.03e-07,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,1.03e-07,0.0293
0.3,0.08981,0.0097,0.01372,1.09e-07,0.029,0.0,0.0,0.0,0.0,0.0,0.0,1.09e-07,0.029
0.3,0.08981,0.0098,0.01382,1.15e-07,0.0264,0.0,0.0,0.0,0.0,0.0,0.0,1.15e-07,0.0264
0.3,0.08981,0.0099,0.01392,1.21e-07,0.0221,0.0,0.0,0.0,0.0,0.0,0.0,1.21e-07,0.0221
0.3,0.0898,0.01,0.01402,1.28e-07,0.017,0.0,0.0,0.0,0.0,0.0,0.0,1.28e-07,0.017
0.3,0.0898,0.0101,0.01412,1.35e-07,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,1.35e-07,0.0122
0.3,0.0898,0.0102,0.01422,1.43e-07,0.00845,0.0,0.0,0.0,0.0,0.0,0.0,1.43e-07,0.00845
0.3,0.0898,0.0103,0.01432,1.51e-07,0.00596,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-07,0.00596
0.3,0.08979,0.0104,0.01442,1.59e-07,0.00472,0.0,0.0,0.0,0.0,0.0,0.0,1.59e-07,0.00472
0.3,0.08979,0.0105,0.01452,1.68e-07,0.00444,0.0,0.0,0.0,0.0,0.0,0.0,1.68e-07,0.00444
0.3,0.08979,0.0106,0.01462,1.77e-07,0.00472,0.0,0.0,0.0,0.0,0.0,0.0,1.77e-07,0.00472
0.3,0.08978,0.0107,0.01472,1.87e-07,0.00515,0.0,0.0,0.0,0.0,0.0,0.0,1.87e-07,0.00515
0.3,0.08978,0.0108,0.01482,1.97e-07,0.00541,0.0,0.0,0.0,0.0,0.0,0.0,1.97e-07,0.00541
0.3,0.08978,0.0109,0.01492,2.08e-07,0.00531,0.0,0.0,0.0,0.0,0.0,0.0,2.08e-07,0.00531
0.3,0.08977,0.011,0.01502,2.2e-07,0.00482,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-07,0.00482
0.3,0.08977,0.0111,0.01512,2.32e-07,0.00403,0.0,0.0,0.0,0.0,0.0,0.0,2.32e-07,0.00403
0.3,0.08977,0.0112,0.01522,2.45e-07,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,2.45e-07,0.0031
0.3,0.08977,0.0113,0.01532,2.59e-07,0.00221,0.0,0.0,0.0,0.0,0.0,0.0,2.59e-07,0.00221
0.3,0.08976,0.0114,0.01542,2.73e-07,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,2.73e-07,0.00148
0.3,0.08976,0.0115,0.01552,2.88e-07,0.000947,0.0,0.0,0.0,0.0,0.0,0.0,2.88e-07,0.000947
0.3,0.08976,0.0116,0.01562,3.05e-07,0.000615,0.0,0.0,0.0,0.0,0.0,0.0,3.05e-07,0.000615
0.3,0.08975,0.0117,0.01572,3.22e-07,0.000442,0.0,0.0,0.0,0.0,0.0,0.0,3.22e-07,0.000442
0.3,0.08975,0.0118,0.01582,3.4e-07,0.000378,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-07,0.000378
0.3,0.08975,0.0119,0.01592,3.6e-07,0.000383,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.000383
0.3,0.08974,0.012,0.01602,3.8e-07,0.000431,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-07,0.000431
0.3,0.08974,0.0121,0.01612,2.41e-06,0.00302,0.0,0.0,0.0,0.0,0.0,0.0,2.41e-06,0.00302
0.3,0.08974,0.0122,0.01622,2.55e-06,0.00355,0.0,0.0,0.0,0.0,0.0,0.0,2.55e-06,0.00355
0.3,0.08973,0.0123,0.01632,2.7e-06,0.00415,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-06,0.00415
0.3,0.08973,0.0124,0.01641,2.86e-06,0.00482,0.0,0.0,0.0,0.0,0.0,0.0,2.86e-06,0.00482
0.3,0.08973,0.0125,0.01651,3.03e-06,0.00553,0.0,0.0,0.0,0.0,0.0,0.0,3.03e-06,0.00553
0.3,0.08972,0.0126,0.01661,3.22e-06,0.00628,0.0,0.0,0.0,0.0,0.0,0.0,3.22e-06,0.00628
0.3,0.08972,0.0127,0.01671,3.41e-06,0.00705,0.0,0.0,0.0,0.0,0.0,0.0,3.41e-06,0.00705
0.3,0.08972,0.0128,0.01681,3.62e-06,0.00783,0.0,0.0,0.0,0.0,0.0,0.0,3.62e-06,0.00783
0.3,0.08971,0.0129,0.01691,3.85e-06,0.00861,0.0,0.0,0.0,0.0,0.0,0.0,3.85e-06,0.00861
0.3,0.08971,0.013,0.01701,4.09e-06,0.00936,0.0,0.0,0.0,0.0,0.0,0.0,4.09e-06,0.00936
0.3,0.08971,0.0131,0.01711,4.34e-06,0.0101,0.0,0.0,0.0,0.0,0.0,0.0,4.34e-06,0.0101
0.3,0.0897,0.0132,0.01721,4.62e-06,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,4.62e-06,0.0107
0.3,0.0897,0.0133,0.01731,4.92e-06,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,4.92e-06,0.0112
0.3,0.0897,0.0134,0.01741,5.24e-06,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,5.24e-06,0.0117
0.3,0.08969,0.0135,0.01751,5.59e-06,0.012,0.0,0.0,0.0,0.0,0.0,0.0,5.59e-06,0.012
0.3,0.08969,0.0136,0.01761,5.96e-06,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,5.96e-06,0.0122
0.3,0.08969,0.0137,0.01771,6.37e-06,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,6.37e-06,0.0123
0.3,0.08968,0.0138,0.01781,6.8e-06,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,6.8e-06,0.0123
0.3,0.08968,0.0139,0.01791,7.27e-06,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,7.27e-06,0.0121
0.3,0.08968,0.014,0.01801,7.78e-06,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,7.78e-06,0.0118
0.3,0.08967,0.0141,0.01811,8.32e-06,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,8.32e-06,0.0115
0.3,0.08967,0.0142,0.01821,8.92e-06,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,8.92e-06,0.0111
0.3,0.08966,0.0143,0.01831,9.57e-06,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,9.57e-06,0.0109
0.3,0.08966,0.0144,0.01841,1.03e-05,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,1.03e-05,0.0108
0.3,0.08966,0.0145,0.01851,1.13e-05,0.011,0.0,0.0,0.0,0.0,0.0,0.0,1.13e-05,0.011
0.3,0.08965,0.0146,0.01861,1.3e-05,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-05,0.0116
0.3,0.08965,0.0147,0.01871,1.7e-05,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-05,0.0125
0.3,0.08965,0.0148,0.01881,2.74e-05,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,2.74e-05,0.0135
0.3,0.08964,0.0149,0.01891,5.54e-05,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,5.54e-05,0.0145
0.3,0.08964,0.015,0.01901,0.000126,0.0151,0.0,0.0,0.0,0.0,0.0,0.0,0.000126,0.0151
0.3,0.08963,0.0151,0.01911,0.000291,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.000291,0.0152
0.3,0.08963,0.0152,0.01921,0.000643,0.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.000643,0.0146
0.3,0.08963,0.0153,0.01931,0.00132,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.00132,0.0138
0.3,0.08962,0.0154,0.01941,0.00253,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.00253,0.0133
0.3,0.08962,0.0155,0.01951,0.00444,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.00444,0.0136
0.3,0.08962,0.0156,0.01961,0.00718,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.00718,0.0152
0.3,0.08961,0.0157,0.01971,0.0107,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0181
0.3,0.08961,0.0158,0.01981,0.0147,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0147,0.0218
0.3,0.0896,0.0159,0.01991,0.0187,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0187,0.0255
0.3,0.0896,0.016,0.02001,0.0221,0.0283,0.0,0.0,0.0,0.0,0.0,0.0,0.0221,0.0283
0.3,0.0896,0.0161,0.02011,0.0243,0.0292,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.0292
0.3,0.08959,0.0162,0.02021,0.0252,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,0.0278
0.3,0.08959,0.0163,0.02031,0.0247,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0247,0.0245
0.3,0.08958,0.0164,0.02041,0.0231,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0231,0.02
0.3,0.08958,0.0165,0.02051,0.0207,0.0152,3.82e-05,4.8e-05,0.0,0.0,1.21e-05,0.0,0.0207,0.0151
0.3,0.08958,0.0166,0.02061,0.0181,0.0111,0.000269,0.000339,0.0,0.0,8.49e-05,0.0,0.0178,0.0107
0.3,0.08957,0.0167,0.02071,0.0152,0.00772,0.000389,0.000489,0.0,0.0,0.000121,0.0,0.0147,0.00723
0.3,0.08957,0.0168,0.02081,0.0122,0.00541,0.000487,0.000613,0.0,0.0,0.000151,0.0,0.0116,0.0048
0.3,0.08956,0.0169,0.02091,0.0094,0.00402,0.000575,0.000724,0.0,0.0,0.000177,0.0,0.00865,0.00329
0.3,0.08956,0.017,0.02101,0.00695,0.0033,0.000657,0.000828,0.0,0.0,0.000201,0.0,0.0061,0.00248
0.3,0.08955,0.0171,0.02111,0.00503,0.00303,0.000736,0.000927,0.0,0.0,0.000223,0.0,0.00407,0.0021
