nu,RT,q2,nuel,ex
0.00978,0.207145,0.1443043516,0.006454879276373939,0.003325120723626062
0.01056,0.207145,0.1442884864,0.00645416960996707,0.00410583039003293
0.0111,0.33323326,0.14427679,0.006453646418191277,0.004646353581808723
0.01165,0.47733413,0.1442642775,0.006453086721438892,0.005196913278561108
0.01193,0.68447914,0.1442576751,0.006452791389423871,0.005477208610576129
0.0122,0.88261783,0.14425116,0.006452499962425951,0.00574750003757405
0.01252,1.09876914,0.1442432496,0.006452146122250921,0.006067853877749079
0.01284,1.36895827,0.1442351344,0.00645178312116521,0.006388216878834791
0.01307,1.6391474,0.1442291751,0.006451516555662193,0.006618483444337807
0.01334,1.96337436,0.1442220444,0.006451197592255022,0.006888802407744978
0.01357,2.28760132,0.1442158551,0.006450920738619894,0.007119079261380106
0.0138,2.61182828,0.14420956000000001,0.006450639152443995,0.007349360847556005
0.01394,2.95406785,0.1442056764,0.006450465435096737,0.007489534564903262
0.01403,3.30531372,0.1442031591,0.006450352833727324,0.007579647166272677
0.01417,3.61152807,0.1441992111,0.006450176235703074,0.007719823764296926
0.0143,3.90873612,0.14419551,0.006450010681764992,0.00784998931823501
0.01435,4.19693786,0.1441940775,0.006449946604594339,0.00790005339540566
0.01444,4.53017112,0.1441914864,0.006449830702076449,0.00799016929792355
0.01458,4.80936656,0.1441874236,0.0064496489689323455,0.008130351031067653
0.01467,5.13359352,0.1441847911,0.006449531214550674,0.008220468785449327
0.01476,5.42179526,0.1441821424,0.006449412735526654,0.008310587264473347
0.0149,5.68297808,0.14417799,0.006449226994484129,0.00845077300551587
0.01503,5.96217352,0.1441740991,0.006449052950600505,0.008580947049399495
0.01513,6.26838787,0.1441710831,0.0064489180418768124,0.008681081958123187
0.01531,6.57460222,0.1441656039,0.006448672951731304,0.008861327048268697
0.01549,6.88846081,0.1441600599,0.0064484249630164005,0.0090415750369836
0.01567,7.23592626,0.1441544511,0.006448174075732103,0.009221825924267898
0.0158,7.60076498,0.14415036,0.0064479910767004395,0.009352008923299562
0.01593,7.91348388,0.1441462351,0.006447806565760666,0.009482193434239334
0.01611,8.24791938,0.1441404679,0.006447548593084514,0.009662451406915486
0.0162,8.57366823,0.14413756,0.0064474185197829145,0.009752581480217085
0.0164,8.87335718,0.14413104,0.006447126873603049,0.009952873126396953
0.01653,9.18173277,0.1441267591,0.006446935384625844,0.010083064615374155
0.01668,9.51616826,0.1441217776,0.006446712557103606,0.010233287442896394
0.01688,9.84191712,0.1441150656,0.006446412322569979,0.01043358767743002
0.01708,10.20241252,0.1441082736,0.006446108509555616,0.010633891490444386
0.01728,10.58896783,0.1441014016,0.006445801118060521,0.01083419888193948
0.01752,10.91906001,0.1440930496,0.006445427524671835,0.011074572475328167
0.01761,11.16228582,0.1440898879,0.0064452860986401045,0.011164713901359896
0.01776,11.396825,0.1440845824,0.006445048778270891,0.011314951221729111
0.01822,11.26218214,0.1440680316,0.006444308444284128,0.011775691555715872
0.01849,11.02329964,0.1440581199,0.006443865083940422,0.012046134916059577
0.01886,10.75835724,0.1440443004,0.006443246923759035,0.012416753076240964
0.01911,10.50210147,0.1440348079,0.006442822314654379,0.012667177685345619
0.0193,10.24150239,0.14402751,0.006442495872222472,0.01285750412777753
0.01955,9.95918671,0.1440177975,0.0064420614222957945,0.013107938577704207
0.01986,9.63778117,0.1440055804,0.006441514939083522,0.013418485060916478
0.02001,9.30334568,0.1439995999,0.006441247425283111,0.013568752574716889
0.02023,8.98628345,0.1439907471,0.006440851430605027,0.013789148569394973
0.02052,8.6605346,0.1439789296,0.006440322821904023,0.014079677178095978
0.02078,8.31306915,0.1439681916,0.00643984250032743,0.01434015749967257
0.02131,8.00035025,0.1439458839,0.006438844654393908,0.014871155345606091
0.02202,7.7744977,0.1439151196,0.006437468536208141,0.01558253146379186
0.0229,7.70500461,0.14387559,0.006435700337307593,0.016464299662692406
0.02404,7.79187098,0.1438220784,0.006433306709436667,0.01760669329056333
0.02475,8.01772352,0.1437874375,0.006431757187020707,0.018318242812979293
0.02545,8.19145624,0.1437522975,0.006430185339358062,0.01901981466064194
0.02609,8.41730878,0.1437193119,0.0064287098601816,0.019661290139818398
0.02653,8.64316132,0.1436961591,0.006427674212072219,0.020102325787927783
0.02711,8.88638714,0.1436650479,0.006426282576699366,0.02068371742330063
0.02766,9.12961295,0.1436349244,0.006424935122144282,0.021235064877855717
0.02819,9.37283876,0.1436053239,0.0064236110619070004,0.021766388938093
0.0288,9.61606458,0.14357056,0.00642205603757691,0.02237794396242309
0.02929,9.87666366,0.1435420959,0.006420782809658462,0.02286921719034154
0.02975,10.10251621,0.1435149375,0.006419567987018702,0.023330432012981295
0.03015,10.34574202,0.1434909775,0.00641849623203871,0.02373150376796129
0.03048,10.62371438,0.1434709696,0.006417601258480104,0.024062398741519896
0.03083,10.83219365,0.1434495111,0.00641664139811958,0.02441335860188042
0.03154,11.07541946,0.1434052284,0.00641466058825929,0.025125339411740708
0.03224,11.301272,0.1433605824,0.006412663527623365,0.025827336472376634
0.03275,11.52712454,0.1433274375,0.00641118092279714,0.02633881907720286
0.03336,11.77035036,0.1432871104,0.00640937705091677,0.02695062294908323
0.03392,12.04832271,0.1432494336,0.006407691729630034,0.027512308270369965
0.03449,12.3089218,0.14321043990000001,0.006405947502077308,0.02808405249792269
0.03499,12.55214761,0.1431756999,0.006404393546818337,0.028585606453181665
0.03557,12.74325361,0.1431347751,0.0064025629392137785,0.02916743706078622
0.036,12.8891891,0.143104,0.006401186337933112,0.029598813662066886
