nu,RT,q2,nuel,ex
0.17792,16.25610459,0.29324447359999994,0.01311712124107437,0.16480287875892563
0.17954,16.28709645,0.29266538839999995,0.013091218175676204,0.1664487818243238
0.18151,16.31550565,0.2919541199,0.013059402417872075,0.16845059758212794
0.18336,16.32841892,0.2912791104,0.013029208561729864,0.17033079143827012
0.1851,16.35166281,0.29063798999999996,0.01300053059923091,0.1720994694007691
0.18672,16.38007201,0.29003564159999995,0.012973586947419947,0.17374641305258004
0.18857,16.40073324,0.2893413551,0.012942530811613742,0.17562746918838623
0.1902,16.4317251,0.28872395999999995,0.012914914105726925,0.17728508589427308
0.19182,16.38007201,0.2881050876,0.012887231318720247,0.17893276868127975
0.19355,16.31034034,0.28743839749999994,0.01285740959773582,0.18069259040226418
0.19541,16.26643521,0.28671493189999997,0.0128250482513396,0.1825849517486604
0.19691,16.20703416,0.28612645189999997,0.012798724947056375,0.1841112750529436
0.19865,16.15279841,0.28543817749999995,0.012767937738550467,0.18588206226144952
0.20062,16.08048408,0.28465161559999996,0.01273275403097962,0.18788724596902037
0.20282,16.02624834,0.28376404759999996,0.012693052218622268,0.19012694778137773
0.20502,15.96684729,0.28286679959999994,0.012652917410096035,0.19236708258990398
0.20626,15.86354111,0.2823568124,0.012630105167970305,0.1936298948320297
0.20759,15.75506962,0.28180639189999995,0.012605484303531027,0.19498451569646896
0.20879,15.65291128,0.2813067359,0.012583134186407354,0.19620686581359265
0.2104,15.53812664,0.28063183999999997,0.012552945411707784,0.19784705458829221
0.21185,15.42334199,0.28001957749999995,0.012525558292198693,0.1993244417078013
0.21338,15.30138331,0.27936897559999996,0.012496456212636184,0.2008835437873638
0.21472,15.17225058,0.2787953216,0.012470796090295087,0.2022492039097049
0.21603,15.07898805,0.27823103909999997,0.012445555164606532,0.20358444483539348
0.21732,14.97855149,0.27767201759999993,0.012420549568757282,0.20489945043124272
0.21853,14.87094089,0.2771446391,0.012396959396231571,0.20613304060376844
0.21965,14.77767836,0.2766538775,0.012375007134595961,0.20727499286540405
0.2207,14.67006776,0.27619151,0.012354324969708157,0.20834567503029186
0.22166,14.56963119,0.2757668444,0.012335329248855421,0.20932467075114458
0.22263,14.44767251,0.27533588309999996,0.012316051914988177,0.2103139480850118
0.22351,14.3400619,0.2749432799,0.012298490377644227,0.21121150962235577
0.22448,14.23424481,0.27450872959999995,0.01227905250418503,0.21220094749581497
0.22577,14.09614453,0.2739279071,0.012253071727604613,0.21351692827239538
0.22681,13.93831564,0.27345722389999993,0.012232017593063754,0.21457798240693626
0.22802,13.7876608,0.2729068796,0.012207400137127379,0.21581259986287263
0.22919,13.62983191,0.27237194389999997,0.012183471923419079,0.21700652807658094
0.23067,13.47917706,0.2716913511,0.012153028320633303,0.21851697167936668
0.23156,13.36439242,0.27127996639999996,0.012134626667840405,0.21942537333215958
0.23317,13.20656353,0.2705317511,0.012101158242386244,0.22106884175761374
0.23438,13.0415606,0.26996601559999994,0.012075852322541348,0.22230414767745865
0.23574,12.85503555,0.2693266524,0.01204725296137173,0.22369274703862826
0.23703,12.67568454,0.26871677909999997,0.012019972713189777,0.22501002728681022
0.23848,12.4891595,0.2680272896,0.011989131152034616,0.22649086884796538
0.23961,12.30263445,0.2674870479,0.011964965595591596,0.2276450344044084
0.24081,12.14480556,0.26691054389999996,0.011939177989874327,0.22887082201012568
0.24202,11.97980263,0.26632631959999997,0.011913045047346875,0.23010695495265313
0.24331,11.81479971,0.26570024389999997,0.011885040049461757,0.23142495995053824
0.24443,11.65697082,0.26515397509999994,0.0118606048947533,0.2325693951052467
0.24548,11.49914193,0.26463956959999996,0.0118375950176097,0.2336424049823903
0.24669,11.35386761,0.26404404389999997,0.011810956552055083,0.2348790434479449
0.24789,11.16913608,0.26345054789999994,0.0117844088770298,0.2361055911229702
0.24942,10.98261103,0.26268966359999996,0.011750373754420314,0.2376696262455797
0.25071,10.76021578,0.26204449589999995,0.0117215147521079,0.2389884852478921
0.2524,10.55216861,0.26119423999999997,0.011683481947638236,0.24071651805236177
0.25385,10.37999164,0.26046017749999995,0.011650646591210819,0.2421993534087892
0.25498,10.20064063,0.2598851996,0.011624927249486666,0.24335507275051332
0.25626,10.02128962,0.25923081239999995,0.011595655849635098,0.2446643441503649
0.25755,9.83476457,0.2585679975,0.011566007470257454,0.24598399252974254
0.25884,9.65541357,0.25790185439999996,0.011536210217135051,0.24730378978286496
0.26029,9.4832366,0.25714911589999995,0.011502539464380157,0.24878746053561987
0.26157,9.31105963,0.2564811350999999,0.011472660009082179,0.2500973399909178
0.2627,9.1460567,0.25588870999999996,0.011446160236494632,0.25125383976350535
0.26399,8.97387974,0.2552092799,0.011415768642453233,0.25257423135754675
0.2652,8.80887681,0.25456895999999996,0.011387126487127128,0.25381287351287285
0.26664,8.64387388,0.2538031104,0.011352869261637753,0.25528713073836223
0.26793,8.48604499,0.25311351509999996,0.01132202296794182,0.2566079770320582
0.26922,8.32821611,0.25242059159999997,0.011291027800501128,0.2579289721994989
0.27035,8.17756126,0.2518108775,0.011263754673495836,0.25908624532650415
0.27163,8.04125449,0.2511171431,0.0112327232336798,0.2603972767663202
0.27284,7.86907753,0.2504583344,0.011203254055671139,0.2616367459443289
0.27421,7.69690056,0.24970887589999996,0.01116973002062636,0.26304026997937363
0.27574,7.52472359,0.24886745239999997,0.011132092298322191,0.2646079077016778
0.2771,7.35254662,0.24811558999999994,0.011098460734404441,0.26600153926559555
0.27855,7.18036965,0.24730989749999996,0.011062421295789342,0.2674875787042107
0.28008,7.02254077,0.24645519359999996,0.011024189527790836,0.26905581047220917
0.28153,6.86471188,0.24564085909999997,0.01098776352379439,0.2705422364762056
0.28284,6.72123107,0.24490153439999998,0.010954692783850457,0.2718853072161495
0.28426,6.57057623,0.24409625239999996,0.010918671707314627,0.27334132829268537
0.28579,6.41992138,0.24322407589999998,0.010879658372285094,0.2749103416277149
0.28724,6.28361461,0.24239318239999996,0.010842491667507606,0.2763975083324924
0.28893,6.11143764,0.24141945509999996,0.010798935862710867,0.27813106413728916
0.29054,5.9607828,0.24048650839999997,0.010757204215307164,0.27978279578469284
0.29249,5.76349669,0.23934959989999993,0.010706349150754947,0.28178365084924506
0.29416,5.59490674,0.23836989439999998,0.010662525935039122,0.28349747406496084
0.29553,5.44425189,0.23756201909999997,0.01062638885757718,0.28490361114242285
0.2973,5.31511917,0.23651270999999996,0.010579452202590673,0.28672054779740935
0.29899,5.19316048,0.23550497989999997,0.010534375418234933,0.28845562458176505
0.30084,5.05685372,0.23439529439999995,0.010484738065945671,0.2903552619340543
0.30261,4.91337291,0.23332718789999995,0.010436960584287175,0.2921730394157128
0.30446,4.76271806,0.23220410839999994,0.010386724104860932,0.2940732758951391
0.30663,4.60488918,0.23087804309999996,0.010327407865751145,0.29630259213424887
0.308,4.49727857,0.23003599999999996,0.010289742428113686,0.2977102575718863
0.30952,4.38249393,0.22909736959999996,0.010247756543073095,0.29927224345692693
0.31113,4.26053524,0.22809812309999994,0.010203059238706848,0.30092694076129317
0.31274,4.17444676,0.22709369239999994,0.0101581300398428,0.30258186996015723
0.31419,4.10270635,0.22618464389999995,0.010117467383042722,0.3040725326169573
0.31588,4.00226979,0.2251198256,0.010069836985888618,0.3058101630141114
0.31733,3.9161813,0.22420167109999997,0.01002876700851893,0.30730123299148104
0.31853,3.83009282,0.22343863909999997,0.009994635817121024,0.30853536418287897
0.31998,3.75117838,0.22251279959999998,0.009953222081945776,0.3100267779180542
0.32129,3.66508989,0.22167273589999997,0.00991564518486789,0.31137435481513215
0.32271,3.59334949,0.22075825589999998,0.009874739571591441,0.31283526042840853
0.3244,3.50008697,0.21966463999999997,0.009825821028727325,0.3145741789712727
0.32585,3.42834656,0.2187217775,0.009783645837582778,0.3160663541624172
0.32754,3.3637802,0.21761754839999997,0.009734252555572014,0.31780574744442797
0.32891,3.30638788,0.21671821189999999,0.009694024326333107,0.3192159756736669
0.33044,3.22747343,0.21570940639999997,0.009648899438250091,0.3207911005617499
0.33204,3.15573303,0.21464943839999995,0.009601485999909818,0.32243851400009016
0.33349,3.09834071,0.21368441989999998,0.009558319748525843,0.3239316802514742
0.33534,3.03377434,0.21244708439999993,0.00950297248291454,0.3258370275170855
0.33695,2.96920798,0.21136469749999995,0.009454556224552525,0.3274954437754475
0.33872,2.89029354,0.21016876159999995,0.009401060804828942,0.3293189391951711
0.34057,2.81855313,0.20891207509999998,0.009344847949458968,0.33122515205054104
0.3425,2.76116081,0.20759374999999997,0.009285877937306446,0.3332141220626936
0.34419,2.71811657,0.20643324389999995,0.009233967328291966,0.33495603267170804
0.34604,2.65355021,0.20515631839999995,0.009176849162027163,0.33686315083797286
0.34781,2.59615788,0.20392820389999997,0.009121914361051527,0.3386880856389485
0.34941,2.5459396,0.20281265189999997,0.009072014594296901,0.3403379854057031
0.3511,2.49572132,0.20162878999999995,0.009019059256778176,0.3420809407432219
0.35295,2.44909006,0.20032629749999997,0.008960797452801626,0.34398920254719834
0.35504,2.39528475,0.19884659839999996,0.008894609018773423,0.3461453909812266
0.35705,2.35941455,0.19741529749999998,0.008830585485073797,0.34821941451492616
0.35906,2.30919627,0.19597591639999998,0.008766200515873781,0.3502937994841262
0.36083,2.28050011,0.19470171109999998,0.008709204026900154,0.3521207959730998
0.36284,2.23745587,0.19324713439999996,0.008644139343177015,0.35419586065682296
0.36477,2.19441163,0.1918428471,0.00858132415506702,0.35618867584493297
0.36646,2.14419334,0.19060706839999997,0.008526046526690811,0.3579339534733092
0.36831,2.11549718,0.18924774389999996,0.008465242570000447,0.35984475742999955
0.37032,2.08680102,0.18776309759999998,0.008398832842723624,0.36192116715727635
0.37233,2.05810486,0.18627037109999997,0.008332061679946406,0.36399793832005356
0.37442,2.01506062,0.1847096636,0.008262249658434013,0.36615775034156595
0.37595,2.00071254,0.18356159749999995,0.008210895503173752,0.36773910449682623
0.37772,1.97201638,0.18222760159999996,0.008151224520322548,0.3695687754796775
0.37965,1.93614617,0.18076587749999998,0.008085840126184386,0.3715641598738156
0.3819,1.90745001,0.17905238999999995,0.008009194101089214,0.3738908058989108
0.38439,1.86440577,0.17714432789999995,0.007923844557774926,0.37646615544222506
0.38705,1.80701345,0.17509229749999997,0.00783205516711147,0.3792179448328885
0.38914,1.78549133,0.1734700604,0.007759490864496532,0.3813805091355035
0.39115,1.77114325,0.17190167749999996,0.007689335514596263,0.3834606644854037
0.3934,1.74962113,0.17013643999999994,0.007610374659775941,0.3857896253402241
0.39565,1.70657688,0.16836107749999996,0.007530960903487656,0.38811903909651235
0.3979,1.68505476,0.16657559,0.007451094245731408,0.39044890575426855
0.39951,1.67070668,0.16529175989999997,0.007393667229740608,0.39211633277025937
