qv,q2,ex,nu,RT,RL,RTQE,RLQE,RTIE,RLIE,RTE,RLE,RTNS,RLNS
0.1,0.01,0.0,0.00045,1.28e-09,3.53e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.28e-09,3.53e-09
0.1,0.01,0.0001,0.00055,1.38e-09,3.81e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.38e-09,3.81e-09
0.1,0.01,0.0002,0.00065,1.49e-09,4.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.49e-09,4.1e-09
0.1,0.01,0.0003,0.00075,1.61e-09,4.42e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.61e-09,4.42e-09
0.1,0.01,0.0004,0.00085,1.74e-09,4.76e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.74e-09,4.76e-09
0.1,0.01,0.0005,0.00095,1.88e-09,5.13e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.88e-09,5.13e-09
0.1,0.01,0.0006,0.00105,2.03e-09,5.52e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.03e-09,5.52e-09
0.1,0.01,0.0007,0.00115,2.19e-09,5.94e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.19e-09,5.94e-09
0.1,0.01,0.0008,0.00125,2.36e-09,6.39e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.36e-09,6.39e-09
0.1,0.01,0.0009,0.00135,2.55e-09,6.88e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.55e-09,6.88e-09
0.1,0.01,0.001,0.00145,2.75e-09,7.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.75e-09,7.4e-09
0.1,0.01,0.0011,0.00155,2.96e-09,7.96e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.96e-09,7.96e-09
0.1,0.01,0.0012,0.00165,3.19e-09,8.56e-09,0.0,0.0,0.0,0.0,0.0,0.0,3.19e-09,8.56e-09
0.1,0.01,0.0013,0.00175,3.44e-09,9.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,3.44e-09,9.2e-09
0.1,0.01,0.0014,0.00185,3.7e-09,9.89e-09,0.0,0.0,0.0,0.0,0.0,0.0,3.7e-09,9.89e-09
0.1,0.01,0.0015,0.00195,3.99e-09,1.06e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.99e-09,1.06e-08
0.1,0.01,0.0016,0.00205,4.29e-09,1.14e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.29e-09,1.14e-08
0.1,0.01,0.0017,0.00215,4.62e-09,1.23e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.62e-09,1.23e-08
0.1,0.00999,0.0018,0.00225,4.97e-09,1.32e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.97e-09,1.32e-08
0.1,0.00999,0.0019,0.00235,5.34e-09,1.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.34e-09,1.42e-08
0.1,0.00999,0.002,0.00245,5.75e-09,1.52e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.75e-09,1.52e-08
0.1,0.00999,0.0021,0.00255,6.18e-09,1.63e-08,0.0,0.0,0.0,0.0,0.0,0.0,6.18e-09,1.63e-08
0.1,0.00999,0.0022,0.00265,6.64e-09,1.75e-08,0.0,0.0,0.0,0.0,0.0,0.0,6.64e-09,1.75e-08
0.1,0.00999,0.0023,0.00275,7.14e-09,1.88e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.14e-09,1.88e-08
0.1,0.00999,0.0024,0.00285,7.67e-09,2.03e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.67e-09,2.03e-08
0.1,0.00999,0.0025,0.00295,8.24e-09,2.26e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.24e-09,2.26e-08
0.1,0.00999,0.0026,0.00305,8.85e-09,2.79e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.85e-09,2.79e-08
0.1,0.00999,0.0027,0.00315,9.5e-09,4.72e-08,0.0,0.0,0.0,0.0,0.0,0.0,9.5e-09,4.72e-08
0.1,0.00999,0.0028,0.00325,1.02e-08,1.23e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.02e-08,1.23e-07
0.1,0.00999,0.0029,0.00335,1.09e-08,4.11e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.09e-08,4.11e-07
0.1,0.00999,0.003,0.00345,1.17e-08,1.42e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.17e-08,1.42e-06
0.1,0.00999,0.0031,0.00355,1.26e-08,4.67e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.26e-08,4.67e-06
0.1,0.00999,0.0032,0.00365,1.35e-08,1.42e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.35e-08,1.42e-05
0.1,0.00999,0.0033,0.00375,1.45e-08,3.98e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.45e-08,3.98e-05
0.1,0.00999,0.0034,0.00385,1.55e-08,0.000102,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-08,0.000102
0.1,0.00998,0.0035,0.00395,1.66e-08,0.000241,0.0,0.0,0.0,0.0,0.0,0.0,1.66e-08,0.000241
0.1,0.00998,0.0036,0.00405,1.78e-08,0.000521,0.0,0.0,0.0,0.0,0.0,0.0,1.78e-08,0.000521
