Z,A,E0,ThetaDeg,nu,cross,error,dataSet
6,12,0.4,71.5,0.002,0,0,26
6,12,0.4,71.5,0.006,0,0,26
6,12,0.4,71.5,0.01,0,0,26
6,12,0.4,71.5,0.014,0,0,26
6,12,0.4,71.5,0.018,0,0,26
6,12,0.4,71.5,0.022,0,0,26
6,12,0.4,71.5,0.026,0,0,26
6,12,0.4,71.5,0.03,0,0,26
6,12,0.4,71.5,0.034,4.42867,3.13154,26
6,12,0.4,71.5,0.038,0,0,26
6,12,0.4,71.5,0.042,0,0,26
6,12,0.4,71.5,0.046,66.4301,12.1284,26
6,12,0.4,71.5,0.05,418.51,30.4421,26
6,12,0.4,71.5,0.054,1031.88,47.8009,26
6,12,0.4,71.5,0.058,1755.97,62.3563,26
6,12,0.4,71.5,0.062,2395.91,72.8379,26
6,12,0.4,71.5,0.066,2887.49,79.9618,26
6,12,0.4,71.5,0.07,3675.8,90.2189,26
6,12,0.4,71.5,0.074,4034.52,94.5187,26
6,12,0.4,71.5,0.078,5030.97,105.547,26
6,12,0.4,71.5,0.082,5515.91,110.517,26
6,12,0.4,71.5,0.086,5863.56,113.947,26
6,12,0.4,71.5,0.09,6616.44,121.041,26
6,12,0.4,71.5,0.094,6964.09,124.181,26
6,12,0.4,71.5,0.098,7484.46,128.737,26
6,12,0.4,71.5,0.102,7621.75,129.912,26
6,12,0.4,71.5,0.106,8155.4,134.383,26
6,12,0.4,71.5,0.11,7998.18,133.081,26
6,12,0.4,71.5,0.114,7404.74,128.049,26
6,12,0.4,71.5,0.118,7812.18,131.525,26
6,12,0.4,71.5,0.122,7209.88,126.353,26
6,12,0.4,71.5,0.126,7068.16,125.105,26
6,12,0.4,71.5,0.13,6999.52,124.496,26
6,12,0.4,71.5,0.134,6262.14,117.756,26
6,12,0.4,71.5,0.138,6025.21,115.507,26
6,12,0.4,71.5,0.142,5542.48,110.783,26
6,12,0.4,71.5,0.146,5112.9,106.403,26
6,12,0.4,71.5,0.15,4718.75,102.22,26
