Z,A,E0,ThetaDeg,nu,cross,error
6,12,0.4,71.5,0.002,0,0
6,12,0.4,71.5,0.006,0,0
6,12,0.4,71.5,0.01,0,0
6,12,0.4,71.5,0.014,0,0
6,12,0.4,71.5,0.018,0,0
6,12,0.4,71.5,0.022,0,0
6,12,0.4,71.5,0.026,0,0
6,12,0.4,71.5,0.03,0,0
6,12,0.4,71.5,0.034,4.42867,3.13154
6,12,0.4,71.5,0.038,0,0
6,12,0.4,71.5,0.042,0,0
6,12,0.4,71.5,0.046,66.4301,12.1284
6,12,0.4,71.5,0.05,418.51,30.4421
6,12,0.4,71.5,0.054,1031.88,47.8009
6,12,0.4,71.5,0.058,1755.97,62.3563
6,12,0.4,71.5,0.062,2395.91,72.8379
6,12,0.4,71.5,0.066,2887.49,79.9618
6,12,0.4,71.5,0.07,3675.8,90.2189
6,12,0.4,71.5,0.074,4034.52,94.5187
6,12,0.4,71.5,0.078,5030.97,105.547
6,12,0.4,71.5,0.082,5515.91,110.517
6,12,0.4,71.5,0.086,5863.56,113.947
6,12,0.4,71.5,0.09,6616.44,121.041
6,12,0.4,71.5,0.094,6964.09,124.181
6,12,0.4,71.5,0.098,7484.46,128.737
6,12,0.4,71.5,0.102,7621.75,129.912
6,12,0.4,71.5,0.106,8155.4,134.383
6,12,0.4,71.5,0.11,7998.18,133.081
6,12,0.4,71.5,0.114,7404.74,128.049
6,12,0.4,71.5,0.118,7812.18,131.525
6,12,0.4,71.5,0.122,7209.88,126.353
6,12,0.4,71.5,0.126,7068.16,125.105
6,12,0.4,71.5,0.13,6999.52,124.496
6,12,0.4,71.5,0.134,6262.14,117.756
6,12,0.4,71.5,0.138,6025.21,115.507
6,12,0.4,71.5,0.142,5542.48,110.783
6,12,0.4,71.5,0.146,5112.9,106.403
6,12,0.4,71.5,0.15,4718.75,102.22
6,12,0.4,71.5,0.154,4453.03,99.3001
6,12,0.4,71.5,0.158,4094.31,95.2165
6,12,0.4,71.5,0.162,3671.37,90.1645
6,12,0.4,71.5,0.166,3337,85.9607
6,12,0.4,71.5,0.17,3046.93,82.1396
6,12,0.4,71.5,0.174,2712.56,77.5018
6,12,0.4,71.5,0.178,2333.91,71.8892
6,12,0.4,71.5,0.182,2101.41,68.2145
6,12,0.4,71.5,0.186,1698.4,61.3255
6,12,0.4,71.5,0.19,1541.18,58.4182
6,12,0.4,71.5,0.194,1288.74,53.4201
6,12,0.4,71.5,0.198,1175.81,51.0259
6,12,0.4,71.5,0.202,938.879,45.596
6,12,0.4,71.5,0.206,841.448,43.1654
6,12,0.4,71.5,0.21,741.803,40.529
6,12,0.4,71.5,0.214,551.37,34.9416
6,12,0.4,71.5,0.218,478.297,32.544
6,12,0.4,71.5,0.222,387.509,29.2929
6,12,0.4,71.5,0.226,513.726,33.7278
6,12,0.4,71.5,0.23,453.939,31.7045
6,12,0.4,71.5,0.234,489.368,32.9185
6,12,0.4,71.5,0.238,527.012,34.1611
6,12,0.4,71.5,0.242,571.299,35.5675
6,12,0.4,71.5,0.246,597.871,36.3853
6,12,0.4,71.5,0.25,524.798,34.0893
6,12,0.4,71.5,0.254,533.655,34.3757
6,12,0.4,71.5,0.258,595.656,36.3178
6,12,0.4,71.5,0.262,642.157,37.7088
6,12,0.4,71.5,0.266,677.587,38.7351
6,12,0.4,71.5,0.27,657.658,38.1612
6,12,0.4,71.5,0.274,868.02,43.8416
6,12,0.4,71.5,0.278,828.162,42.8232
6,12,0.4,71.5,0.282,821.519,42.6511
6,12,0.4,71.5,0.286,938.879,45.596
6,12,0.4,71.5,0.29,974.308,46.4483
6,12,0.4,71.5,0.294,1111.6,49.613
6,12,0.4,71.5,0.298,1222.31,52.0251
6,12,0.4,71.5,0.302,1315.32,53.9681
6,12,0.4,71.5,0.306,1441.53,56.4981
6,12,0.4,71.5,0.31,1476.96,57.1882
6,12,0.4,71.5,0.314,1678.47,60.9647
6,12,0.4,71.5,0.318,1851.19,64.0246
6,12,0.4,71.5,0.322,2041.62,67.2371
6,12,0.4,71.5,0.326,2356.05,72.2295
6,12,0.4,71.5,0.33,2575.27,75.515
6,12,0.4,71.5,0.334,2732.49,77.7859
6,12,0.4,71.5,0.338,3111.14,83.0007
6,12,0.4,71.5,0.342,3071.28,82.4673
6,12,0.4,71.5,0.346,3498.65,88.0181
6,12,0.4,71.5,0.35,3771.01,91.3799
6,12,0.4,71.5,0.354,4304.67,97.6319
6,12,0.4,71.5,0.358,4213.88,96.5968
6,12,0.4,71.5,0.362,3879.52,92.6852
6,12,0.4,71.5,0.366,119.574,16.272
6,12,0.4,71.5,0.37,0,0
6,12,0.4,71.5,0.374,0,0
6,12,0.4,71.5,0.378,0,0
6,12,0.4,71.5,0.382,0,0
6,12,0.4,71.5,0.386,0,0
6,12,0.4,71.5,0.39,0,0
6,12,0.4,71.5,0.394,0,0
6,12,0.56,163.8,0.0028,0,0
6,12,0.56,163.8,0.0084,0,0
6,12,0.56,163.8,0.014,0,0
6,12,0.56,163.8,0.0196,0,0
6,12,0.56,163.8,0.0252,0,0
6,12,0.56,163.8,0.0308,0,0
6,12,0.56,163.8,0.0364,0,0
6,12,0.56,163.8,0.042,0,0
6,12,0.56,163.8,0.0476,0,0
6,12,0.56,163.8,0.0532,0,0
6,12,0.56,163.8,0.0588,0,0
6,12,0.56,163.8,0.0644,0,0
6,12,0.56,163.8,0.07,0,0
6,12,0.56,163.8,0.0756,0,0
6,12,0.56,163.8,0.0812,0,0
6,12,0.56,163.8,0.0868,0,0
6,12,0.56,163.8,0.0924,0,0
6,12,0.56,163.8,0.098,0,0
6,12,0.56,163.8,0.1036,0,0
6,12,0.56,163.8,0.1092,0,0
6,12,0.56,163.8,0.1148,0,0
6,12,0.56,163.8,0.1204,0,0
6,12,0.56,163.8,0.126,0,0
6,12,0.56,163.8,0.1316,0,0
6,12,0.56,163.8,0.1372,0,0
6,12,0.56,163.8,0.1428,0,0
6,12,0.56,163.8,0.1484,0,0
6,12,0.56,163.8,0.154,0,0
6,12,0.56,163.8,0.1596,0,0
6,12,0.56,163.8,0.1652,0,0
6,12,0.56,163.8,0.1708,0,0
6,12,0.56,163.8,0.1764,0,0
6,12,0.56,163.8,0.182,0,0
6,12,0.56,163.8,0.1876,0,0
6,12,0.56,163.8,0.1932,0,0
6,12,0.56,163.8,0.1988,0,0
6,12,0.56,163.8,0.2044,0,0
6,12,0.56,163.8,0.21,0,0
6,12,0.56,163.8,0.2156,0,0
6,12,0.56,163.8,0.2212,0,0
6,12,0.56,163.8,0.2268,0,0
6,12,0.56,163.8,0.2324,6.14269,6.14269
6,12,0.56,163.8,0.238,12.2854,8.68707
6,12,0.56,163.8,0.2436,6.14269,6.14269
6,12,0.56,163.8,0.2492,24.5708,12.2854
6,12,0.56,163.8,0.2548,30.7134,13.7355
6,12,0.56,163.8,0.2604,61.4269,19.4249
6,12,0.56,163.8,0.266,79.8549,22.1478
6,12,0.56,163.8,0.2716,85.9976,22.9838
6,12,0.56,163.8,0.2772,98.283,24.5708
6,12,0.56,163.8,0.2828,110.568,26.0612
6,12,0.56,163.8,0.2884,122.854,27.4709
6,12,0.56,163.8,0.294,110.568,26.0612
6,12,0.56,163.8,0.2996,178.138,33.0794
6,12,0.56,163.8,0.3052,171.995,32.504
6,12,0.56,163.8,0.3108,171.995,32.504
6,12,0.56,163.8,0.3164,153.567,30.7134
6,12,0.56,163.8,0.322,190.423,34.201
6,12,0.56,163.8,0.3276,159.71,31.3217
6,12,0.56,163.8,0.3332,190.423,34.201
6,12,0.56,163.8,0.3388,178.138,33.0794
6,12,0.56,163.8,0.3444,159.71,31.3217
6,12,0.56,163.8,0.35,221.137,36.8561
6,12,0.56,163.8,0.3556,190.423,34.201
6,12,0.56,163.8,0.3612,128.996,28.1493
6,12,0.56,163.8,0.3668,122.854,27.4709
6,12,0.56,163.8,0.3724,159.71,31.3217
6,12,0.56,163.8,0.378,196.566,34.7483
6,12,0.56,163.8,0.3836,208.851,35.8177
6,12,0.56,163.8,0.3892,221.137,36.8561
6,12,0.56,163.8,0.3948,128.996,28.1493
6,12,0.56,163.8,0.4004,196.566,34.7483
6,12,0.56,163.8,0.406,221.137,36.8561
6,12,0.56,163.8,0.4116,184.281,33.6449
6,12,0.56,163.8,0.4172,214.994,36.3406
6,12,0.56,163.8,0.4228,251.85,39.3324
6,12,0.56,163.8,0.4284,276.421,41.2064
6,12,0.56,163.8,0.434,380.847,48.3676
6,12,0.56,163.8,0.4396,399.275,49.5239
6,12,0.56,163.8,0.4452,294.849,42.5578
6,12,0.56,163.8,0.4508,362.419,47.1829
6,12,0.56,163.8,0.4564,491.415,54.9419
6,12,0.56,163.8,0.462,448.416,52.4831
6,12,0.56,163.8,0.4676,405.417,49.9034
6,12,0.56,163.8,0.4732,423.845,51.025
6,12,0.56,163.8,0.4788,472.987,53.9019
6,12,0.56,163.8,0.4844,393.132,49.1415
6,12,0.56,163.8,0.49,491.415,54.9419
6,12,0.56,163.8,0.4956,497.558,55.2842
6,12,0.56,163.8,0.5012,515.986,56.2987
6,12,0.56,163.8,0.5068,509.843,55.9625
6,12,0.56,163.8,0.5124,393.132,49.1415
6,12,0.56,163.8,0.518,386.989,48.7561
6,12,0.56,163.8,0.5236,399.275,49.5239
6,12,0.56,163.8,0.5292,362.419,47.1829
6,12,0.56,163.8,0.5348,417.703,50.6539
6,12,0.56,163.8,0.5404,337.848,45.5554
6,12,0.56,163.8,0.546,350.133,46.3763
6,12,0.56,163.8,0.5516,61.4269,19.4249
6,12,0.24,156.667,0.0012,72.0679,21.7293
6,12,0.24,156.667,0.0036,32.7581,14.6499
6,12,0.24,156.667,0.006,65.5162,20.7181
6,12,0.24,156.667,0.0084,45.8614,17.334
6,12,0.24,156.667,0.0108,52.413,18.5308
6,12,0.24,156.667,0.0132,85.1711,23.6222
6,12,0.24,156.667,0.0156,58.9646,19.6549
6,12,0.24,156.667,0.018,72.0679,21.7293
6,12,0.24,156.667,0.0204,85.1711,23.6222
6,12,0.24,156.667,0.0228,104.826,26.2065
6,12,0.24,156.667,0.0252,98.2744,25.3743
6,12,0.24,156.667,0.0276,111.378,27.013
6,12,0.24,156.667,0.03,85.1711,23.6222
6,12,0.24,156.667,0.0324,117.929,27.7962
6,12,0.24,156.667,0.0348,157.239,32.0963
6,12,0.24,156.667,0.0372,203.1,36.4779
6,12,0.24,156.667,0.0396,111.378,27.013
6,12,0.24,156.667,0.042,222.755,38.2022
6,12,0.24,156.667,0.0444,242.41,39.852
6,12,0.24,156.667,0.0468,301.375,44.4353
6,12,0.24,156.667,0.0492,379.994,49.8957
6,12,0.24,156.667,0.0516,438.959,53.6274
6,12,0.24,156.667,0.054,746.885,69.9522
6,12,0.24,156.667,0.0564,904.124,76.9642
6,12,0.24,156.667,0.0588,995.847,80.7739
6,12,0.24,156.667,0.0612,1382.39,95.1678
6,12,0.24,156.667,0.0636,1382.39,95.1678
6,12,0.24,156.667,0.066,1546.18,100.648
6,12,0.24,156.667,0.0684,1716.53,106.047
6,12,0.24,156.667,0.0708,1978.59,113.855
6,12,0.24,156.667,0.0732,2083.42,116.832
6,12,0.24,156.667,0.0756,2135.83,118.293
6,12,0.24,156.667,0.078,2397.89,125.34
6,12,0.24,156.667,0.0804,2574.79,129.881
6,12,0.24,156.667,0.0828,2673.06,132.336
6,12,0.24,156.667,0.0852,2535.48,128.886
6,12,0.24,156.667,0.0876,3053.06,141.43
6,12,0.24,156.667,0.09,2948.23,138.981
6,12,0.24,156.667,0.0924,2843.41,136.488
6,12,0.24,156.667,0.0948,2974.44,139.597
6,12,0.24,156.667,0.0972,3151.33,143.688
6,12,0.24,156.667,0.0996,3000.64,140.211
6,12,0.24,156.667,0.102,2764.79,134.588
6,12,0.24,156.667,0.1044,2849.96,136.645
6,12,0.24,156.667,0.1068,2640.3,131.523
6,12,0.24,156.667,0.1092,2764.79,134.588
6,12,0.24,156.667,0.1116,2443.76,126.533
6,12,0.24,156.667,0.114,2640.3,131.523
6,12,0.24,156.667,0.1164,2181.69,119.556
6,12,0.24,156.667,0.1188,2266.86,121.867
6,12,0.24,156.667,0.1212,2338.93,123.789
6,12,0.24,156.667,0.1236,2273.41,122.043
6,12,0.24,156.667,0.126,1867.21,110.604
6,12,0.24,156.667,0.1284,1965.49,113.477
6,12,0.24,156.667,0.1308,2253.76,121.515
6,12,0.24,156.667,0.1332,1611.7,102.758
6,12,0.24,156.667,0.1356,1598.6,102.34
6,12,0.24,156.667,0.138,1474.12,98.2744
6,12,0.24,156.667,0.1404,1336.53,93.5759
6,12,0.24,156.667,0.1428,1323.43,93.1161
6,12,0.24,156.667,0.1452,1198.95,88.6287
6,12,0.24,156.667,0.1476,943.434,78.6195
6,12,0.24,156.667,0.15,1015.5,81.5671
6,12,0.24,156.667,0.1524,812.401,72.9558
6,12,0.24,156.667,0.1548,805.85,72.661
6,12,0.24,156.667,0.1572,674.817,66.4917
6,12,0.24,156.667,0.1596,746.885,69.9522
6,12,0.24,156.667,0.162,622.404,63.8573
6,12,0.24,156.667,0.1644,491.372,56.7387
6,12,0.24,156.667,0.1668,340.684,47.2444
6,12,0.24,156.667,0.1692,288.271,43.4586
6,12,0.24,156.667,0.1716,242.41,39.852
6,12,0.24,156.667,0.174,203.1,36.4779
6,12,0.24,156.667,0.1764,163.791,32.7581
6,12,0.24,156.667,0.1788,117.929,27.7962
6,12,0.24,156.667,0.1812,104.826,26.2065
6,12,0.24,156.667,0.1836,131.032,29.2998
6,12,0.24,156.667,0.186,85.1711,23.6222
6,12,0.24,156.667,0.1884,104.826,26.2065
6,12,0.24,156.667,0.1908,131.032,29.2998
6,12,0.24,156.667,0.1932,111.378,27.013
6,12,0.24,156.667,0.1956,157.239,32.0963
6,12,0.24,156.667,0.198,98.2744,25.3743
6,12,0.24,156.667,0.2004,91.7227,24.5139
6,12,0.24,156.667,0.2028,91.7227,24.5139
6,12,0.24,156.667,0.2052,111.378,27.013
6,12,0.24,156.667,0.2076,111.378,27.013
6,12,0.24,156.667,0.21,111.378,27.013
6,12,0.24,156.667,0.2124,111.378,27.013
6,12,0.24,156.667,0.2148,78.6195,22.6955
6,12,0.24,156.667,0.2172,98.2744,25.3743
6,12,0.24,156.667,0.2196,0,0
6,12,0.24,156.667,0.222,0,0
6,12,0.24,156.667,0.2244,0,0
6,12,0.24,156.667,0.2268,0,0
6,12,0.24,156.667,0.2292,0,0
6,12,0.24,156.667,0.2316,0,0
6,12,0.24,156.667,0.234,0,0
6,12,0.24,156.667,0.2364,0,0
6,12,0.24,77.3333,0.0012,109.048,17.0304
6,12,0.24,77.3333,0.0036,143.624,19.5447
6,12,0.24,77.3333,0.006,101.068,16.3955
6,12,0.24,77.3333,0.0084,125.006,18.234
6,12,0.24,77.3333,0.0108,196.818,22.8796
6,12,0.24,77.3333,0.0132,172.88,21.4432
6,12,0.24,77.3333,0.0156,164.901,20.9425
6,12,0.24,77.3333,0.018,162.242,20.7729
6,12,0.24,77.3333,0.0204,202.137,23.1867
6,12,0.24,77.3333,0.0228,215.435,23.9373
6,12,0.24,77.3333,0.0252,239.373,25.2321
6,12,0.24,77.3333,0.0276,236.713,25.0915
6,12,0.24,77.3333,0.03,992.067,51.3673
6,12,0.24,77.3333,0.0324,2638.42,83.7699
6,12,0.24,77.3333,0.0348,4747.56,112.37
6,12,0.24,77.3333,0.0372,7537.58,141.59
6,12,0.24,77.3333,0.0396,10162.7,164.407
6,12,0.24,77.3333,0.042,13152.2,187.032
6,12,0.24,77.3333,0.0444,16479.5,209.357
6,12,0.24,77.3333,0.0468,19466.3,227.54
6,12,0.24,77.3333,0.0492,22229.7,243.155
6,12,0.24,77.3333,0.0516,24886.8,257.277
6,12,0.24,77.3333,0.054,27347,269.694
6,12,0.24,77.3333,0.0564,29014.6,277.795
6,12,0.24,77.3333,0.0588,28613,275.866
6,12,0.24,77.3333,0.0612,28767.3,276.608
6,12,0.24,77.3333,0.0636,28227.4,274
6,12,0.24,77.3333,0.066,27405.5,269.982
6,12,0.24,77.3333,0.0684,26724.6,266.607
6,12,0.24,77.3333,0.0708,25570.3,260.786
6,12,0.24,77.3333,0.0732,24314.9,254.304
6,12,0.24,77.3333,0.0756,23431.9,249.643
6,12,0.24,77.3333,0.078,22522.3,244.75
6,12,0.24,77.3333,0.0804,21064.8,236.698
6,12,0.24,77.3333,0.0828,20442.4,233.175
6,12,0.24,77.3333,0.0852,19016.8,224.898
6,12,0.24,77.3333,0.0876,18038.1,219.034
6,12,0.24,77.3333,0.09,17048.7,212.942
6,12,0.24,77.3333,0.0924,16067.2,206.722
6,12,0.24,77.3333,0.0948,14974.1,199.566
6,12,0.24,77.3333,0.0972,14088.4,193.574
6,12,0.24,77.3333,0.0996,12904.8,185.265
6,12,0.24,77.3333,0.102,11910.1,177.981
6,12,0.24,77.3333,0.1044,10894.1,170.221
6,12,0.24,77.3333,0.1068,10059,163.566
6,12,0.24,77.3333,0.1092,9452.56,158.559
6,12,0.24,77.3333,0.1116,8255.7,148.181
6,12,0.24,77.3333,0.114,7308.85,139.425
6,12,0.24,77.3333,0.1164,6699.78,133.489
6,12,0.24,77.3333,0.1188,5928.46,125.57
6,12,0.24,77.3333,0.1212,5165.13,117.208
6,12,0.24,77.3333,0.1236,4322.01,107.216
6,12,0.24,77.3333,0.126,3798.05,100.507
6,12,0.24,77.3333,0.1284,3210.25,92.4029
6,12,0.24,77.3333,0.1308,2577.25,82.7931
6,12,0.24,77.3333,0.1332,2063.92,74.0906
6,12,0.24,77.3333,0.1356,1598.48,65.2033
6,12,0.24,77.3333,0.138,1202.18,56.5459
6,12,0.24,77.3333,0.1404,811.208,46.4496
6,12,0.24,77.3333,0.1428,462.787,35.0838
6,12,0.24,77.3333,0.1452,343.101,30.2084
6,12,0.24,77.3333,0.1476,220.755,24.231
6,12,0.24,77.3333,0.15,167.561,21.1107
6,12,0.24,77.3333,0.1524,148.943,19.9033
6,12,0.24,77.3333,0.1548,196.818,22.8796
6,12,0.24,77.3333,0.1572,188.838,22.411
6,12,0.24,77.3333,0.1596,183.519,22.0931
6,12,0.24,77.3333,0.162,196.818,22.8796
6,12,0.24,77.3333,0.1644,175.54,21.6075
6,12,0.24,77.3333,0.1668,159.582,20.6019
6,12,0.24,77.3333,0.1692,172.88,21.4432
6,12,0.24,77.3333,0.1716,199.477,23.0337
6,12,0.24,77.3333,0.174,178.2,21.7706
6,12,0.24,77.3333,0.1764,148.943,19.9033
6,12,0.24,77.3333,0.1788,156.922,20.4295
6,12,0.24,77.3333,0.1812,175.54,21.6075
6,12,0.24,77.3333,0.1836,167.561,21.1107
6,12,0.24,77.3333,0.186,132.985,18.8069
6,12,0.24,77.3333,0.1884,7.97909,4.60673
6,12,0.24,77.3333,0.1908,0,0
6,12,0.24,77.3333,0.1932,0,0
6,12,0.24,77.3333,0.1956,0,0
6,12,0.24,77.3333,0.198,0,0
6,12,0.24,77.3333,0.2004,0,0
6,12,0.24,77.3333,0.2028,0,0
6,12,0.24,77.3333,0.2052,0,0
6,12,0.24,77.3333,0.2076,0,0
6,12,0.24,77.3333,0.21,0,0
6,12,0.24,77.3333,0.2124,0,0
6,12,0.24,77.3333,0.2148,0,0
6,12,0.24,77.3333,0.2172,0,0
6,12,0.24,77.3333,0.2196,0,0
6,12,0.24,77.3333,0.222,0,0
6,12,0.24,77.3333,0.2244,0,0
6,12,0.24,77.3333,0.2268,0,0
6,12,0.24,77.3333,0.2292,0,0
6,12,0.24,77.3333,0.2316,0,0
6,12,0.24,77.3333,0.234,0,0
6,12,0.24,77.3333,0.2364,0,0
6,12,0.16,176,0.0008,33.092,33.092
6,12,0.16,176,0.0024,99.2761,57.3171
6,12,0.16,176,0.004,99.2761,57.3171
6,12,0.16,176,0.0056,66.184,46.7992
6,12,0.16,176,0.0072,0,0
6,12,0.16,176,0.0088,0,0
6,12,0.16,176,0.0104,66.184,46.7992
6,12,0.16,176,0.012,99.2761,57.3171
6,12,0.16,176,0.0136,99.2761,57.3171
6,12,0.16,176,0.0152,0,0
6,12,0.16,176,0.0168,165.46,73.996
6,12,0.16,176,0.0184,132.368,66.184
6,12,0.16,176,0.02,66.184,46.7992
6,12,0.16,176,0.0216,99.2761,57.3171
6,12,0.16,176,0.0232,165.46,73.996
6,12,0.16,176,0.0248,231.644,87.5533
6,12,0.16,176,0.0264,132.368,66.184
6,12,0.16,176,0.028,297.828,99.2761
6,12,0.16,176,0.0296,198.552,81.0586
6,12,0.16,176,0.0312,397.104,114.634
6,12,0.16,176,0.0328,496.38,128.165
6,12,0.16,176,0.0344,1058.94,187.197
6,12,0.16,176,0.036,1158.22,195.775
6,12,0.16,176,0.0376,1786.97,243.176
6,12,0.16,176,0.0392,2051.71,260.567
6,12,0.16,176,0.0408,2415.72,282.738
6,12,0.16,176,0.0424,2779.73,303.293
6,12,0.16,176,0.044,3673.21,348.646
6,12,0.16,176,0.0456,3838.67,356.412
6,12,0.16,176,0.0472,3706.31,350.213
6,12,0.16,176,0.0488,4599.79,390.149
6,12,0.16,176,0.0504,4566.7,388.743
6,12,0.16,176,0.052,5526.37,427.643
6,12,0.16,176,0.0536,6353.67,458.536
6,12,0.16,176,0.0552,6353.67,458.536
6,12,0.16,176,0.0568,6122.02,450.1
6,12,0.16,176,0.0584,7412.61,495.276
6,12,0.16,176,0.06,7511.89,498.582
6,12,0.16,176,0.0616,7180.97,487.476
6,12,0.16,176,0.0632,6320.58,457.341
6,12,0.16,176,0.0648,6386.76,459.729
6,12,0.16,176,0.0664,7478.8,497.482
6,12,0.16,176,0.068,6088.93,448.882
6,12,0.16,176,0.0696,6949.32,479.549
6,12,0.16,176,0.0712,7478.8,497.482
6,12,0.16,176,0.0728,6188.21,452.527
6,12,0.16,176,0.0744,6353.67,458.536
6,12,0.16,176,0.076,7015.51,481.827
6,12,0.16,176,0.0776,6883.14,477.26
6,12,0.16,176,0.0792,5923.47,442.741
6,12,0.16,176,0.0808,5261.63,417.274
6,12,0.16,176,0.0824,5029.99,407.986
6,12,0.16,176,0.084,4699.07,394.337
6,12,0.16,176,0.0856,5096.17,410.661
6,12,0.16,176,0.0872,5394,422.491
6,12,0.16,176,0.0888,4831.43,399.852
6,12,0.16,176,0.0904,4434.33,383.068
6,12,0.16,176,0.092,3971.04,362.505
6,12,0.16,176,0.0936,5162.36,413.319
6,12,0.16,176,0.0952,4368.15,380.198
6,12,0.16,176,0.0968,4235.78,374.393
6,12,0.16,176,0.0984,4202.69,372.928
6,12,0.16,176,0.1,4202.69,372.928
6,12,0.16,176,0.1016,3706.31,350.213
6,12,0.16,176,0.1032,4136.5,369.98
6,12,0.16,176,0.1048,3805.58,354.872
6,12,0.16,176,0.1064,3408.48,335.847
6,12,0.16,176,0.108,3143.74,322.541
6,12,0.16,176,0.1096,2647.36,295.984
6,12,0.16,176,0.1112,2217.17,270.87
6,12,0.16,176,0.1128,2978.28,313.938
6,12,0.16,176,0.1144,2250.26,272.884
6,12,0.16,176,0.116,1389.86,214.461
6,12,0.16,176,0.1176,1919.34,252.021
6,12,0.16,176,0.1192,1323.68,209.292
6,12,0.16,176,0.1208,1356.77,211.892
6,12,0.16,176,0.1224,1158.22,195.775
6,12,0.16,176,0.124,628.748,144.245
6,12,0.16,176,0.1256,562.564,136.442
6,12,0.16,176,0.1272,0,0
6,12,0.16,176,0.1288,99.2761,57.3171
6,12,0.16,176,0.1304,0,0
6,12,0.16,176,0.132,0,0
6,12,0.16,176,0.1336,0,0
6,12,0.16,176,0.1352,0,0
6,12,0.16,176,0.1368,0,0
6,12,0.16,176,0.1384,0,0
6,12,0.16,176,0.14,0,0
6,12,0.16,176,0.1416,0,0
6,12,0.16,176,0.1432,0,0
6,12,0.16,176,0.1448,0,0
6,12,0.16,176,0.1464,0,0
6,12,0.16,176,0.148,0,0
6,12,0.16,176,0.1496,0,0
6,12,0.16,176,0.1512,0,0
6,12,0.16,176,0.1528,0,0
6,12,0.16,176,0.1544,0,0
6,12,0.16,176,0.156,0,0
6,12,0.16,176,0.1576,0,0
6,12,0.62,130.5,0.0031,0,0
6,12,0.62,130.5,0.0093,0,0
6,12,0.62,130.5,0.0155,0,0
6,12,0.62,130.5,0.0217,0,0
6,12,0.62,130.5,0.0279,0,0
6,12,0.62,130.5,0.0341,0,0
6,12,0.62,130.5,0.0403,0,0
6,12,0.62,130.5,0.0465,0,0
6,12,0.62,130.5,0.0527,0,0
6,12,0.62,130.5,0.0589,0,0
6,12,0.62,130.5,0.0651,0,0
6,12,0.62,130.5,0.0713,0,0
6,12,0.62,130.5,0.0775,0,0
6,12,0.62,130.5,0.0837,0,0
6,12,0.62,130.5,0.0899,0,0
6,12,0.62,130.5,0.0961,0,0
6,12,0.62,130.5,0.1023,0,0
6,12,0.62,130.5,0.1085,0,0
6,12,0.62,130.5,0.1147,0,0
6,12,0.62,130.5,0.1209,0,0
6,12,0.62,130.5,0.1271,0,0
6,12,0.62,130.5,0.1333,0,0
6,12,0.62,130.5,0.1395,0,0
6,12,0.62,130.5,0.1457,0,0
6,12,0.62,130.5,0.1519,0,0
6,12,0.62,130.5,0.1581,0,0
6,12,0.62,130.5,0.1643,0,0
6,12,0.62,130.5,0.1705,0,0
6,12,0.62,130.5,0.1767,0,0
6,12,0.62,130.5,0.1829,0,0
6,12,0.62,130.5,0.1891,0,0
6,12,0.62,130.5,0.1953,0,0
6,12,0.62,130.5,0.2015,2.10029,2.10029
6,12,0.62,130.5,0.2077,0,0
6,12,0.62,130.5,0.2139,0,0
6,12,0.62,130.5,0.2201,0,0
6,12,0.62,130.5,0.2263,0,0
6,12,0.62,130.5,0.2325,0,0
6,12,0.62,130.5,0.2387,2.10029,2.10029
6,12,0.62,130.5,0.2449,4.20058,2.97026
6,12,0.62,130.5,0.2511,12.6017,5.14464
6,12,0.62,130.5,0.2573,10.5015,4.69639
6,12,0.62,130.5,0.2635,21.0029,6.6417
6,12,0.62,130.5,0.2697,21.0029,6.6417
6,12,0.62,130.5,0.2759,29.4041,7.85857
6,12,0.62,130.5,0.2821,48.3067,10.0726
6,12,0.62,130.5,0.2883,46.2064,9.85124
6,12,0.62,130.5,0.2945,63.0087,11.5038
6,12,0.62,130.5,0.3007,75.6105,12.6017
6,12,0.62,130.5,0.3069,86.1119,13.4484
6,12,0.62,130.5,0.3131,109.215,15.1454
6,12,0.62,130.5,0.3193,121.817,15.9953
6,12,0.62,130.5,0.3255,147.02,17.5723
6,12,0.62,130.5,0.3317,142.82,17.3194
6,12,0.62,130.5,0.3379,168.023,18.7856
6,12,0.62,130.5,0.3441,140.719,17.1916
6,12,0.62,130.5,0.3503,149.121,17.6974
6,12,0.62,130.5,0.3565,132.318,16.6705
6,12,0.62,130.5,0.3627,199.528,20.4711
6,12,0.62,130.5,0.3689,155.422,18.0674
6,12,0.62,130.5,0.3751,136.519,16.9331
6,12,0.62,130.5,0.3813,153.321,17.9449
6,12,0.62,130.5,0.3875,107.115,14.9991
6,12,0.62,130.5,0.3937,134.419,16.8023
6,12,0.62,130.5,0.3999,126.017,16.2688
6,12,0.62,130.5,0.4061,134.419,16.8023
6,12,0.62,130.5,0.4123,144.92,17.4463
6,12,0.62,130.5,0.4185,128.118,16.4038
6,12,0.62,130.5,0.4247,140.719,17.1916
6,12,0.62,130.5,0.4309,147.02,17.5723
6,12,0.62,130.5,0.4371,155.422,18.0674
6,12,0.62,130.5,0.4433,165.923,18.6678
6,12,0.62,130.5,0.4495,186.926,19.8141
6,12,0.62,130.5,0.4557,205.829,20.7918
6,12,0.62,130.5,0.4619,237.333,22.3264
6,12,0.62,130.5,0.4681,287.74,24.5833
6,12,0.62,130.5,0.4743,275.138,24.0389
6,12,0.62,130.5,0.4805,342.347,26.8147
6,12,0.62,130.5,0.4867,361.25,27.5451
