Z,A,E0,ThetaDeg,nu,cross,error
6,12,3.595,151.667,2.96588,0,0
6,12,3.595,151.667,3.00183,0,0
6,12,3.595,151.667,3.03777,0,0
6,12,3.595,151.667,3.07373,0,0
6,12,3.595,151.667,3.10968,0,0
6,12,3.595,151.667,3.14562,0,0
6,12,3.595,151.667,3.18158,0,0
6,12,3.595,151.667,3.21753,0.890703,0.890703
6,12,3.595,151.667,3.25347,0,0
6,12,3.595,151.667,3.28943,0.890703,0.890703
6,12,3.595,151.667,3.32538,0,0
6,12,3.595,151.667,3.36132,2.67211,1.54274
6,12,3.595,151.667,3.39728,2.67211,1.54274
6,12,3.595,151.667,3.43323,2.67211,1.54274
6,12,3.595,151.667,3.46917,4.45351,1.99167
6,12,3.595,151.667,3.50513,6.23492,2.35658
6,12,3.595,151.667,3.54108,8.90703,2.81665
6,12,0.2,142.667,0.001,61.3309,16.3914
6,12,0.2,142.667,0.003,43.8078,13.8532
6,12,0.2,142.667,0.005,43.8078,13.8532
6,12,0.2,142.667,0.007,74.4732,18.0624
6,12,0.2,142.667,0.009,78.854,18.5861
6,12,0.2,142.667,0.011,48.1885,14.5294
6,12,0.2,142.667,0.013,96.3771,20.5477
6,12,0.2,142.667,0.015,153.327,25.917
6,12,0.2,142.667,0.017,100.758,21.0095
6,12,0.2,142.667,0.019,105.139,21.4613
6,12,0.2,142.667,0.021,144.566,25.1656
6,12,0.2,142.667,0.023,166.47,27.0049
6,12,0.2,142.667,0.025,105.139,21.4613
6,12,0.2,142.667,0.027,175.231,27.7065
6,12,0.2,142.667,0.029,131.423,23.9945
6,12,0.2,142.667,0.031,179.612,28.0507
6,12,0.2,142.667,0.033,127.043,23.5912
6,12,0.2,142.667,0.035,245.324,32.7827
6,12,0.2,142.667,0.037,280.37,35.0462
6,12,0.2,142.667,0.039,569.501,49.9485
6,12,0.2,142.667,0.041,801.682,59.2621
6,12,0.2,142.667,0.043,1103.96,69.5427
6,12,0.2,142.667,0.045,1419.37,78.854
6,12,0.2,142.667,0.047,1870.59,90.5243
6,12,0.2,142.667,0.049,2409.43,102.738
6,12,0.2,142.667,0.051,2794.94,110.653
6,12,0.2,142.667,0.053,3224.25,118.848
6,12,0.2,142.667,0.055,3820.04,129.363
6,12,0.2,142.667,0.057,4060.98,133.38
6,12,0.2,142.667,0.059,4424.59,139.223
6,12,0.2,142.667,0.061,4796.95,144.963
6,12,0.2,142.667,0.063,4858.28,145.887
6,12,0.2,142.667,0.065,5033.51,148.495
6,12,0.2,142.667,0.067,5375.21,153.452
6,12,0.2,142.667,0.069,5506.64,155.317
6,12,0.2,142.667,0.071,5572.35,156.241
6,12,0.2,142.667,0.073,5528.54,155.626
6,12,0.2,142.667,0.075,5721.3,158.315
6,12,0.2,142.667,0.077,5581.11,156.364
6,12,0.2,142.667,0.079,5445.31,154.45
6,12,0.2,142.667,0.081,5603.01,156.67
6,12,0.2,142.667,0.083,5064.18,148.946
6,12,0.2,142.667,0.085,5138.65,150.038
6,12,0.2,142.667,0.087,4818.85,145.294
6,12,0.2,142.667,0.089,4626.1,142.358
6,12,0.2,142.667,0.091,4796.95,144.963
6,12,0.2,142.667,0.093,4529.72,140.868
6,12,0.2,142.667,0.095,4547.25,141.14
6,12,0.2,142.667,0.097,4179.26,135.309
6,12,0.2,142.667,0.099,4188.02,135.45
6,12,0.2,142.667,0.101,3793.75,128.917
6,12,0.2,142.667,0.103,4047.84,133.164
6,12,0.2,142.667,0.105,3679.85,126.967
6,12,0.2,142.667,0.107,3417.01,122.348
6,12,0.2,142.667,0.109,3417.01,122.348
6,12,0.2,142.667,0.111,2943.88,113.563
6,12,0.2,142.667,0.113,2851.89,111.774
6,12,0.2,142.667,0.115,2707.32,108.904
6,12,0.2,142.667,0.117,2659.13,107.931
6,12,0.2,142.667,0.119,2457.62,103.761
6,12,0.2,142.667,0.121,2186.01,97.8592
6,12,0.2,142.667,0.123,2120.3,96.3771
6,12,0.2,142.667,0.125,1901.26,91.2633
6,12,0.2,142.667,0.127,1620.89,84.2659
6,12,0.2,142.667,0.129,1511.37,81.3693
6,12,0.2,142.667,0.131,1292.33,75.2423
6,12,0.2,142.667,0.133,1371.18,77.5039
6,12,0.2,142.667,0.135,1099.58,69.4046
6,12,0.2,142.667,0.137,841.109,60.7018
6,12,0.2,142.667,0.139,639.593,52.9331
6,12,0.2,142.667,0.141,578.263,50.3313
6,12,0.2,142.667,0.143,372.366,40.3888
6,12,0.2,142.667,0.145,324.178,37.6849
6,12,0.2,142.667,0.147,192.754,29.0588
6,12,0.2,142.667,0.149,148.946,25.5441
6,12,0.2,142.667,0.151,87.6155,19.5914
6,12,0.2,142.667,0.153,105.139,21.4613
6,12,0.2,142.667,0.155,96.3771,20.5477
6,12,0.2,142.667,0.157,70.0924,17.5231
6,12,0.2,142.667,0.159,70.0924,17.5231
6,12,0.2,142.667,0.161,65.7117,16.9667
6,12,0.2,142.667,0.163,96.3771,20.5477
6,12,0.2,142.667,0.165,48.1885,14.5294
6,12,0.2,142.667,0.167,43.8078,13.8532
6,12,0.2,142.667,0.169,74.4732,18.0624
6,12,0.2,142.667,0.171,52.5693,15.1755
6,12,0.2,142.667,0.173,0,0
6,12,0.2,142.667,0.175,0,0
6,12,0.2,142.667,0.177,0,0
6,12,0.2,142.667,0.179,0,0
6,12,0.2,142.667,0.181,0,0
6,12,0.2,142.667,0.183,0,0
6,12,0.2,142.667,0.185,0,0
6,12,0.2,142.667,0.187,0,0
6,12,0.2,142.667,0.189,0,0
6,12,0.2,142.667,0.191,0,0
6,12,0.2,142.667,0.193,0,0
6,12,0.2,142.667,0.195,0,0
6,12,0.2,142.667,0.197,0,0
6,12,0.48,169.333,0.0024,0,0
6,12,0.48,169.333,0.0072,0,0
6,12,0.48,169.333,0.012,0,0
6,12,0.48,169.333,0.0168,0,0
6,12,0.48,169.333,0.0216,0,0
6,12,0.48,169.333,0.0264,0,0
6,12,0.48,169.333,0.0312,0,0
6,12,0.48,169.333,0.036,0,0
6,12,0.48,169.333,0.0408,0,0
6,12,0.48,169.333,0.0456,0,0
6,12,0.48,169.333,0.0504,0,0
6,12,0.48,169.333,0.0552,0,0
6,12,0.48,169.333,0.06,0,0
6,12,0.48,169.333,0.0648,0,0
6,12,0.48,169.333,0.0696,0,0
6,12,0.48,169.333,0.0744,0,0
6,12,0.48,169.333,0.0792,0,0
6,12,0.48,169.333,0.084,0,0
6,12,0.48,169.333,0.0888,0,0
6,12,0.48,169.333,0.0936,0,0
6,12,0.48,169.333,0.0984,0,0
6,12,0.48,169.333,0.1032,0,0
6,12,0.48,169.333,0.108,0,0
6,12,0.48,169.333,0.1128,0,0
6,12,0.48,169.333,0.1176,0,0
6,12,0.48,169.333,0.1224,0,0
6,12,0.48,169.333,0.1272,0,0
6,12,0.48,169.333,0.132,0,0
6,12,0.48,169.333,0.1368,0,0
6,12,0.48,169.333,0.1416,0,0
6,12,0.48,169.333,0.1464,0,0
6,12,0.48,169.333,0.1512,0,0
6,12,0.48,169.333,0.156,0,0
6,12,0.48,169.333,0.1608,0,0
6,12,0.48,169.333,0.1656,0,0
6,12,0.48,169.333,0.1704,0,0
6,12,0.48,169.333,0.1752,0,0
6,12,0.48,169.333,0.18,0,0
6,12,0.48,169.333,0.1848,30.6843,17.7156
6,12,0.48,169.333,0.1896,30.6843,17.7156
6,12,0.48,169.333,0.1944,30.6843,17.7156
6,12,0.48,169.333,0.1992,81.8248,28.9294
6,12,0.48,169.333,0.204,112.509,33.9228
6,12,0.48,169.333,0.2088,71.5967,27.061
6,12,0.48,169.333,0.2136,61.3686,25.0536
6,12,0.48,169.333,0.2184,81.8248,28.9294
6,12,0.48,169.333,0.2232,173.878,42.1716
6,12,0.48,169.333,0.228,214.79,46.8711
6,12,0.48,169.333,0.2328,143.193,38.2701
6,12,0.48,169.333,0.2376,143.193,38.2701
6,12,0.48,169.333,0.2424,214.79,46.8711
6,12,0.48,169.333,0.2472,245.474,50.1073
6,12,0.48,169.333,0.252,245.474,50.1073
6,12,0.48,169.333,0.2568,327.299,57.8589
6,12,0.48,169.333,0.2616,317.071,56.9477
6,12,0.48,169.333,0.2664,265.931,52.1533
6,12,0.48,169.333,0.2712,214.79,46.8711
6,12,0.48,169.333,0.276,204.562,45.7415
6,12,0.48,169.333,0.2808,235.246,49.0523
6,12,0.48,169.333,0.2856,245.474,50.1073
6,12,0.48,169.333,0.2904,286.387,54.122
6,12,0.48,169.333,0.2952,194.334,44.5833
6,12,0.48,169.333,0.3,214.79,46.8711
6,12,0.48,169.333,0.3048,337.527,58.756
6,12,0.48,169.333,0.3096,286.387,54.122
6,12,0.48,169.333,0.3144,163.65,40.9124
6,12,0.48,169.333,0.3192,378.44,62.2151
6,12,0.48,169.333,0.324,368.212,61.3686
6,12,0.48,169.333,0.3288,327.299,57.8589
6,12,0.48,169.333,0.3336,225.018,47.9741
6,12,0.48,169.333,0.3384,255.703,51.1405
6,12,0.48,169.333,0.3432,194.334,44.5833
6,12,0.48,169.333,0.348,317.071,56.9477
6,12,0.48,169.333,0.3528,306.843,56.0216
6,12,0.48,169.333,0.3576,235.246,49.0523
6,12,0.48,169.333,0.3624,296.615,55.08
6,12,0.48,169.333,0.3672,317.071,56.9477
6,12,0.48,169.333,0.372,225.018,47.9741
6,12,0.48,169.333,0.3768,409.124,64.6882
6,12,0.48,169.333,0.3816,337.527,58.756
6,12,0.48,169.333,0.3864,296.615,55.08
6,12,0.48,169.333,0.3912,613.686,79.2266
6,12,0.48,169.333,0.396,480.721,70.1203
6,12,0.48,169.333,0.4008,470.493,69.3704
6,12,0.48,169.333,0.4056,542.09,74.4617
6,12,0.48,169.333,0.4104,439.808,67.0702
6,12,0.48,169.333,0.4152,715.967,85.5745
6,12,0.48,169.333,0.42,675.055,83.0935
6,12,0.48,169.333,0.4248,531.861,73.7559
6,12,0.48,169.333,0.4296,675.055,83.0935
6,12,0.48,169.333,0.4344,501.177,71.5967
6,12,0.48,169.333,0.4392,715.967,85.5745
6,12,0.48,169.333,0.444,654.599,81.8248
6,12,0.48,169.333,0.4488,767.108,88.578
6,12,0.48,169.333,0.4536,746.652,87.389
6,12,0.48,169.333,0.4584,756.88,87.9855
6,12,0.48,169.333,0.4632,562.546,75.8536
6,12,0.48,169.333,0.468,450.037,67.8456
6,12,0.48,169.333,0.4728,0,0
6,12,0.16,156,0.0008,17.0261,9.83004
6,12,0.16,156,0.0024,102.157,24.0786
6,12,0.16,156,0.004,51.0784,17.0261
6,12,0.16,156,0.0056,45.403,16.0524
6,12,0.16,156,0.0072,68.1045,19.6601
6,12,0.16,156,0.0088,73.7799,20.4629
6,12,0.16,156,0.0104,45.403,16.0524
6,12,0.16,156,0.012,56.7537,17.9471
6,12,0.16,156,0.0136,56.7537,17.9471
6,12,0.16,156,0.0152,68.1045,19.6601
6,12,0.16,156,0.0168,119.183,26.0078
6,12,0.16,156,0.0184,85.1306,21.9806
6,12,0.16,156,0.02,56.7537,17.9471
6,12,0.16,156,0.0216,113.507,25.381
6,12,0.16,156,0.0232,119.183,26.0078
6,12,0.16,156,0.0248,107.832,24.7384
6,12,0.16,156,0.0264,136.209,27.8035
6,12,0.16,156,0.028,141.884,28.3769
6,12,0.16,156,0.0296,153.235,29.4901
6,12,0.16,156,0.0312,454.03,50.7621
6,12,0.16,156,0.0328,686.72,62.4291
6,12,0.16,156,0.0344,1208.85,82.8294
6,12,0.16,156,0.036,1259.93,84.5612
6,12,0.16,156,0.0376,2065.84,108.279
6,12,0.16,156,0.0392,2576.62,120.927
6,12,0.16,156,0.0408,2792.28,125.886
6,12,0.16,156,0.0424,3399.55,138.902
6,12,0.16,156,0.044,3933.03,149.404
6,12,0.16,156,0.0456,4313.28,156.459
6,12,0.16,156,0.0472,5238.37,172.423
6,12,0.16,156,0.0488,5641.32,178.932
6,12,0.16,156,0.0504,6027.25,184.951
6,12,0.16,156,0.052,6770.72,196.026
6,12,0.16,156,0.0536,7156.65,201.536
6,12,0.16,156,0.0552,7519.87,206.587
6,12,0.16,156,0.0568,7883.09,211.517
6,12,0.16,156,0.0584,7752.56,209.759
6,12,0.16,156,0.06,7605,207.753
6,12,0.16,156,0.0616,7559.6,207.132
6,12,0.16,156,0.0632,7814.99,210.602
6,12,0.16,156,0.0648,7332.58,203.998
6,12,0.16,156,0.0664,7202.05,202.174
6,12,0.16,156,0.068,7593.65,207.598
6,12,0.16,156,0.0696,7752.56,209.759
6,12,0.16,156,0.0712,7661.76,208.527
6,12,0.16,156,0.0728,7065.84,200.253
6,12,0.16,156,0.0744,7009.09,199.447
6,12,0.16,156,0.076,6594.78,193.463
6,12,0.16,156,0.0776,6838.83,197.01
6,12,0.16,156,0.0792,6657.21,194.376
6,12,0.16,156,0.0808,6702.62,195.038
6,12,0.16,156,0.0824,6084,185.82
6,12,0.16,156,0.084,6101.03,186.08
6,12,0.16,156,0.0856,6055.62,185.386
6,12,0.16,156,0.0872,6288.31,188.914
6,12,0.16,156,0.0888,5516.46,176.941
6,12,0.16,156,0.0904,5312.15,173.633
6,12,0.16,156,0.092,5300.8,173.447
6,12,0.16,156,0.0936,5323.5,173.818
6,12,0.16,156,0.0952,4824.07,165.464
6,12,0.16,156,0.0968,4682.18,163.013
6,12,0.16,156,0.0984,4341.66,156.973
6,12,0.16,156,0.1,4432.47,158.606
6,12,0.16,156,0.1016,4131.67,153.13
6,12,0.16,156,0.1032,4245.18,155.219
6,12,0.16,156,0.1048,3558.46,142.111
6,12,0.16,156,0.1064,3728.72,145.471
6,12,0.16,156,0.108,3371.17,138.321
6,12,0.16,156,0.1096,3047.68,131.517
6,12,0.16,156,0.1112,2922.82,128.795
6,12,0.16,156,0.1128,2735.53,124.6
6,12,0.16,156,0.1144,2480.14,118.641
6,12,0.16,156,0.116,2139.62,110.196
6,12,0.16,156,0.1176,1906.93,104.031
6,12,0.16,156,0.1192,1458.57,90.9832
6,12,0.16,156,0.1208,1379.12,88.4703
6,12,0.16,156,0.1224,862.657,69.9707
6,12,0.16,156,0.124,681.045,62.1706
6,12,0.16,156,0.1256,232.69,36.3401
6,12,0.16,156,0.1272,68.1045,19.6601
6,12,0.16,156,0.1288,0,0
6,12,0.16,156,0.1304,0,0
6,12,0.16,156,0.132,0,0
6,12,0.16,156,0.1336,0,0
6,12,0.16,156,0.1352,0,0
6,12,0.16,156,0.1368,0,0
6,12,0.16,156,0.1384,0,0
6,12,0.16,156,0.14,0,0
6,12,0.16,156,0.1416,0,0
6,12,0.16,156,0.1432,0,0
6,12,0.16,156,0.1448,0,0
6,12,0.16,156,0.1464,0,0
6,12,0.16,156,0.148,0,0
6,12,0.16,156,0.1496,0,0
6,12,0.16,156,0.1512,0,0
6,12,0.16,156,0.1528,0,0
6,12,0.16,156,0.1544,0,0
6,12,0.16,156,0.156,0,0
6,12,0.16,156,0.1576,0,0
6,12,3.595,49.6667,0.017975,0,0
6,12,3.595,49.6667,0.053925,0,0
6,12,3.595,49.6667,0.089875,0,0
6,12,3.595,49.6667,0.125825,0,0
6,12,3.595,49.6667,0.161775,0,0
6,12,3.595,49.6667,0.197725,0,0
6,12,3.595,49.6667,0.233675,0,0
6,12,3.595,49.6667,0.269625,0,0
6,12,3.595,49.6667,0.305575,0,0
6,12,3.595,49.6667,0.341525,0,0
6,12,3.595,49.6667,0.377475,0,0
6,12,3.595,49.6667,0.413425,0,0
6,12,3.595,49.6667,0.449375,0,0
6,12,3.595,49.6667,0.485325,0,0
6,12,3.595,49.6667,0.521275,0,0
6,12,3.595,49.6667,0.557225,0,0
6,12,3.595,49.6667,0.593175,0,0
6,12,3.595,49.6667,0.629125,0,0
6,12,3.595,49.6667,0.665075,0,0
6,12,3.595,49.6667,0.701025,0,0
6,12,3.595,49.6667,0.736975,0,0
6,12,3.595,49.6667,0.772925,0,0
6,12,3.595,49.6667,0.808875,0,0
6,12,3.595,49.6667,0.844825,0,0
6,12,3.595,49.6667,0.880775,0,0
6,12,3.595,49.6667,0.916725,0,0
6,12,3.595,49.6667,0.952675,0,0
6,12,3.595,49.6667,0.988625,0,0
6,12,3.595,49.6667,1.02458,0,0
6,12,3.595,49.6667,1.06053,0,0
6,12,3.595,49.6667,1.09648,0,0
6,12,3.595,49.6667,1.13243,0,0
6,12,3.595,49.6667,1.16838,0,0
6,12,3.595,49.6667,1.20433,0,0
6,12,3.595,49.6667,1.24028,0,0
6,12,3.595,49.6667,1.27623,0,0
6,12,3.595,49.6667,1.31218,0,0
6,12,3.595,49.6667,1.34813,0,0
6,12,3.595,49.6667,1.38408,0,0
6,12,3.595,49.6667,1.42003,0,0
6,12,3.595,49.6667,1.45598,0,0
6,12,3.595,49.6667,1.49193,0,0
6,12,3.595,49.6667,1.52788,0,0
6,12,3.595,49.6667,1.56383,0,0
6,12,3.595,49.6667,1.59978,0,0
6,12,3.595,49.6667,1.63573,0,0
6,12,3.595,49.6667,1.67168,0,0
6,12,3.595,49.6667,1.70763,0,0
6,12,3.595,49.6667,1.74358,0,0
6,12,3.595,49.6667,1.77953,0,0
6,12,3.595,49.6667,1.81548,0,0
6,12,3.595,49.6667,1.85143,0,0
6,12,3.595,49.6667,1.88738,1.1091,0.78425
6,12,3.595,49.6667,1.92333,0,0
6,12,3.595,49.6667,1.95928,0.554548,0.554548
6,12,3.595,49.6667,1.99523,1.66365,0.960506
6,12,3.595,49.6667,2.03118,1.1091,0.78425
6,12,3.595,49.6667,2.06712,1.1091,0.78425
6,12,3.595,49.6667,2.10308,2.21819,1.1091
6,12,3.595,49.6667,2.13903,1.1091,0.78425
6,12,3.595,49.6667,2.17497,1.66365,0.960506
6,12,3.595,49.6667,2.21093,2.21819,1.1091
6,12,3.595,49.6667,2.24688,6.10003,1.83923
6,12,3.595,49.6667,2.28282,7.76368,2.07493
6,12,3.595,49.6667,2.31878,9.42732,2.28646
6,12,3.595,49.6667,2.35473,11.091,2.48002
6,12,3.595,49.6667,2.39067,10.5364,2.41722
6,12,3.595,49.6667,2.42663,8.31823,2.14776
6,12,3.595,49.6667,2.46258,8.87277,2.21819
6,12,3.595,49.6667,2.49852,12.7546,2.65952
6,12,3.595,49.6667,2.53448,18.3001,3.18564
6,12,3.595,49.6667,2.57043,13.8637,2.77274
6,12,3.595,49.6667,2.60637,23.291,3.59388
6,12,3.595,49.6667,2.64233,20.5183,3.37319
6,12,3.595,49.6667,2.67828,21.6274,3.46315
6,12,3.595,49.6667,2.71422,19.9637,3.32729
6,12,3.595,49.6667,2.75018,29.3911,4.03717
6,12,3.595,49.6667,2.78613,28.8365,3.99891
6,12,3.595,49.6667,2.82207,31.6093,4.18675
6,12,3.595,49.6667,2.85803,31.0547,4.14986
6,12,3.595,49.6667,2.89398,37.7093,4.57292
6,12,3.595,49.6667,2.92992,37.7093,4.57292
6,12,3.595,49.6667,2.96588,50.4639,5.29005
6,12,3.595,49.6667,3.00183,45.473,5.02165
6,12,3.595,49.6667,3.03777,47.1366,5.11268
6,12,3.595,49.6667,3.07373,49.9094,5.26091
6,12,3.595,49.6667,3.10968,59.3367,5.73629
6,12,3.595,49.6667,3.14562,55.4548,5.54548
6,12,3.595,49.6667,3.18158,76.5277,6.51447
6,12,3.595,49.6667,3.21753,85.955,6.90407
6,12,3.595,49.6667,3.25347,73.2004,6.37128
6,12,3.595,49.6667,3.28943,66.5458,6.07477
6,12,3.595,49.6667,3.32538,79.3004,6.63143
6,12,3.595,49.6667,3.36132,86.5095,6.92631
6,12,3.595,49.6667,3.39728,79.855,6.65458
6,12,3.595,49.6667,3.43323,99.8187,7.44005
6,12,3.595,49.6667,3.46917,99.2642,7.41935
6,12,3.595,49.6667,3.50513,82.6277,6.76913
6,12,3.595,49.6667,3.54108,62.1094,5.86879
6,12,0.48,68,0.0024,0,0
6,12,0.48,68,0.0072,0,0
6,12,0.48,68,0.012,0,0
6,12,0.48,68,0.0168,0,0
6,12,0.48,68,0.0216,0,0
6,12,0.48,68,0.0264,0,0
6,12,0.48,68,0.0312,0,0
6,12,0.48,68,0.036,0,0
6,12,0.48,68,0.0408,0,0
6,12,0.48,68,0.0456,0,0
6,12,0.48,68,0.0504,0,0
6,12,0.48,68,0.0552,44.9207,9.57712
6,12,0.48,68,0.06,187.85,19.5847
6,12,0.48,68,0.0648,371.617,27.5461
6,12,0.48,68,0.0696,532.923,32.9871
6,12,0.48,68,0.0744,835.117,41.2939
6,12,0.48,68,0.0792,1161.81,48.7057
6,12,0.48,68,0.084,1525.26,55.8064
6,12,0.48,68,0.0888,1809.08,60.7772
6,12,0.48,68,0.0936,2139.86,66.1005
6,12,0.48,68,0.0984,2491.06,71.3187
6,12,0.48,68,0.1032,2876.97,76.6442
6,12,0.48,68,0.108,3130.16,79.9457
6,12,0.48,68,0.1128,3362.93,82.8649
6,12,0.48,68,0.1176,3732.5,87.2995
6,12,0.48,68,0.1224,4089.83,91.3828
6,12,0.48,68,0.1272,4251.13,93.1674
6,12,0.48,68,0.132,4287.88,93.5693
6,12,0.48,68,0.1368,4253.17,93.1898
6,12,0.48,68,0.1416,4079.62,91.2686
6,12,0.48,68,0.1464,3979.57,90.1425
6,12,0.48,68,0.1512,3795.8,88.0366
6,12,0.48,68,0.156,3599.78,85.7334
6,12,0.48,68,0.1608,3483.4,84.3361
6,12,0.48,68,0.1656,3293.5,82.0051
6,12,0.48,68,0.1704,3115.86,79.7629
6,12,0.48,68,0.1752,2909.64,77.0781
6,12,0.48,68,0.18,2568.65,72.4209
6,12,0.48,68,0.1848,2503.31,71.4939
6,12,0.48,68,0.1896,2168.44,66.5405
6,12,0.48,68,0.1944,1982.64,63.6258
6,12,0.48,68,0.1992,1864.21,61.6963
6,12,0.48,68,0.204,1706.99,59.0374
6,12,0.48,68,0.2088,1625.31,57.6077
6,12,0.48,68,0.2136,1341.5,52.3367
6,12,0.48,68,0.2184,1214.9,49.8061
6,12,0.48,68,0.2232,1149.56,48.4482
6,12,0.48,68,0.228,967.837,44.4542
6,12,0.48,68,0.2328,855.535,41.7956
6,12,0.48,68,0.2376,771.819,39.6981
6,12,0.48,68,0.2424,659.517,36.6965
6,12,0.48,68,0.2472,655.434,36.5827
6,12,0.48,68,0.252,571.718,34.1667
6,12,0.48,68,0.2568,510.462,32.2845
6,12,0.48,68,0.2616,528.839,32.8605
6,12,0.48,68,0.2664,545.174,33.3641
6,12,0.48,68,0.2712,616.639,35.4836
6,12,0.48,68,0.276,610.513,35.3069
6,12,0.48,68,0.2808,635.015,36.0084
6,12,0.48,68,0.2856,669.727,36.9795
6,12,0.48,68,0.2904,692.187,37.5944
6,12,0.48,68,0.2952,704.438,37.9257
6,12,0.48,68,0.3,790.196,40.1679
6,12,0.48,68,0.3048,747.317,39.0629
6,12,0.48,68,0.3096,890.246,42.6351
6,12,0.48,68,0.3144,965.795,44.4073
6,12,0.48,68,0.3192,994.381,45.0597
6,12,0.48,68,0.324,1092.39,47.2281
6,12,0.48,68,0.3288,1145.48,48.3621
6,12,0.48,68,0.3336,1339.45,52.2969
6,12,0.48,68,0.3384,1529.35,55.8811
6,12,0.48,68,0.3432,1572.22,56.659
6,12,0.48,68,0.348,1794.79,60.5366
6,12,0.48,68,0.3528,1825.41,61.051
6,12,0.48,68,0.3576,1978.55,63.5603
6,12,0.48,68,0.3624,2009.18,64.0503
6,12,0.48,68,0.3672,2201.11,67.0399
6,12,0.48,68,0.372,2133.73,66.0058
6,12,0.48,68,0.3768,2268.5,68.0583
6,12,0.48,68,0.3816,2305.25,68.6074
6,12,0.48,68,0.3864,2364.46,69.4829
6,12,0.48,68,0.3912,2437.97,70.5547
6,12,0.48,68,0.396,2544.14,72.0747
6,12,0.48,68,0.4008,2580.9,72.5934
6,12,0.48,68,0.4056,2560.48,72.3057
6,12,0.48,68,0.4104,2462.47,70.9084
6,12,0.48,68,0.4152,2680.95,73.9871
6,12,0.48,68,0.42,2629.9,73.2794
6,12,0.48,68,0.4248,2462.47,70.9084
6,12,0.48,68,0.4296,2525.77,71.8139
6,12,0.48,68,0.4344,2519.64,71.7268
6,12,0.48,68,0.4392,2552.31,72.1903
6,12,0.48,68,0.444,2354.25,69.3328
6,12,0.48,68,0.4488,249.106,22.553
6,12,0.48,68,0.4536,0,0
6,12,0.48,68,0.4584,0,0
6,12,0.48,68,0.4632,0,0
6,12,0.48,68,0.468,0,0
6,12,0.48,68,0.4728,0,0
6,12,0.4,149,0.002,0,0
6,12,0.4,149,0.006,0,0
6,12,0.4,149,0.01,0,0
6,12,0.4,149,0.014,0,0
6,12,0.4,149,0.018,0,0
6,12,0.4,149,0.022,0,0
6,12,0.4,149,0.026,0,0
6,12,0.4,149,0.03,0,0
6,12,0.4,149,0.034,0,0
6,12,0.4,149,0.038,0,0
6,12,0.4,149,0.042,0,0
6,12,0.4,149,0.046,0,0
6,12,0.4,149,0.05,0,0
6,12,0.4,149,0.054,0,0
6,12,0.4,149,0.058,0,0
6,12,0.4,149,0.062,0,0
6,12,0.4,149,0.066,0,0
6,12,0.4,149,0.07,0,0
6,12,0.4,149,0.074,0,0
6,12,0.4,149,0.078,0,0
6,12,0.4,149,0.082,0,0
6,12,0.4,149,0.086,0,0
6,12,0.4,149,0.09,0,0
6,12,0.4,149,0.094,0,0
6,12,0.4,149,0.098,0,0
6,12,0.4,149,0.102,0,0
6,12,0.4,149,0.106,0,0
6,12,0.4,149,0.11,0,0
6,12,0.4,149,0.114,4.07719,4.07719
6,12,0.4,149,0.118,24.4631,9.98703
6,12,0.4,149,0.122,36.6947,12.2316
6,12,0.4,149,0.126,73.3894,17.298
6,12,0.4,149,0.13,89.6981,19.1237
6,12,0.4,149,0.134,118.238,21.9563
6,12,0.4,149,0.138,203.859,28.8301
6,12,0.4,149,0.142,167.165,26.1067
6,12,0.4,149,0.146,224.245,30.2372
6,12,0.4,149,0.15,199.782,28.5403
6,12,0.4,149,0.154,362.87,38.4641
6,12,0.4,149,0.158,330.252,36.6947
6,12,0.4,149,0.162,395.487,40.1557
6,12,0.4,149,0.166,489.263,44.6634
6,12,0.4,149,0.17,538.189,46.8433
6,12,0.4,149,0.174,538.189,46.8433
6,12,0.4,149,0.178,583.038,48.7561
6,12,0.4,149,0.182,721.662,54.2435
6,12,0.4,149,0.186,676.813,52.5309
6,12,0.4,149,0.19,954.062,62.369
6,12,0.4,149,0.194,799.129,57.0806
6,12,0.4,149,0.198,839.901,58.5187
6,12,0.4,149,0.202,966.294,62.7675
6,12,0.4,149,0.206,1023.37,64.5948
6,12,0.4,149,0.21,966.294,62.7675
6,12,0.4,149,0.214,909.213,60.8854
6,12,0.4,149,0.218,970.371,62.8998
6,12,0.4,149,0.222,803.206,57.2261
6,12,0.4,149,0.226,729.817,54.5491
6,12,0.4,149,0.23,689.045,53.0035
6,12,0.4,149,0.234,721.662,54.2435
6,12,0.4,149,0.238,615.655,50.1013
6,12,0.4,149,0.242,607.501,49.7684
6,12,0.4,149,0.246,611.578,49.9352
6,12,0.4,149,0.25,493.34,44.8491
6,12,0.4,149,0.254,493.34,44.8491
6,12,0.4,149,0.258,407.719,40.7719
6,12,0.4,149,0.262,399.564,40.3621
6,12,0.4,149,0.266,497.417,45.034
6,12,0.4,149,0.27,407.719,40.7719
6,12,0.4,149,0.274,326.175,36.4675
6,12,0.4,149,0.278,326.175,36.4675
6,12,0.4,149,0.282,285.403,34.1122
6,12,0.4,149,0.286,212.014,29.401
6,12,0.4,149,0.29,265.017,32.8713
6,12,0.4,149,0.294,281.326,33.8677
6,12,0.4,149,0.298,293.558,34.5961
6,12,0.4,149,0.302,322.098,36.2388
6,12,0.4,149,0.306,313.944,35.7772
6,12,0.4,149,0.31,256.863,32.3617
6,12,0.4,149,0.314,322.098,36.2388
6,12,0.4,149,0.318,358.793,38.2474
6,12,0.4,149,0.322,432.182,41.9772
